from	to	site_count	MI	distance	row_num	interaction_type	tf	community
ENSG00000104885	ENSG00000104897	1	0.160583	72355	6233	Intra-Cytoband	ENSG00000104885	119
ENSG00000105556	ENSG00000119559	1	0.128433	1159699	14956	Intra-Cytoband	ENSG00000105556	119
ENSG00000167685	ENSG00000142409	1	0.136855	45233	11767	Intra-Cytoband	ENSG00000167685	119
ENSG00000167685	ENSG00000063245	1	0.127873	457373	15207	Inter-Cytoband	ENSG00000167685	119
ENSG00000182318	ENSG00000179943	1	0.153096	2735648	7519	Inter-Cytoband	ENSG00000182318	119
ENSG00000182318	ENSG00000119574	1	0.125597	186511	16298	Intra-Cytoband	ENSG00000182318	119
ENSG00000182318	ENSG00000088038	1	0.127981	4189302	15167	Inter-Cytoband	ENSG00000182318	119
ENSG00000218891	ENSG00000233493	1	0.141401	197525	10400	Intra-Cytoband	ENSG00000218891	119
ENSG00000111206	ENSG00000198901	2	0.146216	NA	9121	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000186185	1	0.119148	NA	19690	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000175063	1	0.166687	NA	5335	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000169607	1	0.147861	NA	8680	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000166851	1	0.183502	NA	3534	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000157456	1	0.182955	NA	3579	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000156970	1	0.134068	NA	12696	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000148773	1	0.178977	NA	3956	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000145386	1	0.140096	NA	10778	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000139734	1	0.119463	NA	19507	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000138160	1	0.132845	NA	13158	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000137807	1	0.135453	NA	12226	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000137804	1	0.144001	NA	9678	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000135451	1	0.151326	46465555	7888	Inter-Cytoband	ENSG00000111206	208
ENSG00000111206	ENSG00000123485	1	0.164046	NA	5715	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000117650	1	0.128394	NA	14977	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000115163	1	0.12596	NA	16094	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000112984	1	0.131291	NA	13763	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000111665	1	0.184459	3987112	3455	Inter-Cytoband	ENSG00000111206	208
ENSG00000111206	ENSG00000101447	2	0.125699	NA	16237	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000100526	1	0.133472	NA	12919	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000090889	1	0.122821	NA	17712	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000089685	1	0.119256	NA	19607	Trans	ENSG00000111206	208
ENSG00000111206	ENSG00000088325	1	0.163852	NA	5746	Trans	ENSG00000111206	208
ENSG00000115163	ENSG00000237649	1	0.166905	NA	5312	Trans	ENSG00000115163	208
ENSG00000115163	ENSG00000183856	2	0.152488	NA	7643	Trans	ENSG00000115163	208
ENSG00000115163	ENSG00000169607	1	0.161072	85972318	6163	Inter-Cytoband	ENSG00000115163	208
ENSG00000115163	ENSG00000166851	1	0.183226	NA	3557	Trans	ENSG00000115163	208
ENSG00000115163	ENSG00000158402	1	0.163493	NA	5805	Trans	ENSG00000115163	208
ENSG00000115163	ENSG00000157456	1	0.149009	NA	8420	Trans	ENSG00000115163	208
ENSG00000115163	ENSG00000156970	1	0.125009	NA	16588	Trans	ENSG00000115163	208
ENSG00000115163	ENSG00000142945	1	0.13703	NA	11701	Trans	ENSG00000115163	208
ENSG00000115163	ENSG00000135476	1	0.153416	NA	7462	Trans	ENSG00000115163	208
ENSG00000115163	ENSG00000135451	1	0.140532	NA	10650	Trans	ENSG00000115163	208
ENSG00000115163	ENSG00000134057	1	0.139421	NA	10975	Trans	ENSG00000115163	208
ENSG00000115163	ENSG00000126787	1	0.129929	NA	14291	Trans	ENSG00000115163	208
ENSG00000115163	ENSG00000117650	1	0.154573	NA	7250	Trans	ENSG00000115163	208
ENSG00000115163	ENSG00000111206	1	0.12596	NA	16094	Trans	ENSG00000115163	208
ENSG00000115163	ENSG00000089685	1	0.137494	NA	11563	Trans	ENSG00000115163	208
ENSG00000115163	ENSG00000072571	1	0.173085	NA	4575	Trans	ENSG00000115163	208
ENSG00000115163	ENSG00000035499	1	0.138735	NA	11187	Trans	ENSG00000115163	208
ENSG00000143476	ENSG00000127564	1	0.160659	NA	6225	Trans	ENSG00000143476	208
ENSG00000134046	ENSG00000141380	1	0.129622	28135348	14411	Inter-Cytoband	ENSG00000134046	23
ENSG00000134046	ENSG00000075336	1	0.126938	19996910	15641	Inter-Cytoband	ENSG00000134046	23
ENSG00000154832	ENSG00000186814	1	0.135406	15031285	12242	Inter-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000154839	1	0.139502	92652	10955	Intra-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000153339	1	0.159532	18453170	6389	Inter-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000152223	1	0.143261	4434734	9860	Intra-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000141646	1	0.13353	746051	12895	Inter-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000141644	1	0.245107	15461	875	Intra-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000141452	1	0.135467	26778873	12220	Inter-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000141428	1	0.152502	14310260	7639	Inter-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000141385	1	0.141017	37953399	10509	Inter-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000141380	2	0.150447	24266090	8098	Inter-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000134440	1	0.176462	7318313	4205	Inter-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000134046	2	0.122991	3869258	17612	Inter-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000133313	1	0.141391	24213473	10402	Inter-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000128789	1	0.122334	37624300	17944	Inter-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000119541	1	0.145305	13106847	9359	Inter-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000091164	1	0.157365	6314865	6772	Inter-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000079134	2	0.130491	50067823	14073	Inter-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000075336	1	0.176083	23866168	4238	Inter-Cytoband	ENSG00000154832	23
ENSG00000154832	ENSG00000067900	1	0.127989	29335437	15164	Inter-Cytoband	ENSG00000154832	23
ENSG00000198081	ENSG00000079134	2	0.130698	5074499	13994	Inter-Cytoband	ENSG00000198081	23
ENSG00000067369	ENSG00000198690	1	0.125494	12499209	16348	Inter-Cytoband	ENSG00000067369	525
ENSG00000067369	ENSG00000180979	3	0.119763	865241	19330	Inter-Cytoband	ENSG00000067369	525
ENSG00000067369	ENSG00000166887	1	0.128356	1244360	14998	Inter-Cytoband	ENSG00000067369	525
ENSG00000067369	ENSG00000159459	2	0.177449	460164	4112	Inter-Cytoband	ENSG00000067369	525
ENSG00000067369	ENSG00000140319	2	0.143269	3367322	9859	Inter-Cytoband	ENSG00000067369	525
ENSG00000067369	ENSG00000140265	1	0.121277	44889	18498	Intra-Cytoband	ENSG00000067369	525
ENSG00000067369	ENSG00000134153	1	0.121036	9319044	18643	Inter-Cytoband	ENSG00000067369	525
ENSG00000067369	ENSG00000103932	2	0.119166	1885885	19679	Inter-Cytoband	ENSG00000067369	525
ENSG00000067369	ENSG00000092531	1	0.149439	911828	8326	Inter-Cytoband	ENSG00000067369	525
ENSG00000067369	ENSG00000021776	1	0.160058	8551279	6324	Inter-Cytoband	ENSG00000067369	525
ENSG00000166949	ENSG00000103591	1	0.119005	137270	19751	Inter-Cytoband	ENSG00000166949	525
ENSG00000169375	ENSG00000185787	2	0.12377	3441108	17197	Inter-Cytoband	ENSG00000169375	525
ENSG00000169375	ENSG00000179151	1	0.167469	738821	5247	Inter-Cytoband	ENSG00000169375	525
ENSG00000169375	ENSG00000174446	1	0.121257	8879244	18513	Inter-Cytoband	ENSG00000169375	525
ENSG00000169375	ENSG00000169609	1	0.119871	7619062	19259	Inter-Cytoband	ENSG00000169375	525
ENSG00000169375	ENSG00000169410	2	0.122771	93872	17738	Intra-Cytoband	ENSG00000169375	525
ENSG00000169375	ENSG00000166855	2	0.12123	10221160	18528	Inter-Cytoband	ENSG00000169375	525
ENSG00000169375	ENSG00000166233	2	0.156632	2895053	6902	Inter-Cytoband	ENSG00000169375	525
ENSG00000169375	ENSG00000138614	1	0.141475	9790626	10379	Inter-Cytoband	ENSG00000169375	525
ENSG00000169375	ENSG00000138592	1	0.120763	24944999	18791	Inter-Cytoband	ENSG00000169375	525
ENSG00000169375	ENSG00000103653	1	0.128136	587322	15093	Inter-Cytoband	ENSG00000169375	525
ENSG00000169375	ENSG00000074603	2	0.14831	9926916	8579	Inter-Cytoband	ENSG00000169375	525
ENSG00000198146	ENSG00000021776	1	0.179043	126559	3941	Intra-Cytoband	ENSG00000198146	525
ENSG00000033800	ENSG00000166233	1	0.12123	4420147	18527	Inter-Cytoband	ENSG00000033800	525
ENSG00000033800	ENSG00000159322	2	0.131949	4697190	13500	Inter-Cytoband	ENSG00000033800	525
ENSG00000125651	ENSG00000088247	1	0.162826	33779	5911	Intra-Cytoband	ENSG00000125651	433
ENSG00000108055	ENSG00000197771	2	0.147551	9261713	8760	Inter-Cytoband	ENSG00000108055	140
ENSG00000108055	ENSG00000166197	1	0.136116	8415515	12000	Inter-Cytoband	ENSG00000108055	140
ENSG00000108055	ENSG00000155229	1	0.119995	13109367	19200	Inter-Cytoband	ENSG00000108055	140
ENSG00000108055	ENSG00000151923	2	0.135788	9004111	12112	Inter-Cytoband	ENSG00000108055	140
ENSG00000108055	ENSG00000151532	1	0.131227	1879307	13792	Intra-Cytoband	ENSG00000108055	140
ENSG00000108055	ENSG00000023041	1	0.174034	1856737	4458	Intra-Cytoband	ENSG00000108055	140
ENSG00000054267	ENSG00000182827	1	0.1543	8986955	7304	Inter-Cytoband	ENSG00000054267	44
ENSG00000054267	ENSG00000153207	1	0.127615	11707464	15331	Inter-Cytoband	ENSG00000054267	44
ENSG00000054267	ENSG00000152904	1	0.133144	195716	13037	Intra-Cytoband	ENSG00000054267	44
ENSG00000054267	ENSG00000143751	1	0.147653	9148932	8738	Inter-Cytoband	ENSG00000054267	44
ENSG00000103479	ENSG00000103494	2	0.171953	164176	4706	Intra-Cytoband	ENSG00000103479	372
ENSG00000110713	ENSG00000175216	1	0.125357	43071965	16419	Inter-Cytoband	ENSG00000110713	190
ENSG00000110713	ENSG00000170242	1	0.154834	8170340	7212	Inter-Cytoband	ENSG00000110713	190
ENSG00000110713	ENSG00000148985	1	0.139565	126641	10935	Intra-Cytoband	ENSG00000110713	190
ENSG00000110713	ENSG00000023191	1	0.14287	3176571	9957	Inter-Cytoband	ENSG00000110713	190
ENSG00000077782	ENSG00000147548	1	0.121617	130518	18309	Intra-Cytoband	ENSG00000077782	26
ENSG00000077782	ENSG00000129691	1	0.129238	294973	14604	Intra-Cytoband	ENSG00000077782	26
ENSG00000133895	ENSG00000173264	1	0.149478	533448	8320	Intra-Cytoband	ENSG00000133895	352
ENSG00000133895	ENSG00000168439	1	0.123344	618238	17427	Intra-Cytoband	ENSG00000133895	352
ENSG00000133895	ENSG00000168061	1	0.120388	237391	18990	Intra-Cytoband	ENSG00000133895	352
ENSG00000133895	ENSG00000162300	2	0.159571	280700	6378	Intra-Cytoband	ENSG00000133895	352
ENSG00000133895	ENSG00000162298	1	0.15291	318270	7556	Intra-Cytoband	ENSG00000133895	352
ENSG00000133895	ENSG00000110583	2	0.140517	864551	10653	Intra-Cytoband	ENSG00000133895	352
ENSG00000133895	ENSG00000110046	1	0.231655	91036	1197	Intra-Cytoband	ENSG00000133895	352
ENSG00000149136	ENSG00000211450	1	0.174576	415265	4400	Intra-Cytoband	ENSG00000149136	352
ENSG00000149136	ENSG00000198561	1	0.164778	427258	5606	Intra-Cytoband	ENSG00000149136	352
ENSG00000149136	ENSG00000166889	1	0.136593	2310731	11843	Intra-Cytoband	ENSG00000149136	352
ENSG00000149136	ENSG00000156599	1	0.207605	341762	2017	Intra-Cytoband	ENSG00000149136	352
ENSG00000149136	ENSG00000149115	1	0.136452	26347	11895	Intra-Cytoband	ENSG00000149136	352
ENSG00000173153	ENSG00000173264	1	0.122889	35510	17675	Intra-Cytoband	ENSG00000173153	352
ENSG00000173153	ENSG00000110011	1	0.147035	75294	8902	Intra-Cytoband	ENSG00000173153	352
ENSG00000089094	ENSG00000170633	1	0.131169	29056	13813	Intra-Cytoband	ENSG00000089094	83
ENSG00000127616	ENSG00000179115	2	0.118662	1961654	19932	Inter-Cytoband	ENSG00000127616	96
ENSG00000127616	ENSG00000173928	1	0.122171	413860	18024	Intra-Cytoband	ENSG00000127616	96
ENSG00000127616	ENSG00000142453	1	0.120057	89312	19164	Intra-Cytoband	ENSG00000127616	96
ENSG00000127616	ENSG00000129347	2	0.161804	407747	6055	Intra-Cytoband	ENSG00000127616	96
ENSG00000127616	ENSG00000079805	2	0.14554	242746	9305	Intra-Cytoband	ENSG00000127616	96
ENSG00000147421	ENSG00000221914	1	0.178809	2598903	3969	Inter-Cytoband	ENSG00000147421	349
ENSG00000147421	ENSG00000130227	1	0.180567	6970723	3794	Inter-Cytoband	ENSG00000147421	349
ENSG00000147421	ENSG00000129696	1	0.136411	4582992	11909	Inter-Cytoband	ENSG00000147421	349
ENSG00000147421	ENSG00000104756	1	0.119268	3462547	19602	Inter-Cytoband	ENSG00000147421	349
ENSG00000147421	ENSG00000104299	1	0.332364	122733	133	Intra-Cytoband	ENSG00000147421	349
ENSG00000158941	ENSG00000254093	1	0.189269	11839669	3092	Inter-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000186918	1	0.175126	5740953	4333	Inter-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000173273	1	0.313653	13048718	210	Inter-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000168495	1	0.257505	359528	675	Intra-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000168078	1	0.119252	5204988	19609	Inter-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000147439	1	0.350793	15786	102	Intra-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000147421	1	0.178989	6285762	3954	Inter-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000147316	1	0.318944	16198040	182	Inter-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000134014	1	0.211346	5485041	1862	Inter-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000133872	1	0.193126	7458380	2813	Inter-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000120899	1	0.120525	4706850	18917	Inter-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000120896	1	0.181248	59646	3731	Intra-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000104765	1	0.215646	3778266	1695	Inter-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000104695	1	0.167578	8169825	5236	Inter-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000104679	1	0.337126	665488	119	Intra-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000104643	1	0.26636	11320216	549	Inter-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000104626	1	0.215823	13602485	1689	Inter-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000104613	1	0.2896	2787492	331	Intra-Cytoband	ENSG00000158941	349
ENSG00000158941	ENSG00000104299	1	0.322791	6163029	167	Inter-Cytoband	ENSG00000158941	349
ENSG00000171320	ENSG00000184661	1	0.172249	2312952	4666	Inter-Cytoband	ENSG00000171320	349
ENSG00000171320	ENSG00000158941	1	0.135087	5167317	12345	Inter-Cytoband	ENSG00000171320	349
ENSG00000171320	ENSG00000134014	1	0.129933	317724	14287	Intra-Cytoband	ENSG00000171320	349
ENSG00000171320	ENSG00000104679	1	0.132823	4501829	13164	Inter-Cytoband	ENSG00000171320	349
ENSG00000171320	ENSG00000104671	1	0.127148	2384348	15558	Inter-Cytoband	ENSG00000171320	349
ENSG00000163848	ENSG00000082701	1	0.119159	5404238	19683	Inter-Cytoband	ENSG00000163848	209
ENSG00000126351	ENSG00000108349	1	0.136289	82028	11952	Intra-Cytoband	ENSG00000126351	54
ENSG00000167258	ENSG00000161395	1	0.186712	209611	3289	Intra-Cytoband	ENSG00000167258	54
ENSG00000167258	ENSG00000141736	1	0.165919	226403	5437	Intra-Cytoband	ENSG00000167258	54
ENSG00000167258	ENSG00000131748	1	0.241038	175554	962	Intra-Cytoband	ENSG00000167258	54
ENSG00000167258	ENSG00000108349	1	0.158744	678807	6541	Inter-Cytoband	ENSG00000167258	54
ENSG00000167258	ENSG00000108344	1	0.16263	519286	5934	Inter-Cytoband	ENSG00000167258	54
ENSG00000167258	ENSG00000008838	1	0.15171	557586	7798	Inter-Cytoband	ENSG00000167258	54
ENSG00000107077	ENSG00000183354	1	0.12855	839267	14902	Intra-Cytoband	ENSG00000107077	58
ENSG00000147050	ENSG00000215301	1	0.120222	3539893	19082	Inter-Cytoband	ENSG00000147050	504
ENSG00000147050	ENSG00000197976	2	0.121023	43281584	18651	Inter-Cytoband	ENSG00000147050	504
ENSG00000188612	ENSG00000169718	1	0.132152	6891920	13411	Inter-Cytoband	ENSG00000188612	61
ENSG00000188612	ENSG00000167863	1	0.150416	126723	8103	Intra-Cytoband	ENSG00000188612	61
ENSG00000070495	ENSG00000161526	1	0.122802	1045716	17723	Intra-Cytoband	ENSG00000070495	61
ENSG00000088930	ENSG00000125871	1	0.119205	3334391	19651	Inter-Cytoband	ENSG00000088930	75
ENSG00000088930	ENSG00000125835	1	0.138065	18841670	11382	Inter-Cytoband	ENSG00000088930	75
ENSG00000088930	ENSG00000125818	1	0.13377	20190041	12804	Inter-Cytoband	ENSG00000088930	75
ENSG00000088930	ENSG00000089006	1	0.13466	3361707	12492	Inter-Cytoband	ENSG00000088930	75
ENSG00000125846	ENSG00000088766	1	0.165559	12282193	5483	Inter-Cytoband	ENSG00000125846	75
ENSG00000137265	ENSG00000167077	1	0.124853	NA	16650	Trans	ENSG00000137265	159
ENSG00000137265	ENSG00000122188	1	0.185081	NA	3405	Trans	ENSG00000137265	159
ENSG00000137265	ENSG00000099958	1	0.119617	NA	19416	Trans	ENSG00000137265	159
ENSG00000137265	ENSG00000026751	1	0.131302	NA	13755	Trans	ENSG00000137265	159
ENSG00000185122	ENSG00000250571	1	0.120592	1024158	18888	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000198169	2	0.146312	429316	9087	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000197363	1	0.121573	507285	18331	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000196378	1	0.120039	481523	19176	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000196150	1	0.155438	584906	7092	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000187954	1	0.178341	157991	4018	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000185730	1	0.150703	1001915	8038	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000183309	1	0.142827	655578	9970	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000182307	1	0.166873	760787	5316	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000181135	1	0.119983	607139	19204	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000179950	1	0.189671	475247	3057	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000179832	1	0.168805	143575	5099	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000179632	1	0.162929	187092	5895	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000179526	1	0.225502	192958	1366	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000173137	1	0.123099	81510	17553	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000170631	1	0.139186	638767	11047	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000169398	1	0.185775	3633691	3355	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000167632	2	0.169364	4563866	5012	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000160972	1	0.154548	186378	7258	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000160957	1	0.130336	219697	14131	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000160948	2	0.143777	132010	9737	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000147789	1	0.20717	535873	2038	Intra-Cytoband	ENSG00000185122	305
ENSG00000185122	ENSG00000014164	1	0.273524	853936	469	Intra-Cytoband	ENSG00000185122	305
ENSG00000077150	ENSG00000146232	1	0.129372	NA	14534	Trans	ENSG00000077150	175
ENSG00000077150	ENSG00000104856	1	0.238893	NA	1015	Trans	ENSG00000077150	175
ENSG00000121406	ENSG00000083817	1	0.144069	44241	9659	Intra-Cytoband	ENSG00000121406	503
ENSG00000152433	ENSG00000213762	1	0.121522	250756	18360	Intra-Cytoband	ENSG00000152433	503
ENSG00000083844	ENSG00000178229	1	0.192266	129009	2878	Intra-Cytoband	ENSG00000083844	503
ENSG00000136807	ENSG00000136877	1	0.121657	8918	18281	Intra-Cytoband	ENSG00000136807	302
ENSG00000136807	ENSG00000122140	1	0.123039	7714305	17584	Inter-Cytoband	ENSG00000136807	302
ENSG00000136807	ENSG00000119392	1	0.120803	719021	18769	Intra-Cytoband	ENSG00000136807	302
ENSG00000136870	ENSG00000155827	1	0.134551	134978	12527	Intra-Cytoband	ENSG00000136870	302
ENSG00000107290	ENSG00000125484	1	0.118509	408679	20026	Intra-Cytoband	ENSG00000107290	302
ENSG00000116030	ENSG00000162972	1	0.125933	2250863	16109	Intra-Cytoband	ENSG00000116030	248
ENSG00000079246	ENSG00000127837	1	0.174907	2156659	4355	Intra-Cytoband	ENSG00000079246	248
ENSG00000079246	ENSG00000116120	1	0.121662	6463072	18277	Inter-Cytoband	ENSG00000079246	248
ENSG00000143373	ENSG00000143442	1	0.159528	121106	6390	Intra-Cytoband	ENSG00000143373	220
ENSG00000143373	ENSG00000143379	1	0.15391	355355	7371	Intra-Cytoband	ENSG00000143373	220
ENSG00000158773	ENSG00000163348	1	0.122388	6082225	17927	Inter-Cytoband	ENSG00000158773	220
ENSG00000158773	ENSG00000159352	1	0.118616	9784548	19970	Inter-Cytoband	ENSG00000158773	220
ENSG00000158773	ENSG00000143393	1	0.118593	9747454	19984	Inter-Cytoband	ENSG00000158773	220
ENSG00000158773	ENSG00000143224	1	0.125799	127159	16171	Intra-Cytoband	ENSG00000158773	220
ENSG00000160741	ENSG00000163125	1	0.121593	3584578	18322	Inter-Cytoband	ENSG00000160741	220
ENSG00000122877	ENSG00000162772	1	0.149053	NA	8407	Trans	ENSG00000122877	129
ENSG00000122877	ENSG00000123358	1	0.147345	NA	8822	Trans	ENSG00000122877	129
ENSG00000123358	ENSG00000173334	1	0.11994	NA	19230	Trans	ENSG00000123358	129
ENSG00000123358	ENSG00000170345	2	0.151662	NA	7809	Trans	ENSG00000123358	129
ENSG00000123358	ENSG00000160888	1	0.140893	NA	10544	Trans	ENSG00000123358	129
ENSG00000128016	ENSG00000160888	1	0.178698	26256398	3982	Inter-Cytoband	ENSG00000128016	129
ENSG00000128016	ENSG00000123358	1	0.173607	NA	4512	Trans	ENSG00000128016	129
ENSG00000128016	ENSG00000120738	1	0.215478	NA	1702	Trans	ENSG00000128016	129
ENSG00000170345	ENSG00000171223	1	0.193761	NA	2774	Trans	ENSG00000170345	129
ENSG00000170345	ENSG00000160888	1	0.238712	NA	1017	Trans	ENSG00000170345	129
ENSG00000170345	ENSG00000128016	1	0.253736	NA	728	Trans	ENSG00000170345	129
ENSG00000170345	ENSG00000120738	1	0.401952	NA	50	Trans	ENSG00000170345	129
ENSG00000119138	ENSG00000179094	1	0.175104	NA	4337	Trans	ENSG00000119138	373
ENSG00000119138	ENSG00000116285	1	0.118583	NA	19994	Trans	ENSG00000119138	373
ENSG00000267680	ENSG00000204920	1	0.13229	126477	13365	Intra-Cytoband	ENSG00000267680	592
ENSG00000127511	ENSG00000129933	2	0.149336	2491281	8347	Intra-Cytoband	ENSG00000127511	271
ENSG00000162521	ENSG00000183431	1	0.122612	5305833	17814	Inter-Cytoband	ENSG00000162521	412
ENSG00000162521	ENSG00000004455	1	0.188791	356798	3129	Intra-Cytoband	ENSG00000162521	412
ENSG00000169016	ENSG00000143727	1	0.123702	11180235	17235	Inter-Cytoband	ENSG00000169016	59
ENSG00000143799	ENSG00000143801	1	0.140869	509493	10550	Inter-Cytoband	ENSG00000143799	335
ENSG00000147133	ENSG00000085224	1	0.130824	6138639	13935	Inter-Cytoband	ENSG00000147133	165
ENSG00000168283	ENSG00000136770	1	0.268745	564674	524	Inter-Cytoband	ENSG00000168283	350
ENSG00000173757	ENSG00000126561	1	0.256057	88379	699	Intra-Cytoband	ENSG00000173757	477
ENSG00000179583	ENSG00000242574	1	0.151688	NA	7807	Trans	ENSG00000179583	572
ENSG00000179583	ENSG00000223865	1	0.12842	NA	14960	Trans	ENSG00000179583	572
ENSG00000179583	ENSG00000204287	1	0.158968	NA	6496	Trans	ENSG00000179583	572
ENSG00000179583	ENSG00000204257	1	0.180008	NA	3839	Trans	ENSG00000179583	572
ENSG00000197122	ENSG00000101363	1	0.121224	55047	18534	Intra-Cytoband	ENSG00000197122	586
ENSG00000198911	ENSG00000130164	1	0.160728	NA	6214	Trans	ENSG00000198911	605
