ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
hsa04668	TNF signaling pathway	84	-0.46120575495319116	-1.6068851241639255	0.0034713909504429014	0.03366495664858309	0.02657759735414455	3034	tags=39%, list=23%, signal=30%	ENSG00000171608/ENSG00000168404/ENSG00000121879/ENSG00000232810/ENSG00000171223/ENSG00000128272/ENSG00000115604/ENSG00000162692/ENSG00000118503/ENSG00000185386/ENSG00000136848/ENSG00000184371/ENSG00000003402/ENSG00000028137/ENSG00000117020/ENSG00000197442/ENSG00000026103/ENSG00000172216/ENSG00000003400/ENSG00000108984/ENSG00000128342/ENSG00000107968/ENSG00000177606/ENSG00000184557/ENSG00000145675/ENSG00000146592/ENSG00000170345/ENSG00000078401/ENSG00000163739/ENSG00000006210/ENSG00000163734/ENSG00000081041/ENSG00000165197
hsa04010	MAPK signaling pathway	222	-0.3789710836664418	-1.4636751893423738	0.003606661716346664	0.03366495664858309	0.02657759735414455	2875	tags=34%, list=22%, signal=27%	ENSG00000232810/ENSG00000171777/ENSG00000166484/ENSG00000019991/ENSG00000072736/ENSG00000115904/ENSG00000198909/ENSG00000116717/ENSG00000090554/ENSG00000128272/ENSG00000085276/ENSG00000130522/ENSG00000109756/ENSG00000137486/ENSG00000113319/ENSG00000173511/ENSG00000112658/ENSG00000176697/ENSG00000081189/ENSG00000185386/ENSG00000142733/ENSG00000134259/ENSG00000243708/ENSG00000164086/ENSG00000184371/ENSG00000126458/ENSG00000128052/ENSG00000115594/ENSG00000117020/ENSG00000197442/ENSG00000077782/ENSG00000182389/ENSG00000026103/ENSG00000170458/ENSG00000196924/ENSG00000037280/ENSG00000070193/ENSG00000068831/ENSG00000091436/ENSG00000158050/ENSG00000153956/ENSG00000177189/ENSG00000197461/ENSG00000167244/ENSG00000108984/ENSG00000120156/ENSG00000170962/ENSG00000107968/ENSG00000133818/ENSG00000177606/ENSG00000142627/ENSG00000154229/ENSG00000136997/ENSG00000184349/ENSG00000139318/ENSG00000140285/ENSG00000102678/ENSG00000134853/ENSG00000123358/ENSG00000120129/ENSG00000185652/ENSG00000113578/ENSG00000116711/ENSG00000163513/ENSG00000158186/ENSG00000064300/ENSG00000170345/ENSG00000105976/ENSG00000101280/ENSG00000225950/ENSG00000146648/ENSG00000138685/ENSG00000148053/ENSG00000157404/ENSG00000165197
hsa04923	Regulation of lipolysis in adipocytes	30	-0.5892534355600669	-1.7296486718296664	0.003622178879910839	0.03366495664858309	0.02657759735414455	3034	tags=57%, list=23%, signal=43%	ENSG00000171608/ENSG00000121879/ENSG00000169047/ENSG00000138031/ENSG00000011198/ENSG00000176485/ENSG00000163485/ENSG00000117020/ENSG00000177666/ENSG00000173175/ENSG00000185950/ENSG00000129467/ENSG00000074416/ENSG00000145675/ENSG00000169252/ENSG00000169418/ENSG00000170323
hsa00830	Retinol metabolism	22	-0.6398314354715146	-1.7591290561343	0.004219409282700422	0.03809523809523809	0.03007518796992481	1868	tags=55%, list=14%, signal=47%	ENSG00000121039/ENSG00000042445/ENSG00000121207/ENSG00000197894/ENSG00000162496/ENSG00000172955/ENSG00000186684/ENSG00000003137/ENSG00000165092/ENSG00000138356/ENSG00000128918/ENSG00000248144
hsa03410	Base excision repair	30	0.5077324124390626	1.787974007035137	0.004603399433427762	0.040407617248977026	0.0319007504597187	3788	tags=53%, list=29%, signal=38%	ENSG00000109674/ENSG00000070501/ENSG00000100479/ENSG00000143799/ENSG00000005156/ENSG00000105486/ENSG00000132646/ENSG00000123415/ENSG00000168496/ENSG00000175482/ENSG00000073050/ENSG00000065057/ENSG00000177084/ENSG00000169188/ENSG00000103152/ENSG00000062822
hsa04914	Progesterone-mediated oocyte maturation	69	0.378747684174685	1.5971557132042735	0.004736842105263158	0.04045519203413941	0.03193830950063638	1955	tags=30%, list=15%, signal=26%	ENSG00000127564/ENSG00000158402/ENSG00000170312/ENSG00000087586/ENSG00000157456/ENSG00000166851/ENSG00000134057/ENSG00000145386/ENSG00000140443/ENSG00000164109/ENSG00000137449/ENSG00000117461/ENSG00000079616/ENSG00000133703/ENSG00000117676/ENSG00000156711/ENSG00000162104/ENSG00000147082/ENSG00000105647/ENSG00000072133/ENSG00000164045
hsa04964	Proximal tubule bicarbonate reclamation	16	-0.6779800598249578	-1.7368734061132978	0.005151515151515152	0.04174134416494796	0.03295369276180102	912	tags=31%, list=7%, signal=29%	ENSG00000129244/ENSG00000137731/ENSG00000240583/ENSG00000188338/ENSG00000167434
hsa05224	Breast cancer	101	-0.4354809942059488	-1.5521101976367109	0.0051516215899777545	0.04174134416494796	0.03295369276180102	2738	tags=41%, list=21%, signal=32%	ENSG00000157240/ENSG00000115904/ENSG00000116717/ENSG00000177283/ENSG00000111432/ENSG00000158955/ENSG00000128917/ENSG00000135925/ENSG00000111186/ENSG00000198719/ENSG00000164683/ENSG00000148400/ENSG00000184916/ENSG00000117020/ENSG00000077782/ENSG00000105810/ENSG00000037280/ENSG00000070193/ENSG00000148737/ENSG00000081059/ENSG00000204301/ENSG00000163251/ENSG00000152284/ENSG00000177606/ENSG00000148082/ENSG00000140009/ENSG00000136997/ENSG00000155760/ENSG00000145675/ENSG00000140285/ENSG00000102678/ENSG00000135547/ENSG00000174804/ENSG00000113578/ENSG00000085741/ENSG00000170345/ENSG00000115596/ENSG00000188763/ENSG00000146648/ENSG00000138685/ENSG00000157404
hsa04978	Mineral absorption	35	-0.562818795110449	-1.7037506038475996	0.005332968685901818	0.042130452618624366	0.033260883646282394	2320	tags=43%, list=18%, signal=35%	ENSG00000058668/ENSG00000071967/ENSG00000125144/ENSG00000125148/ENSG00000164647/ENSG00000169715/ENSG00000129244/ENSG00000205362/ENSG00000165125/ENSG00000137731/ENSG00000100170/ENSG00000119121/ENSG00000187193/ENSG00000157765/ENSG00000205364
hsa04740	Olfactory transduction	27	-0.5987815843800892	-1.7225497454950105	0.005482918599746942	0.04225859213463497	0.03336204642208024	3865	tags=70%, list=30%, signal=49%	ENSG00000148660/ENSG00000129007/ENSG00000138669/ENSG00000180785/ENSG00000115252/ENSG00000243896/ENSG00000198668/ENSG00000138031/ENSG00000047617/ENSG00000137486/ENSG00000145349/ENSG00000176533/ENSG00000140090/ENSG00000123360/ENSG00000100077/ENSG00000141404/ENSG00000104490/ENSG00000186642/ENSG00000154678
hsa05204	Chemical carcinogenesis	25	-0.600834351664696	-1.701482497459644	0.006383884238899134	0.048031129035526816	0.03791931239646854	1780	tags=36%, list=14%, signal=31%	ENSG00000213366/ENSG00000170899/ENSG00000175344/ENSG00000197894/ENSG00000008394/ENSG00000172955/ENSG00000084207/ENSG00000184254/ENSG00000248144
hsa00071	Fatty acid degradation	31	-0.566536316059162	-1.6730506279199255	0.0065386755703951025	0.048051662331275634	0.03793552289311235	3471	tags=58%, list=27%, signal=43%	ENSG00000161533/ENSG00000072210/ENSG00000117054/ENSG00000075239/ENSG00000164904/ENSG00000084754/ENSG00000072778/ENSG00000130377/ENSG00000113790/ENSG00000138796/ENSG00000122971/ENSG00000197894/ENSG00000172955/ENSG00000197142/ENSG00000167315/ENSG00000068366/ENSG00000111275/ENSG00000248144
hsa04713	Circadian entrainment	58	-0.4905342260949772	-1.6204874272875216	0.006798438876998615	0.048825151934808235	0.03854617258011177	2630	tags=38%, list=20%, signal=30%	ENSG00000138031/ENSG00000111664/ENSG00000049246/ENSG00000145349/ENSG00000132326/ENSG00000176533/ENSG00000101333/ENSG00000125675/ENSG00000164116/ENSG00000182621/ENSG00000173175/ENSG00000154229/ENSG00000129467/ENSG00000186469/ENSG00000108551/ENSG00000179094/ENSG00000127920/ENSG00000170345/ENSG00000078549/ENSG00000198838/ENSG00000273079/ENSG00000152578
