ensemblID	chr	start	end	band	symbol	isHK	isTF
ENSG00000134690	1	37692418	37709719	p34.3	CDCA8	0	0
ENSG00000134697	1	37566816	37595935	p34.3	GNL2	1	0
ENSG00000134717	1	52056125	52090716	p32.3	BTF3L4	0	0
ENSG00000134748	1	52404564	52420839	p32.3	PRPF38A	0	0
ENSG00000134758	18	32091855	32131561	q12.1	RNF138	0	0
ENSG00000134779	18	36777647	36829216	q12.2	TPGS2	0	0
ENSG00000134815	19	47349281	47382704	q13.32	DHX34	0	0
ENSG00000134817	11	57233577	57237314	q12.1	APLNR	0	0
ENSG00000134851	4	55395957	55453397	q12	TMEM165	0	0
ENSG00000134853	4	54229097	54298247	q12	PDGFRA	0	0
ENSG00000134882	13	99200774	99386434	q32.3	UBAC2	1	0
ENSG00000134884	13	106541673	106568164	q33.3	ARGLU1	0	0
ENSG00000134899	13	102807146	102876001	q33.1	ERCC5	1	0
ENSG00000134900	13	102597003	102679958	q33.1	TPP2	1	0
ENSG00000134901	13	102784281	102799007	q33.1	KDELC1	0	0
ENSG00000134905	13	110641412	110713603	q34	CARS2	1	0
ENSG00000134909	11	128965060	129279324	q24.3	ARHGAP32	0	0
ENSG00000134910	11	125591712	125625215	q24.2	STT3A	1	0
ENSG00000134970	5	115613508	115632992	q22.3	TMED7	1	0
ENSG00000134987	5	111091716	111130502	q22.1	WDR36	1	0
ENSG00000134996	9	75088543	75147265	q21.13	OSTF1	0	0
ENSG00000135077	5	157085832	157142869	q33.3	HAVCR2	0	0
ENSG00000135093	12	109023089	109088026	q24.11	USP30	0	0
ENSG00000135094	12	113392445	113426301	q24.13	SDS	0	0
ENSG00000135108	12	117141988	117190531	q24.22	FBXO21	0	0
ENSG00000135114	12	121019111	121039242	q24.31	OASL	0	0
ENSG00000135148	12	112125501	112153609	q24.13	TRAFD1	0	1
ENSG00000135164	7	87152361	87196337	q21.12	DMTF1	0	1
ENSG00000135211	7	77793728	77798580	q11.23	TMEM60	1	0
ENSG00000135241	7	108470422	108569666	q31.1	PNPLA8	1	0
ENSG00000135249	7	105532085	105567677	q22.3	RINT1	1	0
ENSG00000135250	7	105110704	105399308	q22.3	SRPK2	0	0
ENSG00000135297	6	73461578	73509236	q13	MTO1	1	0
ENSG00000135315	6	84124241	84227635	q14.3	CEP162	0	0
ENSG00000135316	6	85607785	85643792	q14.3	SYNCRIP	1	0
ENSG00000135317	6	85505496	85594156	q14.3	SNX14	0	0
ENSG00000135334	6	87675072	87702209	q15	AKIRIN2	1	0
ENSG00000135336	6	87590067	87667453	q15	ORC3	0	0
ENSG00000135341	6	90513573	90587045	q15	MAP3K7	1	0
ENSG00000135365	11	45929323	46121178	p11.2	PHF21A	0	1
ENSG00000135372	11	34105602	34147670	p13	NAT10	1	0
ENSG00000135387	11	34051683	34101156	p13	CAPRIN1	1	0
ENSG00000135390	12	53632726	53677408	q13.13	ATP5MC2	0	0
ENSG00000135392	12	55820960	55830824	q13.2	DNAJC14	1	0
ENSG00000135426	12	54948018	54984746	q13.2	TESPA1	0	0
ENSG00000135451	12	49323236	49331731	q13.12	TROAP	0	0
ENSG00000135476	12	53268299	53293643	q13.13	ESPL1	0	0
ENSG00000135521	6	143843344	143863812	q24.2	LTV1	1	0
ENSG00000135535	6	109366514	109382812	q21	CD164	1	0
ENSG00000135537	6	108294894	108526796	q21	AFG1L	0	0
ENSG00000135587	6	109440763	109443919	q21	SMPD2	0	0
ENSG00000135596	6	109444062	109465968	q21	MICAL1	0	0
ENSG00000135597	6	138903493	138988261	q24.1	REPS1	1	0
ENSG00000135605	4	48135783	48269864	p11	TEC	0	0
ENSG00000135624	2	73233420	73253021	p13.2	CCT7	1	0
ENSG00000135636	2	71453722	71686768	p13.2	DYSF	0	0
ENSG00000135686	16	84648525	84667686	q24.1	KLHL36	1	0
ENSG00000135720	16	66720893	66751798	q22.1	DYNC1LI2	0	0
ENSG00000135740	16	67237683	67272190	q22.1	SLC9A5	0	0
ENSG00000135763	1	229626234	229660199	q42.13	URB2	0	0
ENSG00000135775	1	230642489	230693982	q42.2	COG2	1	0
ENSG00000135776	1	229516582	229558695	q42.13	ABCB10	1	0
ENSG00000135801	1	229593111	229626047	q42.13	TAF5L	1	0
ENSG00000135837	1	179954738	180114880	q25.2	CEP350	0	0
ENSG00000135870	1	173931214	174022297	q25.1	RC3H1	0	0
ENSG00000135899	2	230167293	230225729	q37.1	SP110	0	1
ENSG00000135924	2	219279267	219286900	q35	DNAJB2	0	0
ENSG00000135940	2	97646040	97648383	q11.2	COX5B	1	0
ENSG00000135956	2	96248516	96265994	q11.2	TMEM127	1	0
ENSG00000135999	2	148644440	148787568	q23.1	EPC2	0	0
ENSG00000136021	12	100267140	100341724	q23.1	SCYL2	1	0
ENSG00000136045	12	107685732	107713167	q23.3	PWP1	1	0
ENSG00000136051	12	105107324	105169134	q23.3	WASHC4	0	0
ENSG00000136100	13	52412602	52450628	q14.3	VPS36	1	0
ENSG00000136104	13	50909678	51024120	q14.3	RNASEH2B	0	0
ENSG00000136122	13	72727749	72756198	q21.33	BORA	0	0
ENSG00000136143	13	47745736	48037968	q14.2	SUCLA2	1	0
ENSG00000136144	13	49531946	49585583	q14.2	RCBTB1	0	0
ENSG00000136146	13	48053323	48095131	q14.2	MED4	1	0
ENSG00000136147	13	49495610	49528987	q14.2	PHF11	0	0
ENSG00000136152	13	45464898	45536630	q14.13	COG3	1	0
ENSG00000136159	13	48037567	48047222	q14.2	NUDT15	1	0
ENSG00000136193	7	29920103	29990289	p14.3	SCRN1	0	0
ENSG00000136235	7	23235967	23275108	p15.3	GPNMB	0	0
ENSG00000136238	7	6374523	6403977	p22.1	RAC1	0	0
ENSG00000136240	7	6445953	6484242	p22.1	KDELR2	0	0
ENSG00000136243	7	23181827	23201011	p15.3	NUPL2	1	0
ENSG00000136261	7	16646131	16706523	p21.1	BZW2	0	0
ENSG00000136270	7	45100100	45112047	p13	TBRG4	1	0
ENSG00000136271	7	44565417	44575051	p13	DDX56	1	0
ENSG00000136279	7	44044640	44069456	p13	DBNL	0	0
ENSG00000136280	7	44999475	45076469	p13	CCM2	1	0
ENSG00000136319	14	20256558	20305994	q11.2	TTC5	0	0
ENSG00000136367	14	23520855	23556192	q11.2	ZFHX2	0	1
ENSG00000136381	15	78437431	78501456	q25.1	IREB2	1	0
ENSG00000136444	17	50478800	50485975	q21.33	RSAD1	1	0
ENSG00000136448	17	45051610	45109016	q21.31	NMT1	1	0
ENSG00000136463	17	63600872	63608365	q23.3	TACO1	1	0
ENSG00000136485	17	63550461	63594266	q23.3	DCAF7	1	0
ENSG00000136492	17	61681266	61863521	q23.2	BRIP1	0	0
ENSG00000136504	17	49788555	49835030	q21.33	KAT7	0	1
ENSG00000136518	3	179562880	179588408	q26.33	ACTL6A	0	0
ENSG00000136521	3	179604690	179627647	q26.33	NDUFB5	1	0
ENSG00000136522	3	179588285	179604654	q26.33	MRPL47	1	0
ENSG00000136628	1	219968601	220046658	q41	EPRS	1	0
ENSG00000136643	1	213051233	213274773	q32.3	RPS6KC1	0	0
ENSG00000136710	2	130338241	130342349	q21.1	CCDC115	0	0
ENSG00000136718	2	130342225	130347810	q21.1	IMP4	1	0
ENSG00000136738	10	17644125	17715914	p12.33	STAM	1	0
ENSG00000136754	10	26746593	26861087	p12.1	ABI1	1	0
ENSG00000136758	10	27110112	27155266	p12.1	YME1L1	1	0
ENSG00000136807	9	127785679	127790787	q34.11	CDK9	1	0
ENSG00000136811	9	128455186	128501292	q34.11	ODF2	0	0
ENSG00000136813	9	111360692	111484745	q31.3	ECPAS	0	0
ENSG00000136819	9	129827290	129835863	q34.11	C9orf78	1	0
ENSG00000136824	9	104094260	104141417	q31.1	SMC2	0	0
ENSG00000136827	9	129812944	129824134	q34.11	TOR1A	1	0
ENSG00000136861	9	120388869	120580170	q33.2	CDK5RAP2	0	0
ENSG00000136868	9	113221562	113264492	q32	SLC31A1	0	0
ENSG00000136870	9	101398873	101410660	q31.1	ZNF189	1	1
ENSG00000136874	9	99906633	99970341	q31.1	STX17	1	0
ENSG00000136875	9	113275343	113292905	q32	PRPF4	1	0
ENSG00000136877	9	127794597	127814327	q34.11	FPGS	1	0
ENSG00000136878	9	129834698	129881838	q34.11	USP20	0	0
ENSG00000136888	9	114587746	114598373	q32	ATP6V1G1	1	0
ENSG00000136891	9	100302077	100352939	q31.1	TEX10	0	0
ENSG00000136897	9	101387633	101398614	q31.1	MRPL50	1	0
ENSG00000136925	9	97600080	97633575	q22.33	TSTD2	1	0
ENSG00000136930	9	124353466	124415444	q33.3	PSMB7	1	0
ENSG00000136933	9	125200542	125234158	q33.3	RABEPK	1	0
ENSG00000136935	9	124878357	124948492	q33.3	GOLGA1	1	0
ENSG00000136937	9	97633626	97673748	q22.33	NCBP1	0	0
ENSG00000136938	9	97983361	98015943	q22.33	ANP32B	1	0
ENSG00000136940	9	122798389	122828631	q33.2	PDCL	0	0
ENSG00000136942	9	124857880	124861981	q33.3	RPL35	1	0
ENSG00000136950	9	124862130	124877733	q33.3	ARPC5L	1	0
ENSG00000136986	8	123013164	123042423	q24.13	DERL1	1	0
ENSG00000137038	9	7796490	7888380	p24.1	DMAC1	0	0
ENSG00000137040	9	6011043	6015625	p24.1	RANBP6	1	0
ENSG00000137055	9	26904083	26947463	p21.2	PLAA	1	0
ENSG00000137073	9	33921693	34048949	p13.3	UBAP2	0	0
ENSG00000137074	9	32972606	33025168	p21.1	APTX	1	0
ENSG00000137076	9	35696948	35732395	p13.3	TLN1	0	0
ENSG00000137078	9	35649295	35650950	p13.3	SIT1	0	0
ENSG00000137098	9	35808045	35812272	p13.3	SPAG8	0	0
ENSG00000137100	9	34613545	34620523	p13.3	DCTN3	1	0
ENSG00000137106	9	37422666	37436990	p13.2	GRHPR	1	0
ENSG00000137133	9	35812960	35815354	p13.3	HINT2	1	0
ENSG00000137145	9	19230435	19373545	p22.1	DENND4C	0	0
ENSG00000137161	6	42929192	42939287	p21.1	CNPY3	0	0
ENSG00000137171	6	43040777	43075099	p21.1	KLC4	1	0
ENSG00000137200	6	37433219	37482827	p21.2	CMTR1	0	0
ENSG00000137207	6	43511827	43516990	p21.1	YIPF3	1	0
ENSG00000137210	6	10747759	10852753	p24.2	TMEM14B	1	0
ENSG00000137216	6	44126914	44155519	p21.1	TMEM63B	1	0
ENSG00000137221	6	43477523	43506556	p21.1	TJAP1	1	0
ENSG00000137265	6	391739	411447	p25.3	IRF4	0	1
ENSG00000137274	6	3118374	3153578	p25.2	BPHL	0	0
ENSG00000137275	6	3063991	3115187	p25.2	RIPK1	1	0
ENSG00000137288	6	33694293	33711727	p21.31	UQCC2	0	0
ENSG00000137310	6	31158542	31167159	p21.33	TCF19	0	0
ENSG00000137364	6	18128311	18155074	p22.3	TPMT	0	0
ENSG00000137409	6	36968141	36986298	p21.2	MTCH1	1	0
ENSG00000137413	6	42050513	42087461	p21.1	TAF8	1	0
ENSG00000137414	6	17600355	17611719	p22.3	FAM8A1	1	0
ENSG00000137478	11	72836745	73142261	q13.4	FCHSD2	0	0
ENSG00000137491	11	75100563	75206549	q13.4	SLCO2B1	0	0
ENSG00000137492	11	76349956	76380971	q13.5	THAP12	0	1
ENSG00000137494	11	83193739	83260694	q14.1	ANKRD42	0	0
ENSG00000137500	11	83259097	83286407	q14.1	CCDC90B	0	0
ENSG00000137502	11	82973133	83071923	q14.1	RAB30	0	0
ENSG00000137504	11	85659708	85682908	q14.1	CREBZF	1	1
ENSG00000137509	11	82823502	82970584	q14.1	PRCP	0	0
ENSG00000137513	11	78435961	78574874	q14.1	NARS2	1	0
ENSG00000137522	11	71928701	71997597	q13.4	RNF121	1	0
ENSG00000137547	8	54135210	54147901	q11.23	MRPL15	1	0
ENSG00000137563	8	63015079	63039171	q12.3	GGH	0	0
ENSG00000137574	8	55773142	55825448	q12.1	TGS1	0	0
ENSG00000137601	4	169392857	169612629	q33	NEK1	0	0
ENSG00000137628	4	168216293	168318807	q32.3	DDX60	0	0
ENSG00000137656	11	116748170	116772988	q23.3	BUD13	0	0
ENSG00000137692	11	103062076	103092215	q22.3	DCUN1D5	1	0
ENSG00000137693	11	102110461	102233423	q22.1	YAP1	0	0
ENSG00000137700	11	119024114	119030906	q23.3	SLC37A4	0	0
ENSG00000137713	11	111726908	111766427	q23.1	PPP2R1B	0	0
ENSG00000137720	11	111878935	111885975	q23.1	C11orf1	1	0
ENSG00000137760	11	107502726	107565746	q22.3	ALKBH8	0	0
ENSG00000137764	15	67542709	67807123	q23	MAP2K5	1	0
ENSG00000137770	15	44427234	44529038	q15.3	CTDSPL2	0	0
ENSG00000137776	15	58879045	58933653	q22.1	SLTM	1	0
ENSG00000137802	15	41774434	41827855	q15.1	MAPKBP1	0	0
ENSG00000137804	15	41332694	41381050	q15.1	NUSAP1	0	0
ENSG00000137806	15	41387349	41402519	q15.1	NDUFAF1	0	0
ENSG00000137807	15	69414246	69448427	q23	KIF23	0	0
ENSG00000137809	15	68296533	68432162	q23	ITGA11	0	0
ENSG00000137812	15	40594020	40664342	q15.1	KNL1	0	0
ENSG00000137814	15	42548810	42569994	q15.2	HAUS2	0	0
ENSG00000137815	15	41408408	41483563	q15.1	RTF1	0	0
ENSG00000137821	15	70853239	71053657	q23	LRRC49	0	0
ENSG00000137822	15	43369221	43409771	q15.3	TUBGCP4	1	0
ENSG00000137824	15	40735884	40755851	q15.1	RMDN3	1	0
ENSG00000137845	15	58588807	58749978	q21.3	ADAM10	0	0
ENSG00000137868	15	74179466	74212267	q24.1	STRA6	0	0
ENSG00000137876	15	55180806	55197067	q21.3	RSL24D1	0	0
ENSG00000137942	1	93448131	93554661	p22.1	FNBP1L	0	0
ENSG00000137947	1	88852932	88891944	p22.2	GTF2B	1	1
ENSG00000137955	1	75786197	75795079	p31.1	RABGGTB	1	0
ENSG00000137965	1	78649796	78664078	p31.1	IFI44	0	0
ENSG00000137992	1	100186919	100249834	p21.2	DBT	1	0
ENSG00000137996	1	100266207	100292769	p21.2	RTCA	1	0
ENSG00000138029	2	26243170	26290468	p23.3	HADHB	0	0
ENSG00000138085	2	27212027	27217178	p23.3	ATRAID	1	0
ENSG00000138107	10	102461881	102502711	q24.32	ACTR1A	1	0
ENSG00000138138	10	87751512	87841343	q23.31	ATAD1	1	0
ENSG00000138160	10	92593286	92655395	q23.33	KIF11	0	0
ENSG00000138162	10	121989174	122254545	q26.13	TACC2	0	0
ENSG00000138175	10	102673731	102714407	q24.32	ARL3	0	0
ENSG00000138182	10	89701610	89774939	q23.31	KIF20B	0	0
ENSG00000138231	3	138161012	138174949	q22.3	DBR1	0	0
ENSG00000138246	3	132417526	132539032	q22.1	DNAJC13	0	0
ENSG00000138279	10	73375101	73414076	q22.2	ANXA7	1	0
ENSG00000138286	10	73168166	73244504	q22.2	FAM149B1	1	0
ENSG00000138326	10	78033732	78056813	q22.3	RPS24	1	0
ENSG00000138363	2	215311817	215349773	q35	ATIC	1	0
ENSG00000138381	2	189661385	189670831	q32.2	ASNSD1	1	0
ENSG00000138385	2	169791933	169812064	q31.1	SSB	1	0
ENSG00000138398	2	169584340	169641406	q31.1	PPIG	1	0
ENSG00000138411	2	196189099	196593692	q32.3	HECW2	0	0
ENSG00000138433	2	174348022	174395715	q31.1	CIR1	1	0
ENSG00000138442	2	202874782	203014798	q33.2	WDR12	1	0
ENSG00000138449	2	189560579	189583758	q32.2	SLC40A1	0	0
ENSG00000138495	3	119654513	119677454	q13.33	COX17	0	0
ENSG00000138592	15	50424380	50514419	q21.2	USP8	1	0
ENSG00000138593	15	48988476	49046563	q21.1	SECISBP2L	0	0
ENSG00000138594	15	51829628	51947295	q21.2	TMOD3	0	0
ENSG00000138600	15	50702266	50765808	q21.2	SPPL2A	0	0
ENSG00000138614	15	65578753	65611289	q22.31	INTS14	0	0
ENSG00000138617	15	65234460	65300618	q22.31	PARP16	0	0
ENSG00000138621	15	75023555	75117462	q24.2	PPCDC	0	0
ENSG00000138629	15	74445977	74461182	q24.1	UBL7	1	0
ENSG00000138646	4	88457117	88506163	q22.1	HERC5	0	0
ENSG00000138663	4	83034447	83075818	q21.22	COPS4	1	0
ENSG00000138688	4	122152333	122362758	q27	KIAA1109	0	0
ENSG00000138722	4	89879532	89954629	q22.1	MMRN1	0	0
ENSG00000138750	4	76114659	76148515	q21.1	NUP54	1	0
ENSG00000138757	4	75642782	75724525	q21.1	G3BP2	0	0
ENSG00000138768	4	75724593	75814286	q21.1	USO1	0	0
ENSG00000138778	4	103105806	103198409	q24	CENPE	0	0
ENSG00000138785	4	105682627	105895986	q24	INTS12	1	0
ENSG00000138802	4	109433772	109540896	q25	SEC24B	1	0
ENSG00000138867	22	24540423	24555935	q11.23	GUCD1	0	0
ENSG00000138942	22	31160183	31207019	q12.2	RNF185	1	0
ENSG00000139131	12	32727490	32755902	p11.21	YARS2	1	0
ENSG00000139154	12	19404045	19720801	p12.3	AEBP2	0	1
ENSG00000139163	12	22625075	22690665	p12.1	ETNK1	0	0
ENSG00000139168	12	42312078	42326118	q12	ZCRB1	1	0
ENSG00000139180	12	4649095	4694317	p13.32	NDUFA9	1	0
ENSG00000139193	12	6444867	6451718	p13.31	CD27	0	0
ENSG00000139194	12	7123684	7128942	p13.31	RBP5	0	0
ENSG00000139197	12	7188685	7218574	p13.31	PEX5	1	0
ENSG00000139233	12	66116555	66130768	q14.3	LLPH	0	0
ENSG00000139329	12	91102629	91111831	q21.33	LUM	0	0
ENSG00000139343	12	95858928	95903828	q23.1	SNRPF	0	0
ENSG00000139344	12	95943293	95968716	q23.1	AMDHD1	0	0
ENSG00000139350	12	96907223	96953777	q23.1	NEDD1	0	0
ENSG00000139351	12	101728648	101739472	q23.2	SYCP3	0	0
ENSG00000139370	12	128793191	128823983	q24.33	SLC15A4	1	0
ENSG00000139372	12	103965804	103988874	q23.3	TDG	0	0
ENSG00000139405	12	113185526	113192368	q24.13	RITA1	0	0
ENSG00000139410	12	113422237	113438276	q24.13	SDSL	0	0
ENSG00000139428	12	109553737	109573874	q24.11	MMAB	0	0
ENSG00000139436	12	109929792	109996389	q24.11	GIT2	0	0
ENSG00000139496	13	25301524	25349800	q12.13	NUP58	0	0
ENSG00000139505	13	25246201	25288009	q12.13	MTMR6	1	0
ENSG00000139517	13	27545911	27620404	q12.2	LNX2	1	0
ENSG00000139531	12	55997180	56006641	q13.2	SUOX	0	0
ENSG00000139546	12	53500921	53506431	q13.13	TARBP2	0	0
ENSG00000139572	12	54362445	54364487	q13.13	GPR84	0	0
ENSG00000139637	12	53299686	53307177	q13.13	C12orf10	1	0
ENSG00000139645	12	56237807	56258391	q13.3	ANKRD52	0	0
ENSG00000139651	12	53180700	53195141	q13.13	ZNF740	1	1
ENSG00000139668	13	51584455	51767707	q14.3	WDFY2	0	0
ENSG00000139684	13	46771256	46797232	q14.2	ESD	1	0
ENSG00000139687	13	48303726	48599436	q14.2	RB1	0	0
ENSG00000139697	12	123289109	123364843	q24.31	SBNO1	0	0
ENSG00000139718	12	121804180	121832584	q24.31	SETD1B	0	0
ENSG00000139722	12	122865328	122896444	q24.31	VPS37B	0	0
ENSG00000139726	12	122752774	122771064	q24.31	DENR	1	0
ENSG00000139734	13	59665583	60163987	q21.2	DIAPH3	0	0
ENSG00000139746	13	79311824	79406477	q31.1	RBM26	0	0
ENSG00000139826	13	108218379	108234255	q33.3	ABHD13	1	0
ENSG00000139835	13	113324164	113364148	q34	GRTP1	0	0
ENSG00000139842	13	113208193	113267108	q34	CUL4A	1	0
ENSG00000139865	14	37595847	38041442	q21.1	TTC6	0	0
ENSG00000139921	14	51240162	51257546	q22.1	TMX1	1	0
ENSG00000139974	14	60981114	61083733	q23.1	SLC38A6	0	0
ENSG00000139977	14	57390544	57415917	q22.3	NAA30	0	0
ENSG00000139990	14	69050881	69153150	q24.1	DCAF5	1	0
ENSG00000140006	14	63597039	63641861	q23.2	WDR89	1	0
ENSG00000140104	14	104985775	105010482	q32.33	CLBA1	0	0
ENSG00000140153	14	102139503	102224847	q32.31	WDR20	1	0
ENSG00000140157	15	22838641	22868384	q11.2	NIPA2	1	0
ENSG00000140254	15	45117367	45129938	q21.1	DUOXA1	0	0
ENSG00000140259	15	43804492	43824802	q15.3	MFAP1	1	0
ENSG00000140262	15	56918623	57299281	q21.3	TCF12	1	1
ENSG00000140264	15	43777087	43802589	q15.3	SERF2	1	0
ENSG00000140265	15	43358172	43371025	q15.3	ZSCAN29	1	1
ENSG00000140279	15	45092650	45114344	q21.1	DUOX2	0	0
ENSG00000140280	15	51723011	51751585	q21.2	LYSMD2	0	0
ENSG00000140307	15	59638062	59657541	q22.2	GTF2A2	0	0
ENSG00000140319	15	40035739	40039188	q15.1	SRP14	1	0
ENSG00000140320	15	40439721	40468242	q15.1	BAHD1	1	0
ENSG00000140326	15	42723544	42737128	q15.2	CDAN1	0	0
ENSG00000140350	15	68778535	68820897	q23	ANP32A	1	0
ENSG00000140365	15	75335891	75343224	q24.2	COMMD4	0	0
ENSG00000140382	15	77420412	77485607	q24.3	HMG20A	1	1
ENSG00000140386	15	76347904	76905444	q24.3	SCAPER	0	0
ENSG00000140395	15	78277835	78299794	q25.1	WDR61	1	0
ENSG00000140396	8	70109762	70403805	q13.3	NCOA2	0	1
ENSG00000140406	15	81000944	81005788	q25.1	TLNRD1	0	0
ENSG00000140455	15	63504511	63594640	q22.31	USP3	0	0
ENSG00000140463	15	72686179	72738476	q24.1	BBS4	1	0
ENSG00000140497	15	74843730	74873365	q24.1	SCAMP2	1	0
ENSG00000140598	15	82130230	82262763	q25.2	EFL1	0	0
ENSG00000140612	15	84669538	84716716	q25.3	SEC11A	1	0
ENSG00000140632	16	4803203	4847342	p13.3	GLYR1	1	1
ENSG00000140650	16	8788823	8849331	p13.2	PMM2	0	0
ENSG00000140678	16	31355134	31382997	p11.2	ITGAX	0	0
ENSG00000140688	16	31489471	31509309	p11.2	C16orf58	0	0
ENSG00000140691	16	31458080	31467166	p11.2	ARMC5	1	0
ENSG00000140694	16	14435701	14632728	p13.12	PARN	1	0
ENSG00000140740	16	21952660	21983660	p12.2	UQCRC2	1	0
ENSG00000140749	16	21639537	21652660	p12.2	IGSF6	0	0
ENSG00000140829	16	72093562	72112912	q22.2	DHX38	1	0
ENSG00000140830	16	72044289	72094431	q22.2	TXNL4B	1	0
ENSG00000140832	16	71626161	71642114	q22.2	MARVELD3	0	0
ENSG00000140854	16	57735730	57757250	q21	KATNB1	0	0
ENSG00000140941	16	87383995	87404779	q24.2	MAP1LC3B	0	0
ENSG00000140943	16	84053761	84116906	q24.1	MBTPS1	1	0
ENSG00000140948	16	87406246	87492045	q24.2	ZCCHC14	0	0
ENSG00000140968	16	85898803	85922609	q24.1	IRF8	0	1
ENSG00000140983	16	668086	674174	p13.3	RHOT2	1	0
ENSG00000140988	16	1962052	1964860	p13.3	RPS2	0	0
ENSG00000140990	16	1959508	1961975	p13.3	NDUFB10	1	0
ENSG00000140992	16	2537964	2603188	p13.3	PDPK1	0	0
ENSG00000140995	16	89947925	89968060	q24.3	DEF8	1	0
ENSG00000141002	16	89873570	89913627	q24.3	TCF25	1	0
ENSG00000141013	16	90019629	90044975	q24.3	GAS8	0	0
ENSG00000141026	17	17476986	17493226	p11.2	MED9	0	0
ENSG00000141027	17	16029157	16218185	p11.2	NCOR1	1	0
ENSG00000141030	17	17246820	17281293	p11.2	COPS3	1	0
ENSG00000141034	17	18039292	18068404	p11.2	GID4	0	0
ENSG00000141040	17	16551387	16569206	p11.2	ZNF287	0	1
ENSG00000141076	16	69131291	69231130	q22.1	UTP4	0	0
ENSG00000141084	16	67723066	67806652	q22.1	RANBP10	0	0
ENSG00000141098	16	67674531	67719421	q22.1	GFOD2	1	0
ENSG00000141101	16	69741867	69754940	q22.1	NOB1	1	0
ENSG00000141127	17	18840085	18931287	p11.2	PRPSAP2	0	0
ENSG00000141198	17	54899387	54961956	q22	TOM1L1	0	0
ENSG00000141219	17	73232233	73248947	q25.1	C17orf80	0	0
ENSG00000141252	17	508668	721717	p13.3	VPS53	1	0
ENSG00000141258	17	2337498	2381058	p13.3	SGSM2	0	1
ENSG00000141293	17	48133440	48430275	q21.32	SKAP1	0	0
ENSG00000141337	17	68259182	68422731	q24.2	ARSG	0	0
ENSG00000141349	17	44070735	44076344	q21.31	G6PC3	0	0
ENSG00000141367	17	59619689	59696956	q23.1	CLTC	1	0
ENSG00000141378	17	59674636	59707626	q23.1	PTRH2	1	0
ENSG00000141380	18	26016253	26091217	q11.2	SS18	0	0
ENSG00000141385	18	12328944	12377314	p11.21	AFG3L2	0	0
ENSG00000141424	18	36108532	36129385	q12.2	SLC39A6	0	0
ENSG00000141425	18	35984387	36067576	q12.2	RPRD1A	0	0
ENSG00000141428	18	35972083	35979286	q12.2	C18orf21	1	0
ENSG00000141446	18	21529281	21600884	q11.2	ESCO1	0	0
ENSG00000141452	18	23503470	23531807	q11.2	RMC1	0	0
ENSG00000141456	17	4669774	4704337	p13.2	PELP1	1	0
ENSG00000141458	18	23506184	23586898	q11.2	NPC1	1	0
ENSG00000141480	17	4710489	4721499	p13.2	ARRB2	0	0
ENSG00000141499	17	7686071	7703502	p13.1	WRAP53	1	0
ENSG00000141503	17	4833388	4898061	p13.2	MINK1	0	0
ENSG00000141504	17	7626234	7627876	p13.1	SAT2	1	0
ENSG00000141510	17	7661779	7687550	p13.1	TP53	0	1
ENSG00000141522	17	81867721	81871406	q25.3	ARHGDIA	1	0
ENSG00000141551	17	82239023	82273731	q25.3	CSNK1D	1	0
ENSG00000141552	17	81890790	81900991	q25.3	ANAPC11	1	0
ENSG00000141556	17	82752064	82945922	q25.3	TBCD	1	0
ENSG00000141560	17	82716683	82730328	q25.3	FN3KRP	0	0
ENSG00000141562	17	82458180	82490537	q25.3	NARF	1	0
ENSG00000141564	17	80544819	80966371	q25.3	RPTOR	0	0
ENSG00000141568	17	82519713	82644662	q25.3	FOXK2	1	1
ENSG00000141580	17	82614562	82648553	q25.3	WDR45B	1	0
ENSG00000141582	17	79833156	79839429	q25.3	CBX4	0	0
ENSG00000141627	18	49041474	49461347	q21.1	DYM	1	0
ENSG00000141642	18	50967991	50988121	q21.2	ELAC1	0	0
ENSG00000141644	18	50266882	50281774	q21.1	MBD1	1	1
ENSG00000141646	18	51028394	51085045	q21.2	SMAD4	1	1
ENSG00000141664	18	62523007	62587709	q21.33	ZCCHC2	0	0
ENSG00000141665	18	74073353	74147865	q22.3	FBXO15	0	0
ENSG00000141699	17	42579513	42610623	q21.2	RETREG3	0	0
ENSG00000141736	17	39687914	39730426	q12	ERBB2	0	0
ENSG00000141738	17	39737927	39747291	q12	GRB7	0	0
ENSG00000141741	17	39728496	39730787	q12	MIEN1	1	0
ENSG00000141756	17	41812680	41823217	q21.2	FKBP10	0	0
ENSG00000141759	18	79970811	80033949	q23	TXNL4A	1	0
ENSG00000141867	19	15235519	15332545	p13.12	BRD4	1	0
ENSG00000141873	19	2732204	2740152	p13.3	SLC39A3	1	0
ENSG00000141905	19	3314403	3469217	p13.3	NFIC	0	1
ENSG00000141933	19	507497	519654	p13.3	TPGS1	1	0
ENSG00000141985	19	4360370	4400547	p13.3	SH3GL1	0	0
ENSG00000142039	19	41310189	41324883	q13.2	CCDC97	0	0
ENSG00000142065	19	36334453	36379199	q13.12	ZFP14	0	1
ENSG00000142082	11	215458	236931	p15.5	SIRT3	1	0
ENSG00000142156	21	45981737	46005050	q22.3	COL6A1	0	0
ENSG00000142173	21	46098097	46132849	q22.3	COL6A2	0	0
ENSG00000142186	11	65525077	65538704	q13.1	SCYL1	1	0
ENSG00000142230	19	47113274	47210636	q13.32	SAE1	1	0
ENSG00000142252	19	45079195	45091524	q13.32	GEMIN7	1	0
