ensemblID	chr	start	end	band	symbol	isHK	isTF	community
ENSG00000141458	18	23506184	23586898	q11.2	NPC1	1	0	326
ENSG00000141510	17	7661779	7687550	p13.1	TP53	0	1	60
ENSG00000141522	17	81867721	81871406	q25.3	ARHGDIA	1	0	5
ENSG00000141524	17	78110458	78132407	q25.3	TMC6	0	0	19
ENSG00000141552	17	81890790	81900991	q25.3	ANAPC11	1	0	60
ENSG00000141564	17	80544819	80966371	q25.3	RPTOR	0	0	218
ENSG00000141570	17	79792132	79801683	q25.3	CBX8	0	0	32
ENSG00000141580	17	82614562	82648553	q25.3	WDR45B	1	0	60
ENSG00000141582	17	79833156	79839429	q25.3	CBX4	0	0	32
ENSG00000141644	18	50266882	50281774	q21.1	MBD1	1	1	268
ENSG00000141699	17	42579513	42610623	q21.2	RETREG3	0	0	218
ENSG00000141738	17	39737927	39747291	q12	GRB7	0	0	326
ENSG00000141750	17	39210536	39225872	q12	STAC2	0	0	326
ENSG00000141753	17	40443461	40457731	q21.2	IGFBP4	0	0	163
ENSG00000141756	17	41812680	41823217	q21.2	FKBP10	0	0	19
ENSG00000141854	19	14072536	14075062	p13.12	MISP3	0	0	218
ENSG00000141933	19	507497	519654	p13.3	TPGS1	1	0	298
ENSG00000142039	19	41310189	41324883	q13.2	CCDC97	0	0	330
ENSG00000142065	19	36334453	36379199	q13.12	ZFP14	0	1	25
ENSG00000142166	21	33324477	33359862	q22.11	IFNAR1	1	0	151
ENSG00000142173	21	46098097	46132849	q22.3	COL6A2	0	0	19
ENSG00000142186	11	65525077	65538704	q13.1	SCYL1	1	0	326
ENSG00000142227	19	48321509	48330553	q13.33	EMP3	0	0	19
ENSG00000142273	19	44777869	44800652	q13.32	CBLC	0	0	326
ENSG00000142303	19	8580242	8610735	p13.2	ADAMTS10	0	0	19
ENSG00000142327	2	240565804	240581372	q37.3	RNPEPL1	0	0	60
ENSG00000142453	19	10871513	10923070	p13.2	CARM1	0	0	19
ENSG00000142459	19	7830233	7864976	p13.2	EVI5L	0	0	268
ENSG00000142507	17	4796144	4798503	p13.2	PSMB6	1	0	326
ENSG00000142512	19	51410021	51417803	q13.41	SIGLEC10	0	0	340
ENSG00000142528	19	50025714	50053414	q13.33	ZNF473	0	1	326
ENSG00000142534	19	49496365	49499689	q13.33	RPS11	0	0	69
ENSG00000142541	19	49487554	49492308	q13.33	RPL13A	0	0	69
ENSG00000142552	19	49527618	49546962	q13.33	RCN3	0	0	19
ENSG00000142556	19	52012765	52030240	q13.41	ZNF614	0	1	218
ENSG00000142657	1	10398592	10420144	p36.22	PGD	0	0	60
ENSG00000142675	1	26177403	26189886	p36.11	CNKSR1	0	0	326
ENSG00000142784	1	27234516	27308633	p36.11	WDTC1	1	0	110
ENSG00000142798	1	21822245	21937297	p36.12	HSPG2	0	0	60
ENSG00000142864	1	67407810	67430415	p31.3	SERBP1	1	0	202
ENSG00000142867	1	85265776	85276904	p22.3	BCL10	0	0	218
ENSG00000142871	1	85580761	85583962	p22.3	CYR61	0	0	218
ENSG00000142875	1	84078062	84238498	p31.1	PRKACB	0	0	326
ENSG00000142910	1	31576485	31587686	p35.2	TINAGL1	0	0	326
ENSG00000142945	1	44739818	44767767	p34.1	KIF2C	0	0	318
ENSG00000142949	1	43525187	43623666	p34.2	PTPRF	0	0	326
ENSG00000142961	1	46607715	46616891	p33	MOB3C	0	0	25
ENSG00000143079	1	112396181	112463456	p13.2	CTTNBP2NL	0	0	218
ENSG00000143119	1	110871188	110899928	p13.3	CD53	0	0	340
ENSG00000143126	1	109250019	109275750	p13.3	CELSR2	0	0	326
ENSG00000143157	1	166839447	166856344	q24.1	POGK	0	1	326
ENSG00000143198	1	165630861	165661796	q24.1	MGST3	1	0	60
ENSG00000143217	1	161070995	161089599	q23.3	NECTIN4	0	0	326
ENSG00000143228	1	163266576	163355764	q23.3	NUF2	0	0	318
ENSG00000143252	1	161314257	161375340	q23.3	SDHC	1	0	60
ENSG00000143258	1	161159450	161165723	q23.3	USP21	0	0	25
ENSG00000143319	1	156721891	156728799	q23.1	ISG20L2	0	0	25
ENSG00000143321	1	156742107	156766925	q23.1	HDGF	1	0	45
ENSG00000143322	1	179099327	179229684	q25.2	ABL2	0	0	25
ENSG00000143333	1	182598623	182604408	q25.3	RGS16	0	0	218
ENSG00000143337	1	179882042	179925000	q25.2	TOR1AIP1	0	0	115
ENSG00000143341	1	185734551	186190949	q25.3	HMCN1	0	0	19
ENSG00000143368	1	149923317	149928344	q21.2	SF3B4	1	0	116
ENSG00000143369	1	150508062	150513789	q21.2	ECM1	0	0	19
ENSG00000143375	1	151510510	151538692	q21.3	CGN	0	0	326
ENSG00000143382	1	150549369	150560937	q21.2	ADAMTSL4	0	0	19
ENSG00000143384	1	150574551	150579738	q21.2	MCL1	0	0	25
ENSG00000143387	1	150796208	150808323	q21.3	CTSK	0	0	19
ENSG00000143390	1	151340640	151347357	q21.3	RFX5	0	1	117
ENSG00000143401	1	150218417	150236156	q21.2	ANP32E	1	0	19
ENSG00000143409	1	150996086	151008375	q21.3	MINDY1	0	0	298
ENSG00000143418	1	150960583	150975004	q21.3	CERS2	1	0	268
ENSG00000143437	1	150809705	150876768	q21.3	ARNT	1	1	268
ENSG00000143476	1	212035553	212107400	q32.3	DTL	0	0	318
ENSG00000143479	1	206635536	206684419	q32.1	DYRK3	0	0	25
ENSG00000143493	1	211940399	212035542	q32.3	INTS7	0	0	268
ENSG00000143494	1	212950520	212992037	q32.3	VASH2	0	0	19
ENSG00000143507	1	221701424	221742176	q41	DUSP10	0	0	25
ENSG00000143514	1	223779899	223845972	q41	TP53BP2	0	0	326
ENSG00000143515	1	154325553	154351307	q21.3	ATP8B2	0	0	19
ENSG00000143537	1	155050566	155062775	q21.3	ADAM15	0	0	243
ENSG00000143545	1	153981617	153986358	q21.3	RAB13	0	0	45
ENSG00000143549	1	154155304	154194648	q21.3	TPM3	0	0	25
ENSG00000143553	1	153658654	153661830	q21.3	SNAPIN	1	0	25
ENSG00000143575	1	154272511	154275875	q21.3	HAX1	1	0	60
ENSG00000143590	1	155078872	155087538	q21.3	EFNA3	0	0	326
ENSG00000143612	1	154206696	154220637	q21.3	C1orf43	1	0	151
ENSG00000143624	1	153728067	153774808	q21.3	INTS3	1	0	118
ENSG00000143653	1	246724047	246768137	q44	SCCPDH	0	0	19
ENSG00000143669	1	235661041	235883640	q42.3	LYST	0	0	60
ENSG00000143674	1	233327768	233385148	q42.2	MAP3K21	0	0	19
ENSG00000143727	2	264140	278283	p25.3	ACP1	1	0	218
ENSG00000143742	1	225777813	225790466	q42.12	SRP9	1	0	267
ENSG00000143751	1	225982702	225999331	q42.12	SDE2	1	0	25
ENSG00000143753	1	224175756	224193441	q42.11	DEGS1	1	0	268
ENSG00000143772	1	226631690	226739323	q42.12	ITPKB	0	0	218
ENSG00000143774	1	228139962	228148984	q42.13	GUK1	1	0	119
ENSG00000143776	1	226989865	227318474	q42.13	CDC42BPA	0	0	330
ENSG00000143786	1	224434660	224740549	q42.12	CNIH3	0	0	19
ENSG00000143858	1	202590596	202710417	q32.1	SYT2	0	0	25
ENSG00000143862	1	202133404	202144743	q32.1	ARL8A	1	0	45
ENSG00000143867	2	19351485	19358653	p24.1	OSR1	0	1	32
ENSG00000143878	2	20447074	20449445	p24.1	RHOB	1	0	32
ENSG00000143889	2	38561978	38603586	p22.1	HNRNPLL	0	0	25
ENSG00000143924	2	42169350	42332548	p21	EML4	0	0	202
ENSG00000143951	2	63121383	63827843	p15	WDPCP	0	0	268
ENSG00000143995	2	66433452	66573869	p14	MEIS1	0	1	120
ENSG00000144036	2	72175984	72826041	p13.2	EXOC6B	0	0	60
ENSG00000144152	2	112138385	112188216	q13	FBLN7	0	0	243
ENSG00000144224	2	135741619	135785055	q21.3	UBXN4	1	0	218
ENSG00000144231	2	127843551	127858157	q14.3	POLR2D	1	0	298
ENSG00000144233	2	127861630	127885922	q14.3	AMMECR1L	0	0	25
ENSG00000144331	2	179441982	179861505	q31.3	ZNF385B	0	1	121
ENSG00000144357	2	169827458	170084131	q31.1	UBR3	0	0	268
ENSG00000144366	2	188291669	188595931	q32.1	GULP1	0	0	163
ENSG00000144381	2	197486581	197516737	q33.1	HSPD1	0	0	25
ENSG00000144426	2	203014879	203226378	q33.2	NBEAL1	0	0	330
ENSG00000144451	2	213284379	214410501	q34	SPAG16	0	0	19
ENSG00000144468	2	226835581	226999215	q36.3	RHBDD1	1	0	60
ENSG00000144476	2	236567787	236582358	q37.3	ACKR3	0	0	19
ENSG00000144566	3	19947079	19985175	p24.3	RAB5A	1	0	127
ENSG00000144567	2	219176225	219185479	q35	RETREG2	0	0	218
ENSG00000144645	3	31657890	32077580	p22.3	OSBPL10	0	0	114
ENSG00000144647	3	43079232	43106076	p22.1	POMGNT2	0	0	122
ENSG00000144648	3	42804752	42887974	p22.1	ACKR2	0	0	116
ENSG00000144649	3	42979267	43060211	p22.1	FAM198A	0	0	268
ENSG00000144655	3	39141855	39154562	p22.2	CSRNP1	0	1	25
ENSG00000144674	3	37243177	37366751	p22.2	GOLGA4	0	0	60
ENSG00000144677	3	37861960	37984469	p22.2	CTDSPL	0	0	326
ENSG00000144711	3	12897220	13283281	p25.1	IQSEC1	0	0	60
ENSG00000144724	3	61561569	62297613	p14.2	PTPRG	0	0	60
ENSG00000144730	3	57089982	57170306	p14.3	IL17RD	0	0	268
ENSG00000144736	3	72749277	72861914	p13	SHQ1	0	0	330
ENSG00000144744	3	69054730	69080408	p14.1	UBA3	1	0	326
ENSG00000144802	3	101827991	101861022	q12.3	NFKBIZ	0	0	218
ENSG00000144840	3	120686681	120742993	q13.33	RABL3	0	0	268
ENSG00000144857	3	113211003	113287459	q13.2	BOC	0	0	151
ENSG00000145016	3	197671393	197749727	q29	RUBCN	0	0	218
ENSG00000145022	3	49412206	49416475	p21.31	TCTA	0	0	202
ENSG00000145041	3	51395867	51500002	p21.2	DCAF1	0	0	116
ENSG00000145103	3	121987323	122022258	q13.33	ILDR1	0	0	326
ENSG00000145147	4	20253260	20620561	p15.31	SLIT2	0	0	19
ENSG00000145365	4	112274542	112285903	q25	TIFA	0	0	25
ENSG00000145386	4	121816444	121823933	q27	CCNA2	0	0	318
ENSG00000145390	4	119212587	119295517	q26	USP53	0	0	218
ENSG00000145391	4	139495941	139606699	q31.1	SETD7	1	0	46
ENSG00000145423	4	153780592	153789120	q31.3	SFRP2	0	0	19
ENSG00000145431	4	156760454	156971394	q32.1	PDGFC	1	0	326
ENSG00000145494	5	1801400	1816605	p15.33	NDUFS6	1	0	45
ENSG00000145592	5	40825262	40835335	p13.1	RPL37	0	0	123
ENSG00000145604	5	36151989	36184319	p13.2	SKP2	0	0	25
ENSG00000145623	5	38845858	38945596	p13.1	OSMR	0	0	124
ENSG00000145632	5	58453982	58460260	q11.2	PLK2	0	0	32
ENSG00000145685	5	78485215	78770021	q14.1	LHFPL2	0	0	326
ENSG00000145703	5	76403249	76708132	q13.3	IQGAP2	0	0	110
ENSG00000145730	5	102753981	103031105	q21.1	PAM	0	0	19
ENSG00000145740	5	69093646	69131069	q13.1	SLC30A5	1	0	116
ENSG00000145741	5	73498408	73505635	q13.2	BTF3	1	0	125
ENSG00000145743	5	107859035	108382098	q21.3	FBXL17	1	0	60
ENSG00000145757	5	95652181	95698711	q15	SPATA9	0	0	268
ENSG00000145777	5	111070062	111078024	q22.1	TSLP	0	0	326
ENSG00000145779	5	119268692	119399688	q23.1	TNFAIP8	0	0	188
ENSG00000145824	5	135570679	135579279	q31.1	CXCL14	0	0	127
ENSG00000145833	5	134758771	134855133	q31.1	DDX46	1	0	45
ENSG00000145861	5	160347751	160370641	q33.3	C1QTNF2	0	0	19
ENSG00000145868	5	148383935	148442836	q32	FBXO38	1	0	218
ENSG00000145901	5	151029945	151093577	q33.1	TNIP1	1	0	268
ENSG00000145916	5	178130996	178150565	q35.3	RMND5B	1	0	45
ENSG00000145936	5	170374671	170389677	q35.1	KCNMB1	0	0	127
ENSG00000145945	6	3849373	3851320	p25.2	FAM50B	1	0	45
ENSG00000146007	5	140698680	140706676	q31.3	ZMAT2	1	0	45
ENSG00000146063	5	181222499	181235809	q35.3	TRIM41	1	0	45
ENSG00000146066	5	176388747	176389771	q35.2	HIGD2A	1	0	60
ENSG00000146072	6	47231532	47309905	p12.3	TNFRSF21	0	0	127
ENSG00000146085	6	49430360	49463191	p12.3	MUT	1	0	60
ENSG00000146112	6	30676389	30687895	p21.33	PPP1R18	0	0	32
ENSG00000146122	6	39792298	39904877	p21.2	DAAM2	0	0	268
ENSG00000146151	6	55434369	55579214	p12.1	HMGCLL1	0	0	19
ENSG00000146232	6	44258166	44265788	p21.1	NFKBIE	0	0	330
ENSG00000146233	6	46549580	46652830	p12.3	CYP39A1	0	0	326
ENSG00000146242	6	82363206	82370828	q14.1	TPBG	0	0	25
ENSG00000146247	6	78935867	79078236	q14.1	PHIP	0	0	330
ENSG00000146267	6	99271169	99350062	q16.2	FAXC	0	0	326
ENSG00000146386	6	139028682	139043302	q24.1	ABRACL	0	0	326
ENSG00000146416	6	143060496	143340304	q24.2	AIG1	0	0	326
ENSG00000146425	6	158636474	158644739	q25.3	DYNLT1	1	0	326
ENSG00000146433	6	158536436	158635428	q25.3	TMEM181	0	0	19
ENSG00000146476	6	151452258	151470101	q25.1	ARMT1	0	0	326
ENSG00000146574	7	6794134	6826770	p22.1	CCZ1B	0	0	126
ENSG00000146576	7	6590017	6608726	p22.1	C7orf26	1	0	25
ENSG00000146587	7	5045821	5069488	p22.1	RBAK	1	1	25
ENSG00000146592	7	28299321	28825894	p15.1	CREB5	0	1	127
ENSG00000146648	7	55019021	55211628	p11.2	EGFR	0	0	60
ENSG00000146670	11	65066300	65084164	q13.1	CDCA5	0	0	318
ENSG00000146676	7	44876293	44885361	p13	PURB	1	1	25
ENSG00000146700	7	76389334	76409695	q11.23	SSC4D	0	0	268
ENSG00000146701	7	76048051	76067508	q11.23	MDH2	0	0	60
ENSG00000146729	7	55951793	56000181	p11.2	NIPSNAP2	0	0	60
ENSG00000146757	7	65373799	65401135	q11.21	ZNF92	0	1	85
ENSG00000146834	7	100428790	100434126	q22.1	MEPCE	1	0	25
ENSG00000146858	7	139025706	139036029	q34	ZC3HAV1L	0	0	202
ENSG00000146904	7	143390289	143408892	q35	EPHA1	0	0	326
ENSG00000146963	7	139340359	139423457	q34	LUC7L2	1	0	116
ENSG00000146966	7	140518420	140673993	q34	DENND2A	0	0	60
ENSG00000147010	X	19533975	19887601	p22.12	SH3KBP1	0	0	60
ENSG00000147099	X	72329516	72573199	q13.1	HDAC8	1	0	157
ENSG00000147100	X	74421461	74533917	q13.2	SLC16A2	0	0	243
ENSG00000147118	X	47974851	48003978	p11.23	ZNF182	0	1	60
ENSG00000147123	X	47142216	47145504	p11.3	NDUFB11	1	0	60
ENSG00000147133	X	71366239	71532374	q13.1	TAF1	0	0	330
ENSG00000147145	X	78747709	78757094	q21.1	LPAR4	0	0	45
ENSG00000147155	X	48521158	48528716	p11.23	EBP	0	0	274
ENSG00000147164	X	71056332	71073426	q13.1	SNX12	1	0	127
ENSG00000147168	X	71107404	71112108	q13.1	IL2RG	0	0	177
ENSG00000147251	X	118495898	118686163	q24	DOCK11	0	0	268
ENSG00000147316	8	6406592	6648504	p23.1	MCPH1	1	0	25
ENSG00000147403	X	154389955	154409168	q28	RPL10	0	0	69
ENSG00000147416	8	20197367	20226819	p21.3	ATP6V1B2	0	0	127
ENSG00000147454	8	23528805	23575463	p21.2	SLC25A37	0	0	19
ENSG00000147457	8	23243637	23262000	p21.3	CHMP7	0	0	45
ENSG00000147471	8	37762593	37779767	p11.23	PLPBP	0	0	326
ENSG00000147475	8	37736601	37759101	p11.23	ERLIN2	0	0	326
ENSG00000147526	8	38728186	38853028	p11.22	TACC1	0	0	19
ENSG00000147535	8	38263130	38269243	p11.23	PLPP5	0	0	326
ENSG00000147548	8	38269697	38382272	p11.23	NSD3	0	0	218
ENSG00000147576	8	66432486	66468907	q13.1	ADHFE1	0	0	60
ENSG00000147592	8	70635318	70669174	q13.3	LACTB2	0	0	60
ENSG00000147601	8	73008864	73048122	q21.11	TERF1	0	1	25
ENSG00000147642	8	109573978	109691791	q23.2	SYBU	0	0	32
ENSG00000147669	8	100150584	100154002	q22.2	POLR2K	1	0	25
ENSG00000147676	8	119165034	119245673	q24.12	MAL2	0	0	326
ENSG00000147677	8	116642130	116766925	q24.11	EIF3H	1	0	151
ENSG00000147679	8	116766503	116849463	q24.11	UTP23	1	0	128
ENSG00000147789	8	144827464	144847509	q24.3	ZNF7	1	1	218
ENSG00000147852	9	2621834	2660053	p24.2	VLDLR	0	0	268
ENSG00000147853	9	4709559	4742043	p24.1	AK3	1	0	218
ENSG00000147862	9	14081843	14398983	p22.3	NFIB	0	1	326
ENSG00000148082	9	89005771	89178767	q22.1	SHC3	0	0	19
ENSG00000148143	9	106863097	107013634	q31.2	ZNF462	0	1	19
ENSG00000148175	9	121338988	121370304	q33.2	STOM	1	0	298
ENSG00000148200	9	124517275	124771310	q33.3	NR6A1	0	1	129
ENSG00000148204	9	123356170	123380324	q33.3	CRB2	0	0	19
ENSG00000148248	9	133361449	133376166	q34.2	SURF4	1	0	268
ENSG00000148288	9	133152948	133163945	q34.2	GBGT1	0	0	326
ENSG00000148291	9	133356552	133361169	q34.2	SURF2	0	0	45
ENSG00000148300	9	133406059	133418096	q34.2	REXO4	0	1	45
ENSG00000148308	9	133030675	133058503	q34.13	GTF3C5	1	0	151
ENSG00000148331	9	129634604	129642169	q34.11	ASB6	1	0	218
ENSG00000148334	9	128120693	128128462	q34.11	PTGES2	1	0	19
ENSG00000148335	9	129608884	129636131	q34.11	NTMT1	1	0	130
ENSG00000148339	9	128068201	128109245	q34.11	SLC25A25	0	0	25
ENSG00000148341	9	129007036	129028303	q34.11	SH3GLB2	0	0	163
ENSG00000148358	9	130053426	130140169	q34.11	GPR107	1	0	326
ENSG00000148362	9	136992418	136993984	q34.3	PAXX	0	0	218
ENSG00000148384	9	136428619	136439823	q34.3	INPP5E	0	0	25
ENSG00000148411	9	136006537	136095285	q34.3	NACC2	1	1	60
ENSG00000148426	10	11823339	11872277	p14	PROSER2	0	0	60
ENSG00000148429	10	11453946	11611754	p14	USP6NL	0	0	19
ENSG00000148450	10	23095506	23122013	p12.2	MSRB2	1	0	60
ENSG00000148468	10	15211643	15371062	p13	FAM171A1	0	0	326
ENSG00000148481	10	15778170	15860520	p13	MINDY3	0	0	330
ENSG00000148498	10	34109560	34815325	p11.21	PARD3	0	0	19
ENSG00000148516	10	31318495	31529814	p11.22	ZEB1	0	1	326
ENSG00000148572	10	63133247	63155031	q21.3	NRBF2	0	0	218
ENSG00000148660	10	73812501	73874591	q22.2	CAMK2G	0	0	25
ENSG00000148688	10	90871716	90908553	q23.31	RPP30	1	0	177
ENSG00000148700	10	109996368	110135565	q25.1	ADD3	0	0	131
ENSG00000148730	10	70404379	70428618	q22.1	EIF4EBP2	0	0	60
ENSG00000148735	10	113751454	113783429	q25.3	PLEKHS1	0	0	326
ENSG00000148773	10	128096659	128126385	q26.2	MKI67	0	0	318
ENSG00000148832	10	133379234	133391694	q26.3	PAOX	0	0	132
ENSG00000148835	10	103367967	103389065	q24.33	TAF5	0	0	330
ENSG00000148840	10	102132994	102150331	q24.32	PPRC1	0	0	25
ENSG00000148841	10	104309698	104338448	q25.1	ITPRIP	0	0	25
ENSG00000148848	10	126012381	126388455	q26.2	ADAM12	0	0	19
ENSG00000148926	11	10304680	10307397	p15.4	ADM	0	0	25
ENSG00000148935	11	22625509	22813055	p14.3	GAS2	0	0	330
ENSG00000148948	11	40114203	41459773	p12	LRRC4C	0	0	45
ENSG00000148950	11	31432401	31509645	p13	IMMP1L	0	0	45
ENSG00000148985	11	3797724	3826371	p15.4	PGAP2	0	0	45
ENSG00000149090	11	35431823	35530300	p13	PAMR1	0	0	127
ENSG00000149091	11	46332905	46380554	p11.2	DGKZ	0	0	243
ENSG00000149100	11	32583798	32606262	p13	EIF3M	1	0	298
ENSG00000149115	11	57299638	57324952	q12.1	TNKS1BP1	0	0	45
ENSG00000149136	11	57325985	57335877	q12.1	SSRP1	1	0	330
ENSG00000149150	11	57484534	57515786	q12.1	SLC43A1	0	0	60
ENSG00000149182	11	47164299	47177125	p11.2	ARFGAP2	1	0	330
ENSG00000149218	11	95089810	95132645	q21	ENDOD1	0	0	60
ENSG00000149257	11	75562056	75572783	q13.5	SERPINH1	0	0	218
ENSG00000149262	11	77878720	77994678	q14.1	INTS4	1	0	19
ENSG00000149289	11	110093361	110171841	q22.3	ZC3H12C	0	0	202
ENSG00000149308	11	108157215	108222642	q22.3	NPAT	0	0	25
ENSG00000149311	11	108222484	108369102	q22.3	ATM	0	0	25
ENSG00000149357	11	72085895	72103387	q13.4	LAMTOR1	1	0	60
ENSG00000149428	11	119044189	119057202	q23.3	HYOU1	1	0	45
ENSG00000149480	11	62593214	62601840	q12.3	MTA2	1	0	45
ENSG00000149499	11	62602218	62612765	q12.3	EML3	0	0	45
ENSG00000149503	11	62123973	62153163	q12.3	INCENP	0	0	318
ENSG00000149527	1	2425980	2505530	p36.32	PLCH2	0	0	326
ENSG00000149534	11	60088261	60098466	q12.1	MS4A2	0	0	10
ENSG00000149557	11	125442881	125592568	q24.2	FEZ1	0	0	127
ENSG00000149564	11	124752583	124762290	q24.2	ESAM	0	0	110
ENSG00000149575	11	118161951	118176673	q23.3	SCN2B	0	0	326
ENSG00000149591	11	117199321	117204782	q23.3	TAGLN	0	0	127
ENSG00000149657	20	62122461	62135378	q13.33	LSM14B	1	0	330
ENSG00000149658	20	63195429	63216234	q13.33	YTHDF1	1	0	326
ENSG00000149798	11	65314818	65322429	q13.1	CDC42EP2	0	0	25
ENSG00000149806	11	65120628	65122473	q13.1	FAU	0	0	69
ENSG00000149809	11	65111845	65116384	q13.1	TM7SF2	0	0	60
ENSG00000149929	16	29992321	29996436	p11.2	HIRIP3	0	0	45
ENSG00000149970	X	21372801	21654695	p22.12	CNKSR2	0	0	326
ENSG00000150048	12	10069554	10111627	p13.2	CLEC1A	0	0	32
ENSG00000150054	10	28050993	28334486	p12.1	MPP7	0	0	326
ENSG00000150093	10	32900319	33005792	p11.22	ITGB1	1	0	19
ENSG00000150281	16	30896607	30903560	p11.2	CTF1	0	0	243
ENSG00000150347	10	61901300	62096944	q21.2	ARID5B	0	1	25
ENSG00000150403	13	113490995	113554590	q34	TMCO3	1	0	326
ENSG00000150433	11	125096545	125111763	q24.2	TMEM218	0	0	19
ENSG00000150459	13	21140514	21149084	q12.11	SAP18	1	0	326
ENSG00000150471	4	61201258	62078335	q13.1	ADGRL3	0	0	133
ENSG00000150556	2	149038107	149215262	q23.2	LYPD6B	0	0	326
ENSG00000150625	4	175632934	176002664	q34.2	GPM6A	0	0	243
ENSG00000150672	11	83455012	85627922	q14.1	DLG2	0	0	163
ENSG00000150712	5	32226994	32313009	p13.3	MTMR12	0	0	326
ENSG00000150756	5	10226330	10249897	p15.2	FAM173B	1	0	268
ENSG00000150768	11	112024814	112064390	q23.1	DLAT	0	0	60
ENSG00000150776	11	112074086	112085150	q23.1	NKAPD1	0	0	60
ENSG00000150779	11	112084800	112086798	q23.1	TIMM8B	1	0	60
ENSG00000150787	11	112226365	112269955	q23.1	PTS	0	0	134
ENSG00000150907	13	40469953	40666597	q14.11	FOXO1	0	1	202
ENSG00000151014	4	139015789	139045939	q31.1	NOCT	0	0	25
ENSG00000151062	12	1791957	1918836	p13.33	CACNA2D4	0	0	60
ENSG00000151092	3	25718944	25790039	p24.2	NGLY1	1	0	330
ENSG00000151135	12	106955719	106978778	q23.3	TMEM263	0	0	25
ENSG00000151136	12	107318413	107659642	q23.3	BTBD11	0	0	243
ENSG00000151151	10	58191517	58267934	q21.1	IPMK	0	0	25
ENSG00000151208	10	77790791	77926526	q22.3	DLG5	0	0	52
ENSG00000151240	10	274190	689668	p15.3	DIP2C	0	0	60
ENSG00000151304	5	121961961	122075570	q23.1	SRFBP1	0	0	25
ENSG00000151364	11	78015715	78046191	q14.1	KCTD14	0	0	151
ENSG00000151366	11	78068304	78080219	q14.1	NDUFC2	1	0	19
ENSG00000151388	5	33523535	33892192	p13.2	ADAMTS12	0	0	127
ENSG00000151414	1	198156963	198322420	q31.3	NEK7	0	0	268
ENSG00000151445	14	77426675	77457952	q24.3	VIPAS39	0	0	151
ENSG00000151461	10	11920022	12043170	p14	UPF2	1	0	45
ENSG00000151465	10	12195965	12250589	p14	CDC123	1	0	177
ENSG00000151474	10	13643706	14462142	p13	FRMD4A	0	0	19
ENSG00000151491	12	15620158	15882329	p12.3	EPS8	0	0	45
ENSG00000151502	11	134224645	134247792	q25	VPS26B	1	0	218
ENSG00000151532	10	112446998	112818744	q25.2	VTI1A	1	0	177
ENSG00000151552	4	17460261	17512234	p15.32	QDPR	0	0	60
ENSG00000151617	4	147480917	147544954	q31.22	EDNRA	0	0	19
ENSG00000151657	10	7750962	7787981	p14	KIN	0	1	19
ENSG00000151690	2	190408355	190509205	q32.2	MFSD6	0	0	326
ENSG00000151694	2	9488486	9556732	p25.1	ADAM17	0	0	163
ENSG00000151702	11	128686535	128813267	q24.3	FLI1	0	1	110
ENSG00000151729	4	185143241	185150382	q35.1	SLC25A4	0	0	326
ENSG00000151748	14	50632058	50668331	q22.1	SAV1	1	0	268
ENSG00000151773	13	43823909	43879727	q14.11	CCDC122	0	0	326
ENSG00000151789	3	21412222	22373321	p24.3	ZNF385D	0	1	110
ENSG00000151806	4	44678427	44700926	p12	GUF1	0	0	32
ENSG00000151849	13	24882284	24922889	q12.13	CENPJ	0	0	25
ENSG00000151893	10	118674167	118755249	q26.11	CACUL1	0	0	19
ENSG00000151929	10	119651370	119677819	q26.11	BAG3	0	0	46
ENSG00000152102	2	131047876	131093460	q21.1	FAM168B	1	0	69
ENSG00000152128	2	134455759	134719000	q21.3	TMEM163	0	0	19
ENSG00000152133	2	37084451	37099244	p22.2	GPATCH11	0	0	60
ENSG00000152147	2	38751534	38785000	p22.1	GEMIN6	0	0	202
ENSG00000152217	18	44680173	45068510	q12.3	SETBP1	0	1	19
ENSG00000152234	18	46080248	46104334	q21.1	ATP5F1A	0	0	60
ENSG00000152242	18	46173553	46266991	q21.1	C18orf25	1	0	60
ENSG00000152284	2	85133410	85310388	p11.2	TCF7L1	0	1	326
ENSG00000152382	1	166856510	166876327	q24.1	TADA1	1	0	25
ENSG00000152404	11	107326345	107457844	q22.3	CWF19L2	0	0	139
ENSG00000152409	5	79236189	79327215	q14.1	JMY	0	0	60
ENSG00000152465	10	15102584	15168693	p13	NMT2	0	0	243
ENSG00000152492	3	191329077	191398670	q28	CCDC50	1	0	60
ENSG00000152518	2	43222402	43226609	p21	ZFP36L2	0	0	32
ENSG00000152558	11	102396332	102470384	q22.2	TMEM123	0	0	268
ENSG00000152601	3	152243828	152465780	q25.1	MBNL1	0	0	326
ENSG00000152661	6	121435577	121449727	q22.31	GJA1	0	0	25
ENSG00000152669	5	55231152	55233680	q11.2	CCNO	0	0	25
ENSG00000152749	13	94601903	94634645	q32.1	GPR180	0	0	60
ENSG00000152763	1	66812885	66924887	p31.3	WDR78	0	0	326
ENSG00000152795	4	82422564	82430408	q21.22	HNRNPDL	0	0	116
ENSG00000152804	10	92689951	92695646	q23.33	HHEX	0	1	32
ENSG00000153015	5	64768930	65018763	q12.3	CWC27	0	0	45
ENSG00000153037	5	112861188	112898371	q22.2	SRP19	1	0	25
ENSG00000153130	4	140257286	140385726	q31.1	SCOC	1	0	163
ENSG00000153234	2	156324432	156342348	q24.1	NR4A2	0	1	218
ENSG00000153246	2	159932006	160062610	q24.2	PLA2R1	0	0	202
