source	target	MI	distance	row_num	interaction_type
ENSG00000092445	ENSG00000119185	0.199026	NA	5222	Trans
ENSG00000119471	ENSG00000175707	0.199026	NA	5223	Trans
ENSG00000035499	ENSG00000156970	0.199025	NA	5224	Trans
ENSG00000145423	ENSG00000184384	0.199021	NA	5225	Trans
ENSG00000129932	ENSG00000141933	0.199	2983325	5226	Intra-Cytoband
ENSG00000050165	ENSG00000065534	0.198996	NA	5227	Trans
ENSG00000166347	ENSG00000278540	0.198994	NA	5228	Trans
ENSG00000132326	ENSG00000197566	0.198993	NA	5229	Trans
ENSG00000156970	ENSG00000186185	0.198979	NA	5230	Trans
ENSG00000130518	ENSG00000174574	0.198963	NA	5231	Trans
ENSG00000166912	ENSG00000185000	0.19896	NA	5232	Trans
ENSG00000088367	ENSG00000154945	0.198959	NA	5233	Trans
ENSG00000106333	ENSG00000116774	0.198958	NA	5234	Trans
ENSG00000116299	ENSG00000178307	0.198956	NA	5235	Trans
ENSG00000099795	ENSG00000115286	0.198949	13182551	5236	Inter-Cytoband
ENSG00000118596	ENSG00000163050	0.198948	NA	5237	Trans
ENSG00000108821	ENSG00000138316	0.198942	NA	5238	Trans
ENSG00000077616	ENSG00000136383	0.198927	NA	5239	Trans
ENSG00000134108	ENSG00000142875	0.198925	NA	5240	Trans
ENSG00000060762	ENSG00000100412	0.198914	NA	5241	Trans
ENSG00000148730	ENSG00000172057	0.198912	NA	5242	Trans
ENSG00000124212	ENSG00000179954	0.198906	NA	5243	Trans
ENSG00000132661	ENSG00000244462	0.198897	12298189	5244	Inter-Cytoband
ENSG00000070731	ENSG00000137752	0.198896	NA	5245	Trans
ENSG00000119888	ENSG00000160932	0.198896	NA	5246	Trans
ENSG00000140391	ENSG00000161533	0.198896	NA	5247	Trans
ENSG00000108960	ENSG00000177666	0.198889	NA	5248	Trans
ENSG00000170684	ENSG00000175087	0.19888	NA	5249	Trans
ENSG00000075790	ENSG00000179364	0.198876	NA	5250	Trans
ENSG00000089685	ENSG00000183856	0.198869	NA	5251	Trans
ENSG00000158792	ENSG00000164741	0.198865	NA	5252	Trans
ENSG00000129354	ENSG00000165215	0.198863	NA	5253	Trans
ENSG00000019144	ENSG00000171680	0.198858	NA	5254	Trans
ENSG00000124205	ENSG00000129354	0.198857	NA	5255	Trans
ENSG00000196227	ENSG00000244462	0.198851	24284839	5256	Inter-Cytoband
ENSG00000105321	ENSG00000169217	0.19885	NA	5257	Trans
ENSG00000100124	ENSG00000100138	0.198846	3843075	5258	Inter-Cytoband
ENSG00000102144	ENSG00000167220	0.19884	NA	5259	Trans
ENSG00000120910	ENSG00000147457	0.198838	802818	5260	Intra-Cytoband
ENSG00000116273	ENSG00000167470	0.198838	NA	5261	Trans
ENSG00000132326	ENSG00000158156	0.198837	NA	5262	Trans
ENSG00000149480	ENSG00000149499	0.19883	9004	5263	Intra-Cytoband
ENSG00000073614	ENSG00000080603	0.198828	NA	5264	Trans
ENSG00000114480	ENSG00000184887	0.198824	NA	5265	Trans
ENSG00000087884	ENSG00000173511	0.198816	13586571	5266	Inter-Cytoband
ENSG00000092445	ENSG00000152133	0.198811	NA	5267	Trans
ENSG00000110002	ENSG00000147010	0.198788	NA	5268	Trans
ENSG00000131495	ENSG00000163512	0.198788	NA	5269	Trans
ENSG00000100077	ENSG00000113580	0.198778	NA	5270	Trans
ENSG00000079308	ENSG00000165801	0.198777	NA	5271	Trans
ENSG00000105321	ENSG00000133243	0.198772	45270542	5272	Inter-Cytoband
ENSG00000151552	ENSG00000169764	0.198769	NA	5273	Trans
ENSG00000117616	ENSG00000221886	0.198767	NA	5274	Trans
ENSG00000093009	ENSG00000167513	0.198764	NA	5275	Trans
ENSG00000156467	ENSG00000173744	0.198755	NA	5276	Trans
ENSG00000124212	ENSG00000144476	0.198753	NA	5277	Trans
ENSG00000120820	ENSG00000137075	0.198738	NA	5278	Trans
ENSG00000122877	ENSG00000128016	0.198734	NA	5279	Trans
ENSG00000143545	ENSG00000158417	0.198714	NA	5280	Trans
ENSG00000196715	ENSG00000197879	0.198714	NA	5281	Trans
ENSG00000119471	ENSG00000161533	0.198712	NA	5282	Trans
ENSG00000160789	ENSG00000197329	0.198711	NA	5283	Trans
ENSG00000117592	ENSG00000132541	0.198701	NA	5284	Trans
ENSG00000129354	ENSG00000138771	0.198695	NA	5285	Trans
ENSG00000181817	ENSG00000182512	0.198694	NA	5286	Trans
ENSG00000100596	ENSG00000128266	0.198678	NA	5287	Trans
ENSG00000106333	ENSG00000183160	0.198672	NA	5288	Trans
ENSG00000067057	ENSG00000163754	0.198662	NA	5289	Trans
ENSG00000113070	ENSG00000184557	0.19866	NA	5290	Trans
ENSG00000105953	ENSG00000184887	0.198658	NA	5291	Trans
ENSG00000130164	ENSG00000169991	0.198654	NA	5292	Trans
ENSG00000106012	ENSG00000171867	0.198646	NA	5293	Trans
ENSG00000005249	ENSG00000132953	0.198639	NA	5294	Trans
ENSG00000179820	ENSG00000187626	0.198636	NA	5295	Trans
ENSG00000173511	ENSG00000245848	0.198634	NA	5296	Trans
ENSG00000198689	ENSG00000276600	0.198634	NA	5297	Trans
ENSG00000142227	ENSG00000166963	0.198629	NA	5298	Trans
ENSG00000039068	ENSG00000104140	0.198625	NA	5299	Trans
ENSG00000077420	ENSG00000167613	0.198619	NA	5300	Trans
ENSG00000196227	ENSG00000196428	0.198613	NA	5301	Trans
ENSG00000196391	ENSG00000204851	0.198599	NA	5302	Trans
ENSG00000123240	ENSG00000256053	0.198591	NA	5303	Trans
ENSG00000147576	ENSG00000163050	0.198571	NA	5304	Trans
ENSG00000091483	ENSG00000135940	0.198569	NA	5305	Trans
ENSG00000130635	ENSG00000163359	0.198566	NA	5306	Trans
ENSG00000134030	ENSG00000165868	0.198552	NA	5307	Trans
ENSG00000103978	ENSG00000168306	0.198552	NA	5308	Trans
ENSG00000127472	ENSG00000162407	0.198549	36466568	5309	Inter-Cytoband
ENSG00000184708	ENSG00000198301	0.198533	NA	5310	Trans
ENSG00000062582	ENSG00000243678	0.198528	NA	5311	Trans
ENSG00000130164	ENSG00000148339	0.198492	NA	5312	Trans
ENSG00000107438	ENSG00000124496	0.198478	NA	5313	Trans
ENSG00000128016	ENSG00000275302	0.198478	NA	5314	Trans
ENSG00000184012	ENSG00000206075	0.198466	NA	5315	Trans
ENSG00000100714	ENSG00000105953	0.198463	NA	5316	Trans
ENSG00000082146	ENSG00000100412	0.198457	NA	5317	Trans
ENSG00000143384	ENSG00000163660	0.198455	NA	5318	Trans
ENSG00000103994	ENSG00000116299	0.198444	NA	5319	Trans
ENSG00000159423	ENSG00000186469	0.198435	NA	5320	Trans
ENSG00000162545	ENSG00000172936	0.198424	NA	5321	Trans
ENSG00000007237	ENSG00000168398	0.198421	NA	5322	Trans
ENSG00000134258	ENSG00000149090	0.198419	NA	5323	Trans
ENSG00000128342	ENSG00000167565	0.198405	NA	5324	Trans
ENSG00000160785	ENSG00000173276	0.198391	NA	5325	Trans
ENSG00000131732	ENSG00000196227	0.198388	NA	5326	Trans
ENSG00000060237	ENSG00000184887	0.198387	NA	5327	Trans
ENSG00000122257	ENSG00000165355	0.198386	NA	5328	Trans
ENSG00000137947	ENSG00000173276	0.198384	NA	5329	Trans
ENSG00000008311	ENSG00000064989	0.198383	NA	5330	Trans
ENSG00000112144	ENSG00000165699	0.198377	NA	5331	Trans
ENSG00000088682	ENSG00000104812	0.198372	NA	5332	Trans
ENSG00000105722	ENSG00000173846	0.198371	NA	5333	Trans
ENSG00000165886	ENSG00000185813	0.19835	NA	5334	Trans
ENSG00000253710	ENSG00000253797	0.198349	12293	5335	Intra-Cytoband
ENSG00000127884	ENSG00000150768	0.198347	NA	5336	Trans
ENSG00000099341	ENSG00000150281	0.198341	NA	5337	Trans
ENSG00000100221	ENSG00000134748	0.198334	NA	5338	Trans
ENSG00000062038	ENSG00000142273	0.198333	NA	5339	Trans
ENSG00000130518	ENSG00000181274	0.198329	NA	5340	Trans
ENSG00000067606	ENSG00000225950	0.198319	NA	5341	Trans
ENSG00000112425	ENSG00000265808	0.198319	NA	5342	Trans
ENSG00000078142	ENSG00000163485	0.198317	NA	5343	Trans
ENSG00000181274	ENSG00000222009	0.198303	NA	5344	Trans
ENSG00000143375	ENSG00000154639	0.198293	NA	5345	Trans
ENSG00000115602	ENSG00000149534	0.198269	NA	5346	Trans
ENSG00000185869	ENSG00000198453	0.198269	28205	5347	Intra-Cytoband
ENSG00000115414	ENSG00000163430	0.19826	NA	5348	Trans
ENSG00000115414	ENSG00000164692	0.198259	NA	5349	Trans
ENSG00000179833	ENSG00000185252	0.198243	NA	5350	Trans
ENSG00000176720	ENSG00000177119	0.198242	NA	5351	Trans
ENSG00000174010	ENSG00000176444	0.19824	NA	5352	Trans
ENSG00000173276	ENSG00000181773	0.198234	NA	5353	Trans
ENSG00000100220	ENSG00000173473	0.19823	NA	5354	Trans
ENSG00000111206	ENSG00000145386	0.19822	NA	5355	Trans
ENSG00000162396	ENSG00000181274	0.198217	NA	5356	Trans
ENSG00000103994	ENSG00000119638	0.198203	NA	5357	Trans
ENSG00000116898	ENSG00000178741	0.1982	NA	5358	Trans
ENSG00000122378	ENSG00000173511	0.198191	NA	5359	Trans
ENSG00000122729	ENSG00000131069	0.198182	NA	5360	Trans
ENSG00000123485	ENSG00000161888	0.198171	NA	5361	Trans
ENSG00000137193	ENSG00000241839	0.198171	NA	5362	Trans
ENSG00000110955	ENSG00000168792	0.198162	NA	5363	Trans
ENSG00000131828	ENSG00000169692	0.198161	NA	5364	Trans
ENSG00000126787	ENSG00000164611	0.198158	NA	5365	Trans
ENSG00000132773	ENSG00000143751	0.198141	180643032	5366	Inter-Cytoband
ENSG00000064309	ENSG00000168477	0.198134	NA	5367	Trans
ENSG00000131828	ENSG00000167283	0.198129	NA	5368	Trans
ENSG00000153234	ENSG00000184557	0.198121	NA	5369	Trans
ENSG00000059691	ENSG00000099785	0.198114	NA	5370	Trans
ENSG00000143476	ENSG00000175063	0.198101	NA	5371	Trans
ENSG00000117724	ENSG00000126787	0.1981	NA	5372	Trans
ENSG00000117592	ENSG00000169692	0.198081	NA	5373	Trans
ENSG00000120784	ENSG00000275111	0.198075	NA	5374	Trans
ENSG00000122877	ENSG00000159200	0.198074	NA	5375	Trans
ENSG00000100568	ENSG00000171914	0.198074	NA	5376	Trans
ENSG00000067082	ENSG00000168497	0.19807	NA	5377	Trans
ENSG00000134375	ENSG00000173692	0.19807	NA	5378	Trans
ENSG00000149115	ENSG00000175467	0.198066	8662051	5379	Inter-Cytoband
ENSG00000131495	ENSG00000197345	0.198044	NA	5380	Trans
ENSG00000115414	ENSG00000170323	0.198043	NA	5381	Trans
ENSG00000119888	ENSG00000168143	0.19804	NA	5382	Trans
ENSG00000066422	ENSG00000163605	0.198023	28652104	5383	Inter-Cytoband
ENSG00000137193	ENSG00000173276	0.198019	NA	5384	Trans
ENSG00000136527	ENSG00000173846	0.198018	NA	5385	Trans
ENSG00000006555	ENSG00000135373	0.198016	NA	5386	Trans
ENSG00000077942	ENSG00000106809	0.197985	NA	5387	Trans
ENSG00000108829	ENSG00000164023	0.197981	NA	5388	Trans
ENSG00000053254	ENSG00000165914	0.197968	1399693	5389	Intra-Cytoband
ENSG00000142273	ENSG00000213619	0.197968	NA	5390	Trans
ENSG00000011009	ENSG00000182325	0.197966	NA	5391	Trans
ENSG00000100417	ENSG00000116761	0.197964	NA	5392	Trans
ENSG00000105220	ENSG00000142657	0.197961	NA	5393	Trans
ENSG00000086570	ENSG00000164300	0.197943	71392442	5394	Inter-Cytoband
ENSG00000176842	ENSG00000177508	0.197938	647558	5395	Intra-Cytoband
ENSG00000127564	ENSG00000169607	0.197933	NA	5396	Trans
ENSG00000147457	ENSG00000236104	0.197919	NA	5397	Trans
ENSG00000108848	ENSG00000116754	0.197893	NA	5398	Trans
ENSG00000164611	ENSG00000175063	0.197886	NA	5399	Trans
ENSG00000112294	ENSG00000163913	0.197879	NA	5400	Trans
ENSG00000149658	ENSG00000155906	0.197869	NA	5401	Trans
ENSG00000127418	ENSG00000278540	0.197869	NA	5402	Trans
ENSG00000148300	ENSG00000148331	0.197868	3771455	5403	Inter-Cytoband
ENSG00000123358	ENSG00000162775	0.19785	NA	5404	Trans
ENSG00000115425	ENSG00000197696	0.197849	NA	5405	Trans
ENSG00000075426	ENSG00000173276	0.197845	NA	5406	Trans
ENSG00000101493	ENSG00000167900	0.197843	NA	5407	Trans
ENSG00000158864	ENSG00000167315	0.197842	NA	5408	Trans
ENSG00000138722	ENSG00000166257	0.197832	NA	5409	Trans
ENSG00000114480	ENSG00000187079	0.197832	NA	5410	Trans
ENSG00000132698	ENSG00000140832	0.197828	NA	5411	Trans
ENSG00000144426	ENSG00000174373	0.197819	NA	5412	Trans
ENSG00000112294	ENSG00000112769	0.197818	87613908	5413	Inter-Cytoband
ENSG00000123080	ENSG00000176720	0.197815	NA	5414	Trans
ENSG00000072071	ENSG00000166250	0.197784	NA	5415	Trans
ENSG00000086991	ENSG00000144476	0.197781	NA	5416	Trans
ENSG00000137193	ENSG00000146112	0.197774	6493814	5417	Inter-Cytoband
ENSG00000014641	ENSG00000112294	0.197768	NA	5418	Trans
ENSG00000109805	ENSG00000126787	0.197768	NA	5419	Trans
ENSG00000149257	ENSG00000204262	0.197767	NA	5420	Trans
ENSG00000136819	ENSG00000137815	0.197765	NA	5421	Trans
ENSG00000068394	ENSG00000103549	0.197761	NA	5422	Trans
ENSG00000143228	ENSG00000178999	0.197761	NA	5423	Trans
ENSG00000100412	ENSG00000107140	0.197751	NA	5424	Trans
ENSG00000163659	ENSG00000168386	0.197746	56843094	5425	Inter-Cytoband
ENSG00000091986	ENSG00000120820	0.197741	NA	5426	Trans
ENSG00000130717	ENSG00000150459	0.197741	NA	5427	Trans
ENSG00000060237	ENSG00000145901	0.197731	NA	5428	Trans
ENSG00000107798	ENSG00000140678	0.19773	NA	5429	Trans
ENSG00000154639	ENSG00000155066	0.197726	NA	5430	Trans
ENSG00000107140	ENSG00000140391	0.197718	NA	5431	Trans
ENSG00000137947	ENSG00000197019	0.197716	NA	5432	Trans
ENSG00000112984	ENSG00000158402	0.197713	106546	5433	Intra-Cytoband
ENSG00000087448	ENSG00000205339	0.197702	NA	5434	Trans
ENSG00000119185	ENSG00000180354	0.197697	NA	5435	Trans
ENSG00000119185	ENSG00000169764	0.197695	54437465	5436	Inter-Cytoband
ENSG00000103264	ENSG00000178175	0.197681	NA	5437	Trans
ENSG00000164733	ENSG00000254585	0.197675	NA	5438	Trans
ENSG00000124193	ENSG00000136527	0.197673	NA	5439	Trans
ENSG00000135763	ENSG00000182481	0.197672	NA	5440	Trans
ENSG00000118564	ENSG00000138796	0.197665	92385175	5441	Inter-Cytoband
ENSG00000140391	ENSG00000205336	0.197662	NA	5442	Trans
ENSG00000186017	ENSG00000188283	0.197658	772807	5443	Intra-Cytoband
ENSG00000163625	ENSG00000174373	0.197654	NA	5444	Trans
ENSG00000124120	ENSG00000154359	0.197653	NA	5445	Trans
ENSG00000147526	ENSG00000174306	0.197653	NA	5446	Trans
ENSG00000122861	ENSG00000197461	0.197649	NA	5447	Trans
ENSG00000042429	ENSG00000168826	0.197647	NA	5448	Trans
ENSG00000158792	ENSG00000275111	0.19764	NA	5449	Trans
ENSG00000164930	ENSG00000173801	0.197633	NA	5450	Trans
ENSG00000128342	ENSG00000138670	0.197626	NA	5451	Trans
ENSG00000104812	ENSG00000177156	0.197626	NA	5452	Trans
ENSG00000059804	ENSG00000154734	0.197622	NA	5453	Trans
ENSG00000171503	ENSG00000185000	0.197608	NA	5454	Trans
ENSG00000134709	ENSG00000163472	0.197606	96468149	5455	Inter-Cytoband
ENSG00000100605	ENSG00000176273	0.197604	NA	5456	Trans
ENSG00000066117	ENSG00000132434	0.197603	NA	5457	Trans
ENSG00000107771	ENSG00000167566	0.197603	NA	5458	Trans
ENSG00000118513	ENSG00000140832	0.197601	NA	5459	Trans
ENSG00000108733	ENSG00000137947	0.197599	NA	5460	Trans
ENSG00000146670	ENSG00000183856	0.197599	NA	5461	Trans
ENSG00000120705	ENSG00000137094	0.197595	NA	5462	Trans
ENSG00000148688	ENSG00000155287	0.197583	8738806	5463	Inter-Cytoband
ENSG00000075426	ENSG00000158859	0.197578	NA	5464	Trans
ENSG00000097033	ENSG00000179295	0.197578	NA	5465	Trans
ENSG00000164741	ENSG00000183309	0.197564	130552652	5466	Inter-Cytoband
ENSG00000158859	ENSG00000197019	0.197564	NA	5467	Trans
ENSG00000086991	ENSG00000131459	0.197562	NA	5468	Trans
ENSG00000133874	ENSG00000137193	0.197562	NA	5469	Trans
ENSG00000182950	ENSG00000196227	0.197557	NA	5470	Trans
ENSG00000159423	ENSG00000197879	0.197547	NA	5471	Trans
ENSG00000091656	ENSG00000147010	0.197545	NA	5472	Trans
ENSG00000141750	ENSG00000221955	0.197539	NA	5473	Trans
ENSG00000166483	ENSG00000168386	0.197533	NA	5474	Trans
ENSG00000082438	ENSG00000125459	0.19753	NA	5475	Trans
ENSG00000131634	ENSG00000155926	0.197529	NA	5476	Trans
ENSG00000060749	ENSG00000172795	0.197525	NA	5477	Trans
ENSG00000147251	ENSG00000171992	0.197508	NA	5478	Trans
ENSG00000120709	ENSG00000160588	0.1975	NA	5479	Trans
ENSG00000167604	ENSG00000179388	0.197494	NA	5480	Trans
ENSG00000062485	ENSG00000167315	0.197483	NA	5481	Trans
ENSG00000164741	ENSG00000196227	0.197481	NA	5482	Trans
ENSG00000111452	ENSG00000163430	0.19748	NA	5483	Trans
ENSG00000035499	ENSG00000112984	0.197477	77581807	5484	Inter-Cytoband
ENSG00000105953	ENSG00000161217	0.197476	NA	5485	Trans
ENSG00000158122	ENSG00000179820	0.19747	NA	5486	Trans
ENSG00000118804	ENSG00000123080	0.197468	NA	5487	Trans
ENSG00000125850	ENSG00000135373	0.197468	NA	5488	Trans
ENSG00000116774	ENSG00000178202	0.197465	NA	5489	Trans
ENSG00000132773	ENSG00000182950	0.197464	NA	5490	Trans
ENSG00000122729	ENSG00000127884	0.19746	NA	5491	Trans
ENSG00000115286	ENSG00000174886	0.197457	4507749	5492	Intra-Cytoband
ENSG00000090889	ENSG00000105011	0.197452	NA	5493	Trans
ENSG00000113575	ENSG00000120705	0.197449	4311761	5494	Inter-Cytoband
ENSG00000102181	ENSG00000112769	0.197448	NA	5495	Trans
ENSG00000114739	ENSG00000173846	0.197444	NA	5496	Trans
ENSG00000093009	ENSG00000137804	0.197434	NA	5497	Trans
ENSG00000117899	ENSG00000131620	0.197422	NA	5498	Trans
ENSG00000086544	ENSG00000150347	0.197422	NA	5499	Trans
ENSG00000137947	ENSG00000167470	0.197422	NA	5500	Trans
ENSG00000154059	ENSG00000158636	0.197412	NA	5501	Trans
ENSG00000063177	ENSG00000136942	0.197407	NA	5502	Trans
ENSG00000107872	ENSG00000141933	0.197404	NA	5503	Trans
ENSG00000042445	ENSG00000197879	0.197389	NA	5504	Trans
ENSG00000091844	ENSG00000144724	0.197369	NA	5505	Trans
ENSG00000091986	ENSG00000132561	0.197364	NA	5506	Trans
ENSG00000101019	ENSG00000119013	0.197362	NA	5507	Trans
ENSG00000141933	ENSG00000205078	0.197362	NA	5508	Trans
ENSG00000078668	ENSG00000125850	0.197352	NA	5509	Trans
ENSG00000114126	ENSG00000156482	0.197351	NA	5510	Trans
ENSG00000069399	ENSG00000146112	0.197347	NA	5511	Trans
ENSG00000099797	ENSG00000130826	0.197337	NA	5512	Trans
ENSG00000119711	ENSG00000177119	0.197336	NA	5513	Trans
ENSG00000097033	ENSG00000183576	0.197332	NA	5514	Trans
ENSG00000005249	ENSG00000184602	0.197332	NA	5515	Trans
ENSG00000086062	ENSG00000104413	0.197324	NA	5516	Trans
ENSG00000124762	ENSG00000163660	0.197322	NA	5517	Trans
ENSG00000102738	ENSG00000139722	0.197321	NA	5518	Trans
ENSG00000140391	ENSG00000167613	0.19732	NA	5519	Trans
ENSG00000182950	ENSG00000204634	0.197318	NA	5520	Trans
ENSG00000120709	ENSG00000173846	0.197317	NA	5521	Trans
ENSG00000107872	ENSG00000213638	0.197306	NA	5522	Trans
ENSG00000089685	ENSG00000168078	0.197294	NA	5523	Trans
ENSG00000100714	ENSG00000184887	0.197291	40860459	5524	Inter-Cytoband
ENSG00000034152	ENSG00000154945	0.197288	29408518	5525	Inter-Cytoband
ENSG00000125691	ENSG00000172809	0.197288	35355717	5526	Inter-Cytoband
ENSG00000005249	ENSG00000164330	0.197279	NA	5527	Trans
ENSG00000136813	ENSG00000156639	0.197278	NA	5528	Trans
ENSG00000167468	ENSG00000177666	0.197277	NA	5529	Trans
ENSG00000005249	ENSG00000076555	0.197274	NA	5530	Trans
ENSG00000128016	ENSG00000143333	0.197272	NA	5531	Trans
ENSG00000131828	ENSG00000146729	0.197268	NA	5532	Trans
ENSG00000111859	ENSG00000139722	0.197264	NA	5533	Trans
ENSG00000112245	ENSG00000158050	0.197258	NA	5534	Trans
ENSG00000104472	ENSG00000117616	0.197223	NA	5535	Trans
ENSG00000163472	ENSG00000183421	0.197216	NA	5536	Trans
ENSG00000062485	ENSG00000184887	0.197215	NA	5537	Trans
ENSG00000173546	ENSG00000173599	0.197211	NA	5538	Trans
ENSG00000183048	ENSG00000206527	0.197206	NA	5539	Trans
ENSG00000151552	ENSG00000189077	0.1972	NA	5540	Trans
ENSG00000161558	ENSG00000167705	0.197196	NA	5541	Trans
ENSG00000075218	ENSG00000109805	0.197191	NA	5542	Trans
ENSG00000135441	ENSG00000154079	0.197188	NA	5543	Trans
ENSG00000105607	ENSG00000174791	0.197188	NA	5544	Trans
ENSG00000113657	ENSG00000169604	0.197186	NA	5545	Trans
ENSG00000100401	ENSG00000182872	0.197186	NA	5546	Trans
ENSG00000063241	ENSG00000127540	0.197185	53855813	5547	Inter-Cytoband
ENSG00000083290	ENSG00000117592	0.197183	NA	5548	Trans
ENSG00000163734	ENSG00000166483	0.197173	NA	5549	Trans
ENSG00000006712	ENSG00000149929	0.19717	NA	5550	Trans
ENSG00000116898	ENSG00000122971	0.197165	NA	5551	Trans
ENSG00000164209	ENSG00000174695	0.197164	27685290	5552	Inter-Cytoband
ENSG00000062485	ENSG00000108528	0.197159	NA	5553	Trans
ENSG00000112658	ENSG00000117228	0.197152	NA	5554	Trans
ENSG00000136521	ENSG00000156735	0.197148	NA	5555	Trans
ENSG00000162735	ENSG00000177119	0.197147	NA	5556	Trans
ENSG00000062485	ENSG00000117592	0.197133	NA	5557	Trans
ENSG00000177374	ENSG00000183801	0.197133	NA	5558	Trans
ENSG00000112294	ENSG00000184887	0.197133	NA	5559	Trans
ENSG00000104812	ENSG00000178741	0.197132	NA	5560	Trans
ENSG00000058668	ENSG00000168306	0.197121	NA	5561	Trans
ENSG00000134030	ENSG00000159399	0.197117	NA	5562	Trans
ENSG00000101182	ENSG00000196878	0.197115	NA	5563	Trans
ENSG00000158792	ENSG00000163602	0.197114	NA	5564	Trans
ENSG00000117592	ENSG00000245848	0.197114	NA	5565	Trans
ENSG00000139946	ENSG00000174950	0.197097	NA	5566	Trans
ENSG00000131828	ENSG00000146701	0.197095	NA	5567	Trans
ENSG00000130772	ENSG00000144231	0.197087	NA	5568	Trans
ENSG00000158156	ENSG00000179476	0.197087	NA	5569	Trans
ENSG00000075218	ENSG00000123485	0.197081	NA	5570	Trans
ENSG00000109674	ENSG00000113368	0.197068	NA	5571	Trans
ENSG00000088986	ENSG00000164077	0.197065	NA	5572	Trans
ENSG00000119638	ENSG00000137200	0.197052	NA	5573	Trans
ENSG00000099785	ENSG00000169764	0.197043	NA	5574	Trans
ENSG00000120784	ENSG00000179476	0.197036	NA	5575	Trans
ENSG00000130522	ENSG00000148339	0.197029	NA	5576	Trans
ENSG00000133773	ENSG00000171169	0.197029	NA	5577	Trans
ENSG00000178184	ENSG00000205038	0.197026	NA	5578	Trans
ENSG00000116353	ENSG00000171992	0.197024	NA	5579	Trans
ENSG00000030582	ENSG00000118855	0.197022	NA	5580	Trans
ENSG00000125459	ENSG00000172943	0.197016	NA	5581	Trans
ENSG00000007080	ENSG00000175550	0.197014	NA	5582	Trans
ENSG00000092445	ENSG00000115425	0.197013	NA	5583	Trans
ENSG00000135069	ENSG00000158458	0.196996	NA	5584	Trans
ENSG00000182674	ENSG00000183114	0.196996	NA	5585	Trans
ENSG00000171219	ENSG00000253313	0.196995	NA	5586	Trans
ENSG00000117054	ENSG00000136521	0.196993	NA	5587	Trans
ENSG00000131828	ENSG00000163512	0.196985	NA	5588	Trans
ENSG00000144233	ENSG00000163602	0.196985	NA	5589	Trans
ENSG00000067167	ENSG00000185728	0.196981	7404889	5590	Inter-Cytoband
ENSG00000123080	ENSG00000146729	0.196977	NA	5591	Trans
ENSG00000123240	ENSG00000163069	0.196973	NA	5592	Trans
ENSG00000166839	ENSG00000179295	0.196963	NA	5593	Trans
ENSG00000006576	ENSG00000158773	0.196958	NA	5594	Trans
ENSG00000100568	ENSG00000180354	0.196951	NA	5595	Trans
ENSG00000006062	ENSG00000029363	0.196948	NA	5596	Trans
ENSG00000160789	ENSG00000185347	0.196944	NA	5597	Trans
ENSG00000100077	ENSG00000183048	0.196943	NA	5598	Trans
ENSG00000104886	ENSG00000138796	0.196936	NA	5599	Trans
ENSG00000105355	ENSG00000146576	0.196934	NA	5600	Trans
ENSG00000153404	ENSG00000182795	0.196934	NA	5601	Trans
ENSG00000146700	ENSG00000166548	0.196931	NA	5602	Trans
ENSG00000162819	ENSG00000177125	0.196929	NA	5603	Trans
ENSG00000243232	ENSG00000248383	0.196928	39866	5604	Intra-Cytoband
ENSG00000137393	ENSG00000179094	0.196913	NA	5605	Trans
ENSG00000121316	ENSG00000178202	0.196907	NA	5606	Trans
ENSG00000165868	ENSG00000171914	0.196906	NA	5607	Trans
ENSG00000170260	ENSG00000175768	0.1969	NA	5608	Trans
ENSG00000075218	ENSG00000135451	0.196892	NA	5609	Trans
ENSG00000117592	ENSG00000118596	0.19689	NA	5610	Trans
ENSG00000100842	ENSG00000102893	0.196886	NA	5611	Trans
ENSG00000168175	ENSG00000196428	0.196885	NA	5612	Trans
ENSG00000159388	ENSG00000184557	0.196881	NA	5613	Trans
ENSG00000071994	ENSG00000153317	0.196879	NA	5614	Trans
ENSG00000124596	ENSG00000131791	0.196873	NA	5615	Trans
ENSG00000120925	ENSG00000167202	0.196873	NA	5616	Trans
ENSG00000135677	ENSG00000196715	0.196873	NA	5617	Trans
ENSG00000160183	ENSG00000168143	0.196871	NA	5618	Trans
ENSG00000170345	ENSG00000177125	0.196866	NA	5619	Trans
ENSG00000034152	ENSG00000111276	0.196864	NA	5620	Trans
ENSG00000104812	ENSG00000167613	0.196862	5383259	5621	Inter-Cytoband
ENSG00000112972	ENSG00000113161	0.196861	32046934	5622	Inter-Cytoband
ENSG00000184898	ENSG00000222009	0.196851	NA	5623	Trans
ENSG00000060237	ENSG00000076826	0.196845	NA	5624	Trans
ENSG00000102802	ENSG00000137675	0.19684	NA	5625	Trans
ENSG00000157514	ENSG00000168874	0.196823	NA	5626	Trans
ENSG00000196715	ENSG00000258311	0.196822	NA	5627	Trans
ENSG00000092445	ENSG00000184602	0.196819	NA	5628	Trans
ENSG00000224389	ENSG00000244731	0.196817	32771	5629	Intra-Cytoband
ENSG00000103496	ENSG00000135506	0.196815	NA	5630	Trans
ENSG00000182103	ENSG00000198087	0.196815	NA	5631	Trans
ENSG00000096696	ENSG00000147475	0.196811	NA	5632	Trans
ENSG00000003436	ENSG00000198835	0.196801	NA	5633	Trans
ENSG00000105821	ENSG00000109536	0.1968	NA	5634	Trans
ENSG00000101353	ENSG00000161533	0.196796	NA	5635	Trans
ENSG00000139687	ENSG00000185728	0.196794	NA	5636	Trans
