chr	start	end	id	score	phits	ghits	near_region	near_distance	type
4	132650809	132651081	MACS_peak_15589	366.02	0	0	ENSG00000142731	4751613	intergen
4	133146798	133147047	MACS_peak_15590	485.56	0	0	ENSG00000142731	5247602	intergen
4	134212888	134213169	MACS_peak_15591	50.92	0	0	ENSG00000109390	5048710	intergen
4	134567737	134568191	MACS_peak_15592	953.02	0	0	ENSG00000109390	4693688	intergen
4	134831454	134831683	MACS_peak_15593	282.04	0	0	ENSG00000109390	4430196	intergen
4	134906567	134906776	MACS_peak_15594	473.4	0	0	ENSG00000109390	4355103	intergen
4	135007736	135008090	MACS_peak_15595	834.03	0	0	ENSG00000109390	4253789	intergen
4	135179369	135179676	MACS_peak_15596	54.02	0	0	ENSG00000109390	4082203	intergen
4	135179797	135180040	MACS_peak_15597	61.35	0	0	ENSG00000109390	4081839	intergen
4	135181521	135181848	MACS_peak_15598	140.21	0	0	ENSG00000109390	4080031	intergen
4	135182442	135182812	MACS_peak_15599	53.58	0	0	ENSG00000109390	4079067	intergen
4	135182815	135183188	MACS_peak_15600	165.34	0	0	ENSG00000109390	4078691	intergen
4	135864485	135864693	MACS_peak_15601	459.7	0	0	ENSG00000109390	3397186	intergen
4	136835868	136836001	MACS_peak_15602	960.62	0	0	ENSG00000109390	2425878	intergen
4	136864597	136864903	MACS_peak_15603	722.05	0	0	ENSG00000109390	2396976	intergen
4	137164663	137165080	MACS_peak_15604	611.54	0	0	ENSG00000109390	2096799	intergen
4	137268618	137268844	MACS_peak_15605	848.95	0	0	ENSG00000109390	1993035	intergen
4	137501767	137502094	MACS_peak_15606	89.02	0	0	ENSG00000109390	1759785	intergen
4	137831344	137831545	MACS_peak_15607	333.06	0	0	ENSG00000109390	1430334	intergen
4	138035721	138036034	MACS_peak_15608	488.85	0	0	ENSG00000109390	1225845	intergen
4	138357447	138357736	MACS_peak_15610	149.97	0	0	ENSG00000109390	904143	intergen
4	138442867	138443110	MACS_peak_15612	495.06	0	0	ENSG00000109390	818769	intergen
4	138860397	138860780	MACS_peak_15613	178.37	0	0	ENSG00000109390	401099	intergen
4	139619709	139619916	MACS_peak_15614	1134.69	0	0	ENSG00000164134	199675	intergen
4	139831885	139832122	MACS_peak_15615	406.23	0	0	ENSG00000164134	411851	intergen
4	139944617	139944991	MACS_peak_15616	57.86	0	0	ENSG00000153130	307294	intergen
4	140360108	140360378	MACS_peak_15617	460.86	0	1	ENSG00000153130	0	gene
4	140416199	140416601	MACS_peak_15618	64.42	0	0	ENSG00000153130	30472	intergen
4	140523798	140524032	MACS_peak_15619	385.26	1	0	ENSG00000179387	0	promoter
4	140884497	140884793	MACS_peak_15620	445	0	0	ENSG00000179387	330726	intergen
4	140919952	140920355	MACS_peak_15621	63.13	0	0	ENSG00000179387	366181	intergen
4	141346204	141346450	MACS_peak_15622	485.56	0	0	ENSG00000179387	792433	intergen
4	141383489	141383781	MACS_peak_15623	69	0	0	ENSG00000179387	829718	intergen
4	141703606	141703757	MACS_peak_15624	1434.33	0	0	ENSG00000179387	1149835	intergen
4	142255769	142256039	MACS_peak_15625	88.77	0	0	ENSG00000153147	1252423	intergen
4	142693475	142693631	MACS_peak_15626	562.95	0	0	ENSG00000153147	814831	intergen
4	142782812	142783053	MACS_peak_15627	52.82	0	0	ENSG00000153147	725409	intergen
4	142917436	142917568	MACS_peak_15628	792.17	0	0	ENSG00000153147	590894	intergen
4	143085368	143085656	MACS_peak_15629	449.72	0	0	ENSG00000153147	422806	intergen
4	143171675	143171940	MACS_peak_15630	69.69	0	0	ENSG00000153147	336522	intergen
4	143238337	143238475	MACS_peak_15631	1148.16	0	0	ENSG00000153147	269987	intergen
4	143303255	143303387	MACS_peak_15632	1116.4	0	0	ENSG00000153147	205075	intergen
4	143449180	143449562	MACS_peak_15633	52.41	0	0	ENSG00000153147	58900	intergen
4	143659434	143659854	MACS_peak_15634	61.72	0	0	ENSG00000153147	101947	intergen
4	143676115	143676476	MACS_peak_15635	72.39	0	0	ENSG00000153147	118628	intergen
4	143804875	143805108	MACS_peak_15636	131.91	0	0	ENSG00000153147	247388	intergen
4	143810500	143810852	MACS_peak_15637	2877.68	0	0	ENSG00000153147	253013	intergen
4	144021679	144021957	MACS_peak_15639	442.5	0	0	ENSG00000153147	464192	intergen
4	144143023	144143277	MACS_peak_15640	511.33	0	0	ENSG00000153147	585536	intergen
4	144239699	144239947	MACS_peak_15641	90.78	0	0	ENSG00000164162	586960	intergen
4	144684128	144684274	MACS_peak_15642	1064.75	0	0	ENSG00000164162	142633	intergen
4	144748488	144748702	MACS_peak_15643	164.16	0	0	ENSG00000164162	78205	intergen
4	144811202	144811578	MACS_peak_15644	58.28	0	0	ENSG00000164162	15329	intergen
4	145009917	145010205	MACS_peak_15645	96.57	0	1	ENSG00000164162	0	gene
4	145378121	145378476	MACS_peak_15646	106.53	0	0	ENSG00000164164	197959	intergen
4	145609813	145610209	MACS_peak_15647	506.71	0	1	ENSG00000151611	0	gene
4	145895624	145895876	MACS_peak_15648	613.04	0	0	ENSG00000151611	235588	intergen
4	146001102	146001354	MACS_peak_15649	108.7	0	0	ENSG00000151611	341066	intergen
4	146304989	146305267	MACS_peak_15650	103.94	0	0	ENSG00000137473	396370	intergen
4	146342679	146342918	MACS_peak_15651	516.86	0	0	ENSG00000137473	358719	intergen
4	146350989	146351373	MACS_peak_15652	67.33	0	0	ENSG00000137473	350264	intergen
4	146353438	146353655	MACS_peak_15653	56.85	0	0	ENSG00000137473	347982	intergen
4	146668709	146669122	MACS_peak_15654	69.82	0	0	ENSG00000137473	32515	intergen
4	146814704	146814857	MACS_peak_15655	506.18	0	1	ENSG00000137473	0	gene
4	146893184	146893652	MACS_peak_15656	147.58	0	1	ENSG00000137473	0	gene
4	146916572	146917001	MACS_peak_15657	974.86	0	1	ENSG00000137473	0	gene
4	147160962	147161253	MACS_peak_15658	830.86	0	0	ENSG00000137473	215079	intergen
4	147452486	147452914	MACS_peak_15660	103.55	0	0	ENSG00000164168	159468	intergen
4	147468216	147468562	MACS_peak_15661	53.59	0	0	ENSG00000164168	143820	intergen
4	147470215	147470516	MACS_peak_15662	203.85	0	0	ENSG00000164168	141866	intergen
4	147708220	147708618	MACS_peak_15663	1048.74	0	0	ENSG00000164168	36175	intergen
4	147784382	147784709	MACS_peak_15664	546.09	0	0	ENSG00000164168	112337	intergen
4	147784735	147784978	MACS_peak_15665	501.16	0	0	ENSG00000164168	112690	intergen
4	147837331	147837718	MACS_peak_15666	629.43	0	0	ENSG00000164168	165286	intergen
4	147866784	147867051	MACS_peak_15667	462.79	0	0	ENSG00000164168	194739	intergen
4	148241121	148241439	MACS_peak_15668	103.45	0	0	ENSG00000164168	569076	intergen
4	148667152	148667474	MACS_peak_15669	430.51	0	0	ENSG00000164168	995107	intergen
4	148977953	148978283	MACS_peak_15670	142.05	0	0	ENSG00000164168	1305908	intergen
4	149088909	149089378	MACS_peak_15671	66.96	0	0	ENSG00000164168	1416864	intergen
4	149130151	149130569	MACS_peak_15672	114.31	0	0	ENSG00000164168	1458106	intergen
4	149131259	149131712	MACS_peak_15673	110.89	0	0	ENSG00000164168	1459214	intergen
4	149356294	149356566	MACS_peak_15674	69	0	0	ENSG00000164168	1684249	intergen
4	149524754	149524979	MACS_peak_15675	794.58	0	0	ENSG00000145425	1569593	intergen
4	149592693	149592981	MACS_peak_15676	55.56	0	0	ENSG00000145425	1501591	intergen
4	149593833	149594242	MACS_peak_15677	146.38	0	0	ENSG00000145425	1500330	intergen
4	149816178	149816549	MACS_peak_15678	64.33	0	0	ENSG00000145425	1278023	intergen
4	149817843	149818048	MACS_peak_15679	61.89	0	0	ENSG00000145425	1276524	intergen
4	149917926	149918306	MACS_peak_15681	77.14	0	0	ENSG00000145425	1176266	intergen
4	149918436	149918748	MACS_peak_15682	51.44	0	0	ENSG00000145425	1175824	intergen
4	149918943	149919370	MACS_peak_15683	75.11	0	0	ENSG00000145425	1175202	intergen
4	150174951	150175217	MACS_peak_15685	790	0	0	ENSG00000145425	919355	intergen
4	150195164	150195519	MACS_peak_15686	1069.92	0	0	ENSG00000145425	899053	intergen
4	150559672	150560034	MACS_peak_15687	896.32	0	0	ENSG00000145425	534538	intergen
4	151198289	151198520	MACS_peak_15688	483.43	0	0	ENSG00000145425	93636	intergen
4	151234577	151234868	MACS_peak_15689	314.21	0	0	ENSG00000145425	129924	intergen
4	151591674	151592021	MACS_peak_15690	172.42	0	0	ENSG00000145425	487021	intergen
4	152139478	152139901	MACS_peak_15691	93.33	0	0	ENSG00000164144	635035	intergen
4	152631692	152631940	MACS_peak_15692	389.4	0	0	ENSG00000164144	142996	intergen
4	152922121	152922388	MACS_peak_15693	67.03	0	0	ENSG00000164144	3657	intergen
4	152923131	152923438	MACS_peak_15694	59.31	0	0	ENSG00000164144	4667	intergen
4	154104257	154104547	MACS_peak_15695	63.52	0	0	ENSG00000145428	344021	intergen
4	154170308	154170500	MACS_peak_15696	124.93	0	0	ENSG00000145428	410072	intergen
4	154172219	154172555	MACS_peak_15697	114.74	0	0	ENSG00000145428	411983	intergen
4	154622632	154623029	MACS_peak_15698	1271.44	0	0	ENSG00000145428	862396	intergen
4	154807088	154807356	MACS_peak_15699	587.27	0	0	ENSG00000164116	854354	intergen
4	154928777	154929043	MACS_peak_15700	995.85	0	0	ENSG00000164116	732667	intergen
4	155031579	155031832	MACS_peak_15701	302.07	0	0	ENSG00000164116	629878	intergen
4	155861588	155861795	MACS_peak_15703	613.04	0	0	ENSG00000061918	53996	intergen
4	156289473	156289810	MACS_peak_15704	113.53	0	0	ENSG00000145431	465643	intergen
4	156475468	156475780	MACS_peak_15705	555.79	0	0	ENSG00000145431	279673	intergen
4	156494815	156495076	MACS_peak_15706	592.77	0	0	ENSG00000145431	260377	intergen
4	156617835	156618113	MACS_peak_15707	455.81	0	0	ENSG00000145431	137340	intergen
4	156968469	156968873	MACS_peak_15708	619.12	0	1	ENSG00000145431	0	gene
4	156983347	156983701	MACS_peak_15709	529.74	0	0	ENSG00000145431	11952	intergen
4	157355810	157356179	MACS_peak_15710	894.13	0	0	ENSG00000109738	183719	intergen
4	158089601	158089913	MACS_peak_15711	102.99	0	0	ENSG00000164125	29560	intergen
4	158479354	158479558	MACS_peak_15712	343.13	0	0	ENSG00000164124	223942	intergen
4	158546638	158547009	MACS_peak_15713	59.69	0	0	ENSG00000164124	291226	intergen
4	158856893	158857144	MACS_peak_15714	613.04	0	0	ENSG00000164124	601481	intergen
4	159146011	159146379	MACS_peak_15715	488.85	0	0	ENSG00000164124	890599	intergen
4	159316087	159316472	MACS_peak_15716	950.42	0	0	ENSG00000164124	1060675	intergen
4	159446438	159446787	MACS_peak_15717	466.95	0	0	ENSG00000164124	1191026	intergen
4	159807020	159807354	MACS_peak_15718	60.1	0	0	ENSG00000164124	1551608	intergen
4	159900704	159901048	MACS_peak_15719	405.97	0	0	ENSG00000164124	1645292	intergen
4	159931881	159932358	MACS_peak_15720	58.39	0	0	ENSG00000164124	1676469	intergen
4	160278802	160279154	MACS_peak_15721	110.41	0	0	ENSG00000164124	2023390	intergen
4	160331654	160331789	MACS_peak_15722	574.63	0	0	ENSG00000164124	2076242	intergen
4	160477987	160478326	MACS_peak_15724	365.42	0	0	ENSG00000164124	2222575	intergen
4	160568444	160568719	MACS_peak_15725	457.69	0	0	ENSG00000164124	2313032	intergen
4	160623443	160623792	MACS_peak_15726	486.39	0	0	ENSG00000164124	2368031	intergen
4	160660296	160660606	MACS_peak_15727	477.04	0	0	ENSG00000164124	2404884	intergen
4	160705869	160706170	MACS_peak_15728	85.72	0	0	ENSG00000145414	2398902	intergen
4	160851186	160851396	MACS_peak_15729	780.06	0	0	ENSG00000145414	2253676	intergen
4	160872098	160872315	MACS_peak_15730	496.96	0	0	ENSG00000145414	2232757	intergen
4	161550977	161551298	MACS_peak_15731	57.3	0	0	ENSG00000145414	1553774	intergen
4	161563151	161563409	MACS_peak_15732	864.19	0	0	ENSG00000145414	1541663	intergen
4	161564309	161564676	MACS_peak_15733	522.32	0	0	ENSG00000145414	1540396	intergen
4	161613334	161613481	MACS_peak_15734	1061.69	0	0	ENSG00000145414	1491591	intergen
4	161618229	161618631	MACS_peak_15735	69.98	0	0	ENSG00000145414	1486441	intergen
4	161619005	161619253	MACS_peak_15736	120.49	0	0	ENSG00000145414	1485819	intergen
4	161832327	161832641	MACS_peak_15737	155.34	0	0	ENSG00000145414	1272431	intergen
4	162131323	162131621	MACS_peak_15738	692.37	0	0	ENSG00000145414	973451	intergen
4	162695869	162696318	MACS_peak_15739	506.92	0	0	ENSG00000145414	408754	intergen
4	163548540	163548820	MACS_peak_15740	454.58	0	0	ENSG00000198498	28000	intergen
4	163550180	163550618	MACS_peak_15741	599.79	0	0	ENSG00000198498	29640	intergen
4	163554928	163555303	MACS_peak_15742	760.94	0	0	ENSG00000198498	34388	intergen
4	163637961	163638287	MACS_peak_15743	153.59	0	0	ENSG00000198498	117421	intergen
4	164340914	164341046	MACS_peak_15746	1116.4	0	0	ENSG00000198498	820374	intergen
4	164545795	164546134	MACS_peak_15747	58.54	0	0	ENSG00000198498	1025255	intergen
4	164546803	164547090	MACS_peak_15748	51.22	0	0	ENSG00000198498	1026263	intergen
4	164671078	164671487	MACS_peak_15749	57.86	0	0	ENSG00000198498	1150538	intergen
4	164742410	164742566	MACS_peak_15750	988	0	0	ENSG00000198498	1221870	intergen
4	165340713	165340917	MACS_peak_15751	629.38	0	0	ENSG00000198498	1820173	intergen
4	165350074	165350215	MACS_peak_15752	616.1	0	0	ENSG00000198498	1829534	intergen
4	166118197	166118359	MACS_peak_15754	770.61	0	0	ENSG00000137628	2092933	intergen
4	166270841	166271261	MACS_peak_15755	192.53	0	0	ENSG00000137628	1940031	intergen
4	166408877	166409143	MACS_peak_15756	488.85	0	0	ENSG00000137628	1802149	intergen
4	166603710	166603871	MACS_peak_15758	472.38	0	0	ENSG00000137628	1607421	intergen
4	166643435	166643673	MACS_peak_15759	406.99	0	0	ENSG00000137628	1567619	intergen
4	166950374	166950778	MACS_peak_15760	50.05	0	0	ENSG00000137628	1260514	intergen
4	166953282	166953598	MACS_peak_15761	69.69	0	0	ENSG00000137628	1257694	intergen
4	167059102	167059484	MACS_peak_15762	52.69	0	0	ENSG00000137628	1151808	intergen
4	167109221	167109613	MACS_peak_15763	508.79	0	0	ENSG00000137628	1101679	intergen
4	167205243	167205672	MACS_peak_15764	1511.93	0	0	ENSG00000137628	1005620	intergen
4	167272664	167272996	MACS_peak_15765	58.73	0	0	ENSG00000137628	938296	intergen
4	167276204	167276490	MACS_peak_15766	51.57	0	0	ENSG00000137628	934802	intergen
4	167278282	167278614	MACS_peak_15767	58.33	0	0	ENSG00000137628	932678	intergen
4	167314339	167314595	MACS_peak_15768	69	0	0	ENSG00000137628	896697	intergen
4	167498315	167498561	MACS_peak_15769	485.56	0	0	ENSG00000137628	712731	intergen
4	167574167	167574523	MACS_peak_15770	413.31	0	0	ENSG00000137628	636769	intergen
4	167631457	167631769	MACS_peak_15771	265.34	0	0	ENSG00000137628	579523	intergen
4	167707941	167708320	MACS_peak_15772	56.38	0	0	ENSG00000137628	502972	intergen
4	168445800	168446087	MACS_peak_15774	82.13	0	1	ENSG00000181381	0	gene
4	168870267	168870532	MACS_peak_15775	464.09	0	1	ENSG00000145439	0	gene
4	169810235	169810590	MACS_peak_15776	529.16	0	0	ENSG00000154447	539129	intergen
4	169931478	169931762	MACS_peak_15777	575.25	0	0	ENSG00000154447	660372	intergen
4	169960045	169960369	MACS_peak_15778	662.91	0	0	ENSG00000154447	688939	intergen
4	170047795	170048068	MACS_peak_15779	749.8	0	0	ENSG00000154447	776689	intergen
4	170081277	170081553	MACS_peak_15780	443.74	0	0	ENSG00000154447	810171	intergen
4	170254662	170254887	MACS_peak_15781	220.52	0	0	ENSG00000154447	983556	intergen
4	170264122	170264550	MACS_peak_15782	51.48	0	0	ENSG00000154447	993016	intergen
4	170473427	170473757	MACS_peak_15783	172.39	0	0	ENSG00000154447	1202321	intergen
4	170592036	170592251	MACS_peak_15785	575.31	0	0	ENSG00000154447	1320930	intergen
4	170785524	170785913	MACS_peak_15786	64.79	0	0	ENSG00000154447	1514418	intergen
4	170853407	170853711	MACS_peak_15787	954.27	0	0	ENSG00000154447	1582301	intergen
4	171517228	171517370	MACS_peak_15788	868.02	0	0	ENSG00000164104	1809324	intergen
4	171785469	171785668	MACS_peak_15789	809.56	0	0	ENSG00000164104	1541026	intergen
4	172296520	172296866	MACS_peak_15790	62.38	0	0	ENSG00000164104	1029828	intergen
4	172442469	172442705	MACS_peak_15791	438.57	0	0	ENSG00000164104	883989	intergen
4	172452043	172452278	MACS_peak_15792	640.49	0	0	ENSG00000164104	874416	intergen
4	172736579	172736780	MACS_peak_15793	550.57	0	0	ENSG00000164104	589914	intergen
4	172981666	172981816	MACS_peak_15794	1162.47	0	0	ENSG00000164104	344878	intergen
4	173013447	173013825	MACS_peak_15795	516.25	0	0	ENSG00000164104	312869	intergen
4	173268334	173268553	MACS_peak_15796	729.14	0	0	ENSG00000164104	58141	intergen
4	173483100	173483362	MACS_peak_15797	466.05	0	0	ENSG00000164104	147974	intergen
4	173732318	173732453	MACS_peak_15800	1079.97	0	0	ENSG00000164104	397192	intergen
4	173739521	173739759	MACS_peak_15801	281.68	0	0	ENSG00000164104	404395	intergen
4	173813884	173814143	MACS_peak_15802	488.85	0	0	ENSG00000164117	417514	intergen
4	173888806	173889268	MACS_peak_15803	662.91	0	0	ENSG00000164117	342389	intergen
4	173965048	173965339	MACS_peak_15804	151.15	0	0	ENSG00000164117	266318	intergen
4	174089542	174089704	MACS_peak_15805	1074.92	0	0	ENSG00000164117	141953	intergen
4	174305804	174306148	MACS_peak_15806	657.74	0	1	ENSG00000164118	0	gene
4	174319067	174319490	MACS_peak_15807	1382.4	0	1	ENSG00000164118	0	gene
4	174414621	174414911	MACS_peak_15808	50.92	0	0	ENSG00000164118	81240	intergen
4	174414953	174415165	MACS_peak_15809	122	0	0	ENSG00000164118	81572	intergen
4	174632185	174632511	MACS_peak_15810	670.69	0	0	ENSG00000164118	298804	intergen
4	174724424	174724724	MACS_peak_15811	1241.27	0	0	ENSG00000164118	391043	intergen
4	174764127	174764452	MACS_peak_15812	1236.43	0	0	ENSG00000164118	430746	intergen
4	174862943	174863168	MACS_peak_15813	669.59	0	0	ENSG00000164118	529562	intergen
4	175020840	175021207	MACS_peak_15814	170.56	0	0	ENSG00000164118	687459	intergen
4	175257673	175257978	MACS_peak_15815	50.92	0	0	ENSG00000164118	924292	intergen
4	175269940	175270246	MACS_peak_15816	795.66	0	0	ENSG00000164118	936559	intergen
4	175312433	175312682	MACS_peak_15817	605.32	0	0	ENSG00000164118	979052	intergen
4	175535667	175535971	MACS_peak_15819	84.53	0	0	ENSG00000164118	1202286	intergen
4	175666495	175666730	MACS_peak_15821	516.86	0	0	ENSG00000164118	1333114	intergen
4	175812194	175812345	MACS_peak_15822	1111.86	0	0	ENSG00000164118	1478813	intergen
4	176693318	176693734	MACS_peak_15824	88.4	0	0	ENSG00000109674	611101	intergen
4	176983709	176983852	MACS_peak_15825	1264.23	0	0	ENSG00000109674	320983	intergen
4	177587425	177587701	MACS_peak_15826	457.06	0	0	ENSG00000109674	224481	intergen
4	177870217	177870433	MACS_peak_15827	411.95	0	0	ENSG00000109674	507273	intergen
4	178017923	178018217	MACS_peak_15828	142.72	0	0	ENSG00000109674	654979	intergen
4	179638464	179638828	MACS_peak_15829	57.32	0	0	ENSG00000109674	2275520	intergen
4	179647721	179647985	MACS_peak_15830	380.3	0	0	ENSG00000109674	2284777	intergen
4	179868857	179869012	MACS_peak_15831	901.33	0	0	ENSG00000109674	2505913	intergen
4	180348797	180348934	MACS_peak_15832	480.85	0	0	ENSG00000109674	2985853	intergen
4	180507609	180507988	MACS_peak_15834	178.37	0	0	ENSG00000168564	2931602	intergen
4	181318931	181319076	MACS_peak_15836	539.27	0	0	ENSG00000168564	2120514	intergen
4	181577060	181577427	MACS_peak_15837	249.91	0	0	ENSG00000168564	1862163	intergen
4	182935408	182935755	MACS_peak_15838	63.89	0	0	ENSG00000168564	503835	intergen
4	184759530	184759847	MACS_peak_15839	63.13	0	0	ENSG00000164305	110020	intergen
4	186044580	186044894	MACS_peak_15840	210.76	0	0	ENSG00000145476	141625	intergen
4	186362959	186363275	MACS_peak_15841	553.16	0	0	ENSG00000164344	104487	intergen
4	187131321	187131678	MACS_peak_15842	69	0	0	ENSG00000164344	872849	intergen
4	187169365	187169644	MACS_peak_15843	1123.24	0	0	ENSG00000164344	910893	intergen
4	187828484	187828627	MACS_peak_15844	667.47	0	0	ENSG00000164344	1570012	intergen
4	188621075	188621290	MACS_peak_15845	1078.36	0	0	ENSG00000164344	2362603	intergen
4	189202224	189202590	MACS_peak_15846	408.57	0	0	ENSG00000164344	2943752	intergen
4	189904470	189904677	MACS_peak_15847	397.9	0	0	ENSG00000164344	3645998	intergen
4	189912300	189912501	MACS_peak_15848	1034.57	0	0	ENSG00000164344	3653828	intergen
4	190047648	190047921	MACS_peak_15849	616.54	0	0	ENSG00000164344	3789176	intergen
4	190104818	190105166	MACS_peak_15850	404.2	0	0	ENSG00000164344	3846346	intergen
5	21682	21940	MACS_peak_15858	626.84	0	0	ENSG00000164366	169930	intergen
5	60738	61001	MACS_peak_15859	149.97	0	0	ENSG00000164366	130869	intergen
5	188472	188800	MACS_peak_15860	427.34	0	0	ENSG00000164366	3070	intergen
5	650037	650389	MACS_peak_15861	229.83	0	0	ENSG00000171368	4472	intergen
5	903171	903433	MACS_peak_15862	1002.15	0	0	ENSG00000028310	10346	intergen
5	993204	993479	MACS_peak_15863	265.34	0	0	ENSG00000028310	100379	intergen
5	1008601	1008794	MACS_peak_15864	678.9	0	0	ENSG00000028310	115776	intergen
5	1307679	1307923	MACS_peak_15865	501.16	0	0	ENSG00000049656	4820	intergen
5	1641653	1641943	MACS_peak_15866	586.2	0	0	ENSG00000145494	154456	intergen
5	1646347	1646680	MACS_peak_15867	84.22	0	0	ENSG00000145494	149719	intergen
5	1653891	1654251	MACS_peak_15868	1035.18	0	0	ENSG00000145494	142148	intergen
5	1713299	1713676	MACS_peak_15869	87.64	0	0	ENSG00000145494	82723	intergen
5	2146201	2146543	MACS_peak_15873	208.27	0	0	ENSG00000145494	329595	intergen
5	3057010	3057227	MACS_peak_15875	496.96	0	0	ENSG00000186493	301612	intergen
5	3443654	3444025	MACS_peak_15876	51.33	0	0	ENSG00000186493	688256	intergen
5	3508774	3508933	MACS_peak_15877	592.81	0	0	ENSG00000186493	753376	intergen
5	4190946	4191159	MACS_peak_15879	561.02	0	0	ENSG00000164151	1224504	intergen
5	4566715	4567026	MACS_peak_15880	312.33	0	0	ENSG00000164151	848637	intergen
5	4862623	4862918	MACS_peak_15881	567.38	0	0	ENSG00000164151	552745	intergen
5	5467435	5467694	MACS_peak_15882	578.34	0	1	ENSG00000164151	0	gene
5	5680904	5681121	MACS_peak_15883	580.62	0	0	ENSG00000164151	190669	intergen
5	6647227	6647512	MACS_peak_15884	158.81	0	0	ENSG00000037474	13935	intergen
5	6765740	6766080	MACS_peak_15885	660.56	0	0	ENSG00000112941	8691	intergen
5	6967247	6967701	MACS_peak_15886	113.5	0	0	ENSG00000112941	210198	intergen
5	7173111	7173392	MACS_peak_15887	91.45	0	0	ENSG00000112941	416062	intergen
5	7197971	7198338	MACS_peak_15888	67.7	0	0	ENSG00000112941	440922	intergen
5	7605276	7605758	MACS_peak_15889	66.62	0	0	ENSG00000124275	240427	intergen
5	7816321	7816541	MACS_peak_15891	883.81	0	0	ENSG00000124275	29644	intergen
5	7839853	7840033	MACS_peak_15892	701.06	0	0	ENSG00000124275	6152	intergen
5	7868113	7868381	MACS_peak_15893	853.65	0	2	ENSG00000124275	0	gene
5	8161490	8161882	MACS_peak_15894	201.68	0	0	ENSG00000124275	255464	intergen
5	8162252	8162658	MACS_peak_15895	73.1	0	0	ENSG00000124275	256226	intergen
5	8163255	8163608	MACS_peak_15896	60.54	0	0	ENSG00000124275	257229	intergen
5	8352483	8352741	MACS_peak_15897	468.72	0	0	ENSG00000124275	446457	intergen
5	8993045	8993400	MACS_peak_15899	341.31	0	0	ENSG00000124275	1087019	intergen
5	9387704	9388012	MACS_peak_15900	435.51	0	0	ENSG00000150756	833317	intergen
5	9758995	9759196	MACS_peak_15901	551.87	0	0	ENSG00000150756	462133	intergen
5	9840757	9840899	MACS_peak_15902	740.33	0	0	ENSG00000150756	380430	intergen
5	9898400	9898758	MACS_peak_15903	412.35	0	0	ENSG00000150756	322571	intergen
5	10060065	10060279	MACS_peak_15904	746.04	0	0	ENSG00000150756	161050	intergen
5	10249796	10250027	MACS_peak_15905	1377.45	0	0	ENSG00000150756	0	intergen
5	10347393	10347779	MACS_peak_15907	511.95	0	0	ENSG00000145495	923	intergen
5	10452772	10452976	MACS_peak_15908	1171.45	0	0	ENSG00000145495	12383	intergen
5	10759588	10759799	MACS_peak_15909	936.57	0	0	ENSG00000145495	319199	intergen
5	10863840	10864100	MACS_peak_15910	467.38	0	0	ENSG00000145495	423451	intergen
5	11267279	11267574	MACS_peak_15912	1298.93	0	0	ENSG00000145495	826890	intergen
5	11349491	11349754	MACS_peak_15913	454.55	0	0	ENSG00000145495	909102	intergen
5	11740291	11740619	MACS_peak_15915	89.02	0	0	ENSG00000145495	1299902	intergen
5	12080357	12080581	MACS_peak_15916	564.54	0	0	ENSG00000145495	1639968	intergen
5	12130684	12130987	MACS_peak_15917	150.39	0	0	ENSG00000145495	1690295	intergen
5	12253058	12253460	MACS_peak_15918	56.28	0	0	ENSG00000145495	1812669	intergen
5	12352445	12352636	MACS_peak_15919	866.35	0	0	ENSG00000145495	1912056	intergen
5	12705006	12705207	MACS_peak_15920	814.37	0	0	ENSG00000145495	2264617	intergen
5	13478952	13479267	MACS_peak_15921	808.97	0	0	ENSG00000173545	2967251	intergen
5	13976865	13977161	MACS_peak_15922	445	0	0	ENSG00000173545	2469357	intergen
5	14353162	14353295	MACS_peak_15923	1365.09	0	0	ENSG00000173545	2093223	intergen
5	14399107	14399438	MACS_peak_15924	425.78	0	0	ENSG00000173545	2047080	intergen
5	14416106	14416286	MACS_peak_15925	701.06	0	0	ENSG00000173545	2030232	intergen
5	14519360	14519824	MACS_peak_15926	1351.63	0	0	ENSG00000173545	1926694	intergen
5	14975324	14975457	MACS_peak_15927	1011.74	0	0	ENSG00000173545	1471061	intergen
5	15003572	15003741	MACS_peak_15928	1025.76	0	0	ENSG00000173545	1442777	intergen
5	15013853	15014234	MACS_peak_15929	401.71	0	0	ENSG00000173545	1432284	intergen
5	15235781	15236165	MACS_peak_15930	631.3	0	0	ENSG00000173545	1210353	intergen
5	15272371	15272682	MACS_peak_15931	129.15	0	0	ENSG00000173545	1173836	intergen
5	15274257	15274640	MACS_peak_15932	51.83	0	0	ENSG00000173545	1171878	intergen
5	15276950	15277230	MACS_peak_15933	62.38	0	0	ENSG00000173545	1169288	intergen
5	15875558	15875915	MACS_peak_15934	183.06	0	0	ENSG00000173545	570603	intergen
5	16022973	16023153	MACS_peak_15935	644.42	0	0	ENSG00000173545	423365	intergen
5	16456292	16456517	MACS_peak_15936	866.35	1	0	ENSG00000173545	0	promoter
5	16550406	16550652	MACS_peak_15937	763.02	0	0	ENSG00000173545	84613	intergen
5	16666855	16667194	MACS_peak_15938	421.69	0	0	ENSG00000173545	201062	intergen
5	16845018	16845212	MACS_peak_15939	848.95	0	0	ENSG00000173545	379225	intergen
5	16934121	16934391	MACS_peak_15940	460.86	0	0	ENSG00000173545	468328	intergen
5	17012026	17012205	MACS_peak_15941	531.2	0	0	ENSG00000173545	546233	intergen
