chr	start	end	id	score	size	phits	ghits	ohits	type
4	27835309	27835566	MACS_peak_14947	728.2	257	0	0	0	intergen
4	27861371	27861555	MACS_peak_14948	918.92	184	0	0	0	intergen
4	28410041	28410386	MACS_peak_14949	110.23	345	0	0	0	intergen
4	28599642	28599776	MACS_peak_14950	1098.16	134	0	0	1	other
4	28957521	28957784	MACS_peak_14951	591.18	263	0	0	0	intergen
4	29532282	29532471	MACS_peak_14952	204.96	189	0	0	0	intergen
4	29970569	29970872	MACS_peak_14953	440.97	303	0	0	0	intergen
4	30096912	30097124	MACS_peak_14954	1472.64	212	0	0	0	intergen
4	30269804	30270193	MACS_peak_14955	486.53	389	0	0	0	intergen
4	31233042	31233205	MACS_peak_14956	1549.78	163	0	0	0	intergen
4	31625507	31625794	MACS_peak_14957	701.46	287	0	0	0	intergen
4	31684595	31685043	MACS_peak_14958	97.38	448	0	0	0	intergen
4	31733940	31734229	MACS_peak_14959	488.85	289	0	0	0	intergen
4	31793922	31794244	MACS_peak_14960	549.27	322	0	0	0	intergen
4	31815558	31815834	MACS_peak_14961	457.06	276	0	0	0	intergen
4	31816337	31816719	MACS_peak_14962	1180.37	382	0	0	0	intergen
4	31817252	31817717	MACS_peak_14963	585.52	465	0	0	0	intergen
4	31817736	31818088	MACS_peak_14964	415.24	352	0	0	0	intergen
4	32016922	32017116	MACS_peak_14967	819.6	194	0	0	1	other
4	32126564	32126847	MACS_peak_14968	95.95	283	0	0	1	other
4	32130400	32130631	MACS_peak_14969	441.45	231	0	0	1	other
4	32832259	32832525	MACS_peak_14970	588.83	266	0	0	0	intergen
4	32840005	32840365	MACS_peak_14973	411.4	360	0	0	0	intergen
4	33060983	33061318	MACS_peak_14974	1199.31	335	0	0	0	intergen
4	33558135	33558533	MACS_peak_14975	96.97	398	0	0	0	intergen
4	33693354	33693692	MACS_peak_14976	534.92	338	0	0	0	intergen
4	33839560	33839891	MACS_peak_14977	77.11	331	0	0	1	other
4	34652712	34653115	MACS_peak_14978	57.86	403	0	0	0	intergen
4	35202075	35202385	MACS_peak_14979	557.12	310	0	0	0	intergen
4	35677971	35678315	MACS_peak_14981	61.13	344	0	0	0	intergen
4	35934449	35934723	MACS_peak_14982	847.52	274	0	0	0	intergen
4	36099326	36099564	MACS_peak_14983	1340.27	238	0	1	0	gen
4	36202216	36202448	MACS_peak_14984	510.52	232	0	1	0	gen
4	36381705	36382151	MACS_peak_14985	69.92	446	0	0	1	other
4	36906669	36906892	MACS_peak_14986	193.82	223	0	0	0	intergen
4	36976520	36976933	MACS_peak_14987	159.03	413	0	0	0	intergen
4	37940103	37940395	MACS_peak_14988	89.02	292	0	1	0	gen
4	37975577	37975826	MACS_peak_14989	744.66	249	0	1	0	gen
4	38077623	38077756	MACS_peak_14991	1098.16	133	0	1	0	gen
4	38339463	38339687	MACS_peak_14992	262.62	224	0	0	0	intergen
4	38380496	38380829	MACS_peak_14993	312.33	333	0	0	1	other
4	38675582	38675892	MACS_peak_14994	437.04	310	0	1	0	gen
4	38860949	38861164	MACS_peak_14995	596.79	215	0	0	0	intergen
4	39619322	39619546	MACS_peak_14996	1025.76	224	0	1	0	gen
4	39930211	39930351	MACS_peak_14997	603.93	140	0	1	0	gen
4	39976507	39976698	MACS_peak_14998	695.57	191	0	1	0	gen
4	40485967	40486105	MACS_peak_14999	1148.16	138	0	1	0	gen
4	40841054	40841326	MACS_peak_15000	459.58	272	0	1	0	gen
4	40976199	40976603	MACS_peak_15001	619.12	404	0	1	0	gen
4	41270579	41270925	MACS_peak_15002	64.79	346	0	0	0	intergen
4	41402069	41402378	MACS_peak_15003	70.69	309	0	1	0	gen
4	41530694	41530924	MACS_peak_15004	353.01	230	0	1	0	gen
4	41693543	41693916	MACS_peak_15005	518.99	373	0	1	0	gen
4	41888126	41888520	MACS_peak_15006	873.84	394	0	0	1	other
4	41958589	41958972	MACS_peak_15007	613.41	383	0	1	0	gen
4	42275053	42275398	MACS_peak_15008	76.3	345	0	0	0	intergen
4	42281927	42282343	MACS_peak_15009	612.12	416	0	0	1	other
4	43451438	43451810	MACS_peak_15010	519.54	372	0	0	0	intergen
4	43452092	43452539	MACS_peak_15011	834.88	447	0	0	0	intergen
4	43471989	43472253	MACS_peak_15012	464.74	264	0	0	1	other
4	43562116	43562351	MACS_peak_15013	516.86	235	0	0	0	intergen
4	43657736	43658128	MACS_peak_15014	124.4	392	0	0	0	intergen
4	43757676	43758027	MACS_peak_15015	415.73	351	0	0	0	intergen
4	44303122	44303445	MACS_peak_15016	103.97	323	0	1	0	gen
4	44493972	44494349	MACS_peak_15017	313.53	377	0	0	0	intergen
4	45015267	45015498	MACS_peak_15018	678.9	231	0	0	1	other
4	45184771	45185024	MACS_peak_15019	883.81	253	0	0	0	intergen
4	45547616	45547818	MACS_peak_15020	757.9	202	0	0	0	intergen
4	45653624	45653971	MACS_peak_15021	113.5	347	0	0	0	intergen
4	45654212	45654505	MACS_peak_15022	72.34	293	0	0	0	intergen
4	45721852	45722079	MACS_peak_15023	548.55	227	0	0	0	intergen
4	45807608	45807958	MACS_peak_15024	53.31	350	0	0	0	intergen
4	45915704	45915980	MACS_peak_15026	69	276	0	0	0	intergen
4	45933209	45933533	MACS_peak_15027	547.99	324	0	0	0	intergen
4	46467067	46467282	MACS_peak_15028	575.37	215	0	1	0	gen
4	46807539	46807819	MACS_peak_15029	578.19	280	0	1	0	gen
4	47122807	47123030	MACS_peak_15030	712.32	223	0	1	0	gen
4	47283258	47283407	MACS_peak_15032	689.09	149	0	1	0	gen
4	47564449	47564714	MACS_peak_15034	1141.07	265	0	1	0	gen
4	47668828	47669101	MACS_peak_15035	713.56	273	0	1	0	gen
4	48003518	48003869	MACS_peak_15036	779.13	351	0	2	0	gen
4	48104182	48104600	MACS_peak_15037	610.97	418	0	1	0	gen
4	48415638	48415923	MACS_peak_15038	76.59	285	0	1	0	gen
4	48649009	48649260	MACS_peak_15039	485.56	251	0	1	0	gen
4	48943830	48944110	MACS_peak_15040	722.05	280	0	0	0	intergen
4	48944724	48945042	MACS_peak_15041	551.85	318	0	0	0	intergen
4	49122169	49122484	MACS_peak_15047	169.66	315	0	0	0	intergen
4	49129479	49129780	MACS_peak_15049	66.61	301	0	0	0	intergen
4	49156836	49156993	MACS_peak_15058	101.13	157	0	0	0	intergen
4	49273596	49273830	MACS_peak_15059	382.21	234	0	0	0	intergen
4	49290008	49290323	MACS_peak_15060	65.37	315	0	0	0	intergen
4	49314795	49315127	MACS_peak_15061	1438.46	332	0	0	0	intergen
4	49510100	49510284	MACS_peak_15062	67.99	184	0	0	0	intergen
4	49512519	49512994	MACS_peak_15063	392.37	475	0	0	0	intergen
4	51796526	51796979	MACS_peak_15071	150.36	453	0	0	0	intergen
4	51798737	51799190	MACS_peak_15072	205.01	453	0	0	0	intergen
4	51800883	51801339	MACS_peak_15073	123.91	456	0	0	0	intergen
4	51807686	51808127	MACS_peak_15076	137.84	441	0	0	0	intergen
4	51809896	51810337	MACS_peak_15077	131.22	441	0	0	0	intergen
4	51814310	51814762	MACS_peak_15079	258.21	452	0	0	0	intergen
4	51976665	51976879	MACS_peak_15080	746.04	214	0	0	0	intergen
4	51985843	51986191	MACS_peak_15081	91.29	348	0	0	0	intergen
4	52167814	52168021	MACS_peak_15082	178.91	207	0	0	0	intergen
4	52394191	52394501	MACS_peak_15083	127.5	310	0	0	0	intergen
4	52449332	52449700	MACS_peak_15084	60.54	368	0	0	0	intergen
4	52540219	52540581	MACS_peak_15085	51.82	362	0	0	0	intergen
4	52818169	52818444	MACS_peak_15086	71.29	275	0	0	0	intergen
4	52896213	52896580	MACS_peak_15087	50.3	367	0	1	0	gen
4	53216954	53217195	MACS_peak_15088	270.08	241	0	1	0	gen
4	53313550	53313821	MACS_peak_15089	460.22	271	0	1	0	gen
4	53331476	53331875	MACS_peak_15090	97.64	399	0	1	0	gen
4	53407833	53408209	MACS_peak_15091	131.65	376	0	2	0	gen
4	53432806	53433181	MACS_peak_15092	391.26	375	0	2	0	gen
4	53491043	53491323	MACS_peak_15093	454.58	280	0	2	0	gen
4	53825630	53825928	MACS_peak_15095	50.54	298	0	1	0	gen
4	53882014	53882282	MACS_peak_15096	77.87	268	0	1	0	gen
4	53896855	53897226	MACS_peak_15097	178.37	371	0	1	0	gen
4	54063079	54063282	MACS_peak_15098	629.38	203	0	2	0	gen
4	54234336	54234595	MACS_peak_15099	726.32	259	0	2	0	gen
4	54647851	54647996	MACS_peak_15100	1044.89	145	0	0	0	intergen
4	55046399	55046621	MACS_peak_15102	119.34	222	0	0	0	intergen
4	55343010	55343155	MACS_peak_15103	1142.17	145	1	0	0	promoter
4	55400116	55400555	MACS_peak_15104	406.81	439	1	0	0	promoter
4	55510635	55510768	MACS_peak_15105	1396.21	133	0	1	0	gen
4	55710534	55710917	MACS_peak_15107	186.49	383	0	0	0	intergen
4	55845287	55845572	MACS_peak_15108	79.96	285	0	0	0	intergen
4	56303186	56303368	MACS_peak_15109	687.62	182	0	1	0	gen
4	56424917	56425149	MACS_peak_15110	532.66	232	0	1	1	gen
4	56685989	56686245	MACS_peak_15111	470.06	256	0	0	0	intergen
4	56800278	56800517	MACS_peak_15112	615.94	239	0	0	0	intergen
4	56888844	56889120	MACS_peak_15113	174.69	276	0	0	0	intergen
4	56960345	56960511	MACS_peak_15114	810.9	166	1	1	0	promoter
4	57164059	57164304	MACS_peak_15115	501.16	245	0	0	1	other
4	57298602	57298767	MACS_peak_15116	347.99	165	0	0	0	intergen
4	57326124	57326346	MACS_peak_15117	261.01	222	0	0	0	intergen
4	57478947	57479215	MACS_peak_15118	853.65	268	0	0	0	intergen
4	57519819	57520292	MACS_peak_15119	147.82	473	0	0	0	intergen
4	57534487	57534763	MACS_peak_15120	158.81	276	0	0	0	intergen
4	57664072	57664376	MACS_peak_15121	72.53	304	0	0	0	intergen
4	57770107	57770470	MACS_peak_15122	59.76	363	0	0	0	intergen
4	57886217	57886566	MACS_peak_15123	99.05	349	0	0	0	intergen
4	57918074	57918334	MACS_peak_15125	114.74	260	0	0	0	intergen
4	58025760	58026109	MACS_peak_15126	53.6	349	0	0	0	intergen
4	58026484	58026835	MACS_peak_15127	69	351	0	0	0	intergen
4	58027660	58028036	MACS_peak_15128	80.5	376	0	0	0	intergen
4	58302359	58302504	MACS_peak_15129	658.5	145	0	0	0	intergen
4	58374860	58375110	MACS_peak_15130	100.52	250	0	0	0	intergen
4	58397679	58398140	MACS_peak_15131	87.62	461	0	0	0	intergen
4	59083487	59083810	MACS_peak_15133	65.12	323	0	0	0	intergen
4	59084857	59085133	MACS_peak_15134	192.33	276	0	0	0	intergen
4	59184854	59185139	MACS_peak_15135	75.01	285	0	0	0	intergen
4	59531660	59531886	MACS_peak_15136	270.24	226	0	0	0	intergen
4	60201151	60201401	MACS_peak_15137	613.04	250	0	0	0	intergen
4	60284208	60284420	MACS_peak_15138	450.48	212	0	0	0	intergen
4	60441371	60441640	MACS_peak_15139	586.5	269	0	0	0	intergen
4	60731362	60731714	MACS_peak_15140	118	352	0	0	0	intergen
4	61023351	61023728	MACS_peak_15141	65.03	377	0	0	0	intergen
4	61134747	61135124	MACS_peak_15142	88.13	377	0	0	0	intergen
4	61755195	61755585	MACS_peak_15143	95.65	390	0	1	0	gen
4	61759259	61759587	MACS_peak_15144	177.47	328	0	1	0	gen
4	61972882	61973184	MACS_peak_15147	383.01	302	0	1	0	gen
4	62376970	62377218	MACS_peak_15148	485.56	248	0	0	0	intergen
4	62595185	62595510	MACS_peak_15149	950.42	325	0	0	0	intergen
4	62605753	62606201	MACS_peak_15150	78.87	448	0	0	0	intergen
4	62607316	62607729	MACS_peak_15151	118.48	413	0	0	0	intergen
4	63102165	63102418	MACS_peak_15152	91.94	253	0	0	0	intergen
4	63534016	63534398	MACS_peak_15153	58.27	382	0	0	0	intergen
4	63917976	63918349	MACS_peak_15155	76.3	373	0	0	0	intergen
4	63948689	63948921	MACS_peak_15156	113.93	232	0	0	0	intergen
4	64375928	64376198	MACS_peak_15157	851.59	270	0	1	0	gen
4	64547026	64547278	MACS_peak_15158	613.04	252	0	0	0	intergen
4	64713288	64713616	MACS_peak_15159	545.46	328	0	0	0	intergen
4	64741787	64742133	MACS_peak_15160	82.83	346	0	0	0	intergen
4	64900672	64900946	MACS_peak_15161	158.81	274	0	0	0	intergen
4	65177791	65178097	MACS_peak_15162	69.61	306	0	0	0	intergen
4	65293167	65293455	MACS_peak_15164	87.93	288	0	0	0	intergen
4	65483028	65483305	MACS_peak_15165	113.79	277	0	1	0	gen
4	65769824	65770217	MACS_peak_15166	115.83	393	0	0	0	intergen
4	65940875	65941112	MACS_peak_15167	406.23	237	0	0	0	intergen
4	66111159	66111509	MACS_peak_15168	93.4	350	0	0	1	other
4	66111899	66112177	MACS_peak_15169	69	278	0	0	1	other
4	66113823	66114143	MACS_peak_15170	100.01	320	0	0	1	other
4	66257184	66257637	MACS_peak_15171	142.8	453	0	0	0	intergen
4	66440604	66440740	MACS_peak_15172	1061.85	136	0	0	0	intergen
4	66495524	66495791	MACS_peak_15173	76.67	267	0	0	0	intergen
4	66657158	66657315	MACS_peak_15174	730.64	157	0	0	0	intergen
4	66969124	66969489	MACS_peak_15175	81.3	365	0	0	0	intergen
4	66996387	66996614	MACS_peak_15176	168.41	227	0	0	0	intergen
4	67176175	67176631	MACS_peak_15177	87.55	456	0	0	0	intergen
4	67327311	67327546	MACS_peak_15178	456.86	235	0	0	0	intergen
4	67657438	67657814	MACS_peak_15180	130.59	376	0	1	0	gen
4	67893031	67893233	MACS_peak_15181	400.13	202	0	0	1	other
4	67910356	67910623	MACS_peak_15182	462.79	267	1	0	1	promoter
4	67918458	67918738	MACS_peak_15183	707.43	280	0	1	1	gen
4	67961394	67961605	MACS_peak_15184	107.74	211	0	1	1	gen
4	68202467	68202926	MACS_peak_15186	118.84	459	0	0	2	other
4	68303652	68303807	MACS_peak_15187	1262.63	155	0	0	0	intergen
4	68606458	68606592	MACS_peak_15188	712.83	134	0	0	0	intergen
4	68717849	68718201	MACS_peak_15189	524.76	352	0	0	0	intergen
4	68770240	68770517	MACS_peak_15190	105.65	277	0	0	0	intergen
4	69304073	69304393	MACS_peak_15191	105.17	320	0	0	0	intergen
4	69319689	69320054	MACS_peak_15192	79.44	365	0	0	0	intergen
4	69689572	69689818	MACS_peak_15193	485.56	246	0	0	0	intergen
4	70018272	70018587	MACS_peak_15194	53.12	315	0	0	0	intergen
4	70183674	70184104	MACS_peak_15195	723.39	430	0	0	0	intergen
4	70620328	70620683	MACS_peak_15196	413.79	355	0	0	0	intergen
4	70620923	70621214	MACS_peak_15197	570.2	291	0	0	0	intergen
4	70688051	70688429	MACS_peak_15199	403.06	378	1	0	0	promoter
4	70918826	70919203	MACS_peak_15200	75.69	377	0	1	0	gen
4	71016656	71016919	MACS_peak_15201	138.55	263	0	2	0	gen
4	71086739	71087042	MACS_peak_15202	131.72	303	0	1	0	gen
4	71087545	71087749	MACS_peak_15203	151.6	204	0	1	0	gen
4	71113355	71113616	MACS_peak_15204	316.62	261	0	1	0	gen
4	71143163	71143635	MACS_peak_15205	86.78	472	0	1	0	gen
4	71177842	71178102	MACS_peak_15206	84.06	260	0	1	0	gen
4	71423742	71424067	MACS_peak_15207	53.45	325	0	1	0	gen
4	71553761	71554033	MACS_peak_15208	584.2	272	0	1	0	gen
4	71735036	71735373	MACS_peak_15209	121.6	337	0	0	0	intergen
4	71941125	71941295	MACS_peak_15210	797.18	170	0	0	0	intergen
4	72129176	72129469	MACS_peak_15211	155.19	293	0	1	0	gen
4	72166624	72166926	MACS_peak_15212	66.89	302	0	0	0	intergen
4	72167068	72167267	MACS_peak_15213	132.87	199	0	0	0	intergen
4	72286312	72286652	MACS_peak_15214	660.56	340	0	1	0	gen
4	72469012	72469201	MACS_peak_15216	695.57	189	0	1	0	gen
4	72479318	72479638	MACS_peak_15217	86.47	320	0	1	0	gen
4	72886744	72886970	MACS_peak_15219	580.35	226	0	0	0	intergen
4	73181964	73182196	MACS_peak_15220	346.62	232	0	1	0	gen
4	73553702	73554119	MACS_peak_15221	64.79	417	0	0	0	intergen
4	73555887	73556182	MACS_peak_15222	56.41	295	0	0	0	intergen
4	73729685	73730011	MACS_peak_15223	546.72	326	0	0	0	intergen
4	74019135	74019538	MACS_peak_15225	514.14	403	0	0	0	intergen
4	74134374	74134565	MACS_peak_15226	850.54	191	0	1	0	gen
4	74311756	74312063	MACS_peak_15227	438.71	307	1	0	0	promoter
4	74376994	74377320	MACS_peak_15228	1049.72	326	0	1	0	gen
4	74593478	74593730	MACS_peak_15230	169.68	252	0	0	0	intergen
4	75165682	75166037	MACS_peak_15232	93.4	355	0	0	0	intergen
4	75187134	75187417	MACS_peak_15233	452.74	283	0	0	0	intergen
4	75239604	75239984	MACS_peak_15234	115.17	380	0	0	0	intergen
4	75274455	75274739	MACS_peak_15235	75.9	284	0	0	1	other
4	75294381	75294699	MACS_peak_15237	96.1	318	0	0	1	other
4	75318455	75318836	MACS_peak_15238	211.68	381	0	0	1	other
4	75335702	75336049	MACS_peak_15239	142.05	347	0	0	1	other
4	75468833	75469227	MACS_peak_15240	469.92	394	0	0	0	intergen
4	75533916	75534203	MACS_peak_15242	202.06	287	0	1	0	gen
4	75848370	75848649	MACS_peak_15244	1123.24	279	0	0	0	intergen
4	75916582	75916914	MACS_peak_15245	611.86	332	1	0	0	promoter
4	76511128	76511394	MACS_peak_15246	719.85	266	0	1	0	gen
4	76758397	76758641	MACS_peak_15247	501.16	244	0	1	0	gen
4	77298423	77298794	MACS_peak_15248	232.87	371	0	1	0	gen
4	77353851	77354071	MACS_peak_15249	1061.85	220	0	1	0	gen
4	77366947	77367167	MACS_peak_15250	1061.85	220	0	1	0	gen
4	77599447	77599771	MACS_peak_15251	547.99	324	0	1	0	gen
4	77618698	77618949	MACS_peak_15252	485.56	251	0	0	0	intergen
4	77789956	77790091	MACS_peak_15253	1746.96	135	0	1	0	gen
4	77889046	77889400	MACS_peak_15254	159.56	354	0	1	0	gen
4	78193609	78193925	MACS_peak_15255	84.4	316	0	1	0	gen
4	78302092	78302478	MACS_peak_15256	82.33	386	0	1	0	gen
4	78348153	78348575	MACS_peak_15257	81.5	422	0	1	0	gen
4	78349545	78349785	MACS_peak_15258	62.1	240	0	1	0	gen
4	78669635	78669866	MACS_peak_15259	831.63	231	0	0	1	other
4	78718144	78718403	MACS_peak_15260	201.59	259	0	0	0	intergen
4	78758971	78759306	MACS_peak_15261	57.8	335	0	0	0	intergen
4	78864423	78864765	MACS_peak_15262	1191.46	342	0	1	0	gen
4	78980268	78980614	MACS_peak_15263	79.98	346	0	0	1	other
4	79271007	79271388	MACS_peak_15264	51.22	381	0	1	1	gen
4	79519712	79519972	MACS_peak_15265	198.49	260	0	0	1	other
4	79538376	79538699	MACS_peak_15266	551.66	323	0	0	1	other
4	79967608	79967923	MACS_peak_15268	76.02	315	0	1	0	gen
4	80163701	80163908	MACS_peak_15269	780.06	207	0	0	0	intergen
4	80291298	80291545	MACS_peak_15270	66.01	247	0	1	0	gen
4	80778393	80778685	MACS_peak_15271	569.49	292	0	1	0	gen
4	80858768	80859007	MACS_peak_15274	96.03	239	0	1	0	gen
4	81188481	81188763	MACS_peak_15276	100.02	282	0	1	1	gen
4	81275612	81275869	MACS_peak_15277	595.98	257	0	0	0	intergen
4	81297504	81297794	MACS_peak_15278	506.92	290	0	0	0	intergen
4	81467234	81467625	MACS_peak_15279	509.31	391	0	1	0	gen
4	81594146	81594395	MACS_peak_15280	420.1	249	0	1	0	gen
4	82008894	82009157	MACS_peak_15282	54.08	263	0	1	0	gen
4	82113934	82114390	MACS_peak_15283	58.28	456	0	0	0	intergen
4	82300427	82300861	MACS_peak_15284	101.68	434	0	0	1	other
4	82739345	82739647	MACS_peak_15285	820.61	302	0	1	0	gen
4	82785365	82785558	MACS_peak_15286	678.9	193	0	1	0	gen
4	82898243	82898579	MACS_peak_15287	423.21	336	1	1	1	promoter
4	82909290	82909545	MACS_peak_15288	470.06	255	1	1	0	promoter
4	83055036	83055238	MACS_peak_15289	500.39	202	0	1	0	gen
4	83095330	83095603	MACS_peak_15290	2563.9	273	0	1	0	gen
4	83165525	83165722	MACS_peak_15291	226.81	197	0	0	0	intergen
4	83167972	83168355	MACS_peak_15292	191.93	383	0	0	0	intergen
4	83320564	83320742	MACS_peak_15293	763.02	178	0	1	0	gen
4	83401087	83401418	MACS_peak_15294	82.43	331	0	0	0	intergen
4	83639936	83640260	MACS_peak_15295	429.45	324	0	0	0	intergen
4	83805647	83805916	MACS_peak_15296	103.45	269	0	0	1	other
4	84073522	84073876	MACS_peak_15297	52.66	354	0	0	1	other
4	84524588	84525000	MACS_peak_15299	101.39	412	0	0	0	intergen
4	84760691	84760936	MACS_peak_15300	124.01	245	0	1	0	gen
4	84761795	84762248	MACS_peak_15301	71.7	453	0	1	0	gen
4	84990566	84990777	MACS_peak_15302	87.52	211	0	0	1	other
4	85014009	85014257	MACS_peak_15303	153.19	248	0	0	0	intergen
4	85084421	85084662	MACS_peak_15304	501.16	241	0	0	0	intergen
4	85183751	85184115	MACS_peak_15305	348.12	364	0	0	0	intergen
4	85318297	85318615	MACS_peak_15306	419.41	318	0	0	0	intergen
4	85381202	85381601	MACS_peak_15307	127.15	399	0	0	0	intergen
4	85487559	85487932	MACS_peak_15308	890.79	373	0	1	0	gen
4	85622986	85623352	MACS_peak_15309	54.69	366	0	1	0	gen
4	86626189	86626483	MACS_peak_15313	509.32	294	0	1	0	gen
4	86919205	86919345	MACS_peak_15314	1921	140	0	1	0	gen
4	86922424	86922663	MACS_peak_15315	645.81	239	0	1	0	gen
4	87072358	87072491	MACS_peak_15316	1201.31	133	0	1	0	gen
4	87142511	87142644	MACS_peak_15317	710.42	133	0	0	0	intergen
4	87226560	87226998	MACS_peak_15318	599.79	438	0	1	0	gen
4	87235870	87236128	MACS_peak_15319	374.96	258	0	1	0	gen
4	87305229	87305407	MACS_peak_15320	678.04	178	1	0	0	promoter
4	87308361	87308635	MACS_peak_15321	142.05	274	1	0	0	promoter
4	87347792	87348119	MACS_peak_15322	92.37	327	0	1	0	gen
4	87710789	87711123	MACS_peak_15323	96.37	334	0	0	1	other
4	87714444	87714741	MACS_peak_15324	92.48	297	0	0	1	other
4	87774270	87774628	MACS_peak_15325	73.07	358	0	0	0	intergen
4	87797866	87798277	MACS_peak_15326	114.31	411	1	0	0	promoter
4	88161759	88161977	MACS_peak_15327	76.21	218	0	1	0	gen
4	88602374	88602543	MACS_peak_15329	1243.44	169	0	2	0	gen
4	88659391	88659706	MACS_peak_15330	943.22	315	0	1	0	gen
4	88873027	88873329	MACS_peak_15331	52.99	302	0	1	0	gen
4	88921624	88922011	MACS_peak_15333	173.31	387	0	1	0	gen
4	88924769	88925144	MACS_peak_15334	51.26	375	0	1	0	gen
4	89157259	89157601	MACS_peak_15335	603.02	342	0	0	0	intergen
4	89158887	89159198	MACS_peak_15336	812.5	311	0	0	0	intergen
4	89692750	89692992	MACS_peak_15337	501.16	242	0	0	1	other
4	89700033	89700417	MACS_peak_15338	617.81	384	0	0	1	other
4	89901774	89902118	MACS_peak_15339	414.37	344	0	1	0	gen
4	90231236	90231687	MACS_peak_15340	71.12	451	0	1	0	gen
4	90271770	90271992	MACS_peak_15341	461.43	222	0	1	0	gen
4	90293374	90293678	MACS_peak_15342	818.02	304	0	1	0	gen
4	90303301	90303761	MACS_peak_15343	107.03	460	0	1	0	gen
4	90492532	90492850	MACS_peak_15344	237.25	318	0	1	0	gen
4	90957353	90957702	MACS_peak_15345	670.53	349	0	1	0	gen
4	91082566	91082885	MACS_peak_15346	50.92	319	0	1	0	gen
4	91138390	91138641	MACS_peak_15347	59.09	251	0	1	0	gen
4	91481747	91482176	MACS_peak_15348	164.26	429	0	1	0	gen
4	91522784	91523096	MACS_peak_15349	197.56	312	0	1	0	gen
4	91638597	91638805	MACS_peak_15350	770.35	208	0	0	0	intergen
4	91734658	91734923	MACS_peak_15351	464.09	265	0	0	0	intergen
4	91789059	91789319	MACS_peak_15352	67.21	260	0	0	0	intergen
4	91978459	91978820	MACS_peak_15353	77.28	361	0	0	0	intergen
4	91980641	91980995	MACS_peak_15354	56.05	354	0	0	0	intergen
4	92201984	92202440	MACS_peak_15355	57.47	456	0	0	0	intergen
4	92687940	92688169	MACS_peak_15357	257.34	229	0	1	0	gen
4	92953700	92953923	MACS_peak_15358	367.28	223	0	1	0	gen
4	93157867	93158279	MACS_peak_15359	614.43	412	0	1	0	gen
4	93591010	93591237	MACS_peak_15360	66.66	227	0	1	0	gen
4	93593132	93593497	MACS_peak_15361	59.51	365	0	1	0	gen
4	93594401	93594789	MACS_peak_15362	220.79	388	0	1	0	gen
4	93638491	93638809	MACS_peak_15363	60.03	318	0	1	0	gen
4	93681713	93682147	MACS_peak_15365	102.96	434	0	1	0	gen
4	93727863	93728254	MACS_peak_15366	106.86	391	0	1	0	gen
4	93791645	93791885	MACS_peak_15367	645.81	240	0	1	0	gen
4	94406743	94406993	MACS_peak_15368	726.99	250	0	0	0	intergen
4	94595991	94596183	MACS_peak_15369	678.9	192	0	1	0	gen
4	95049328	95049471	MACS_peak_15371	898.3	143	0	1	0	gen
4	95196711	95197142	MACS_peak_15372	1963.13	431	0	1	0	gen
4	95510129	95510496	MACS_peak_15373	642.17	367	0	1	0	gen
4	95751829	95752161	MACS_peak_15374	79.37	332	0	0	0	intergen
4	95752388	95752727	MACS_peak_15375	60.94	339	0	0	0	intergen
4	95794548	95794864	MACS_peak_15376	75.02	316	0	0	0	intergen
4	95916787	95917196	MACS_peak_15377	54.31	409	0	0	0	intergen
4	95917351	95917792	MACS_peak_15378	68.11	441	0	0	0	intergen
4	96020459	96020763	MACS_peak_15379	561.16	304	0	0	0	intergen
4	96172599	96172864	MACS_peak_15380	856.77	265	0	0	0	intergen
4	96293123	96293513	MACS_peak_15381	750.16	390	0	0	0	intergen
4	96385252	96385385	MACS_peak_15382	877.68	133	0	0	1	other
4	96765414	96765647	MACS_peak_15383	532.66	233	0	0	1	other
4	97161146	97161535	MACS_peak_15384	81.72	389	0	0	0	intergen
4	97257795	97258158	MACS_peak_15385	156.58	363	0	1	0	gen
4	97259297	97259670	MACS_peak_15386	50.92	373	0	1	0	gen
4	97273853	97274181	MACS_peak_15387	95.4	328	0	1	0	gen
4	97720784	97721076	MACS_peak_15389	334.33	292	0	1	0	gen
4	97849558	97849894	MACS_peak_15391	51.88	336	0	1	0	gen
4	97904469	97904887	MACS_peak_15392	110.62	418	0	1	0	gen
4	97908535	97908901	MACS_peak_15393	65.81	366	0	1	0	gen
4	97987116	97987367	MACS_peak_15394	485.56	251	0	1	0	gen
4	98092909	98093172	MACS_peak_15395	465.4	263	0	1	0	gen
4	98150484	98150773	MACS_peak_15396	449.12	289	0	0	0	intergen
4	98413554	98413927	MACS_peak_15397	67.3	373	0	1	0	gen
4	98475792	98476101	MACS_peak_15398	437.6	309	0	1	0	gen
4	98725666	98726030	MACS_peak_15399	107.27	364	0	0	0	intergen
4	99116169	99116482	MACS_peak_15401	108.02	313	0	0	1	other
4	99405605	99405850	MACS_peak_15402	918.92	245	0	0	0	intergen
4	99462929	99463275	MACS_peak_15403	481.23	346	0	0	0	intergen
4	100093399	100093661	MACS_peak_15404	466.05	262	0	0	1	other
4	100372543	100372841	MACS_peak_15405	453.1	298	0	0	0	intergen
4	100382946	100383309	MACS_peak_15406	80.08	363	0	0	0	intergen
4	100421450	100421785	MACS_peak_15407	541.11	335	0	1	0	gen
4	100473454	100473646	MACS_peak_15408	1023.52	192	0	1	0	gen
4	100528867	100529246	MACS_peak_15409	159.55	379	0	1	0	gen
