chr	start	end	id	score	phits	ghits	ohits	promoter	gen	other
3	73191289	73191423	MACS_peak_13592	1072.4	0	0	0	NA	NA	NA
3	73373049	73373413	MACS_peak_13593	115.26	0	0	0	NA	NA	NA
3	73416777	73416914	MACS_peak_13594	567.81	0	1	0	NA	ENSG00000121440	NA
3	73508423	73508641	MACS_peak_13595	580.62	0	1	0	NA	ENSG00000121440	NA
3	73843501	73843745	MACS_peak_13596	123.23	0	0	1	NA	NA	ENSG00000242741
3	73848251	73848497	MACS_peak_13597	983.12	0	0	1	NA	NA	ENSG00000242741
3	73913140	73913507	MACS_peak_13598	408.1	0	0	0	NA	NA	NA
3	73921397	73921780	MACS_peak_13599	193.63	0	0	0	NA	NA	NA
3	74735041	74735237	MACS_peak_13600	668.89	0	0	0	NA	NA	NA
3	75001431	75001664	MACS_peak_13601	627.26	0	0	0	NA	NA	NA
3	75094312	75094667	MACS_peak_13602	103.15	0	0	0	NA	NA	NA
3	75097201	75097558	MACS_peak_13603	91.77	0	0	0	NA	NA	NA
3	75258861	75259118	MACS_peak_13604	595.98	0	0	0	NA	NA	NA
3	75276879	75277465	MACS_peak_13605	119.64	0	0	0	NA	NA	NA
3	75422011	75422441	MACS_peak_13606	1104.71	0	0	1	NA	NA	ENSG00000244026
3	75429727	75429973	MACS_peak_13607	629.38	0	0	1	NA	NA	ENSG00000244026
3	75642805	75643374	MACS_peak_13608	1050.02	0	0	1	NA	NA	ENSG00000243422
3	75723443	75723787	MACS_peak_13609	316.58	0	1	0	NA	ENSG00000227124	NA
3	75818006	75818335	MACS_peak_13610	306.6	0	0	0	NA	NA	NA
3	76024694	76025002	MACS_peak_13611	488.85	0	1	0	NA	ENSG00000185008	NA
3	76045086	76045270	MACS_peak_13612	729.14	0	1	0	NA	ENSG00000185008	NA
3	76108010	76108249	MACS_peak_13613	645.81	0	1	0	NA	ENSG00000185008	NA
3	76272495	76273151	MACS_peak_13614	1454.58	0	1	0	NA	ENSG00000185008	NA
3	76374701	76374978	MACS_peak_13615	380.3	0	1	0	NA	ENSG00000185008	NA
3	76524724	76525072	MACS_peak_13616	417.2	0	1	0	NA	ENSG00000185008	NA
3	76570459	76570929	MACS_peak_13617	1471.44	0	1	0	NA	ENSG00000185008	NA
3	76672515	76672725	MACS_peak_13618	607.01	0	1	0	NA	ENSG00000185008	NA
3	76746197	76746600	MACS_peak_13619	236.98	0	1	0	NA	ENSG00000185008	NA
3	76776655	76776846	MACS_peak_13620	666.79	0	1	0	NA	ENSG00000185008	NA
3	76890093	76890271	MACS_peak_13621	714.45	0	1	0	NA	ENSG00000185008	NA
3	77022377	77022596	MACS_peak_13622	708.51	0	1	0	NA	ENSG00000185008	NA
3	77104650	77104842	MACS_peak_13623	866.35	0	1	0	NA	ENSG00000185008	NA
3	77158389	77158557	MACS_peak_13624	814.37	0	1	0	NA	ENSG00000185008	NA
3	77322665	77323175	MACS_peak_13625	1345.72	0	1	0	NA	ENSG00000185008	NA
3	77625094	77625273	MACS_peak_13626	954.29	0	1	0	NA	ENSG00000185008	NA
3	77641740	77641966	MACS_peak_13627	848.95	0	1	0	NA	ENSG00000185008	NA
3	77767837	77768169	MACS_peak_13628	68.72	0	0	0	NA	NA	NA
3	77965243	77965643	MACS_peak_13629	105.65	0	0	0	NA	NA	NA
3	78038858	78039111	MACS_peak_13630	378.3	0	0	1	NA	NA	ENSG00000244461
3	78066346	78066524	MACS_peak_13631	763.02	0	0	0	NA	NA	NA
3	78148746	78148929	MACS_peak_13632	918.92	0	0	0	NA	NA	NA
3	78152792	78152925	MACS_peak_13633	1098.16	0	0	0	NA	NA	NA
3	78266122	78266526	MACS_peak_13634	906.56	0	0	0	NA	NA	NA
3	78286949	78287156	MACS_peak_13635	613.04	0	0	1	NA	NA	ENSG00000240241
3	78313468	78313771	MACS_peak_13636	440.97	0	0	0	NA	NA	NA
3	78493119	78493415	MACS_peak_13637	157.36	0	0	0	NA	NA	NA
3	78582286	78582708	MACS_peak_13638	136.18	0	0	0	NA	NA	NA
3	78645849	78646054	MACS_peak_13639	629.38	0	1	0	NA	ENSG00000169855	NA
3	78659456	78659746	MACS_peak_13640	680.29	0	1	0	NA	ENSG00000169855	NA
3	78842328	78842631	MACS_peak_13641	819.69	0	1	0	NA	ENSG00000169855	NA
3	78914265	78914514	MACS_peak_13642	497.05	0	1	0	NA	ENSG00000169855	NA
3	78914976	78915244	MACS_peak_13643	533.6	0	1	0	NA	ENSG00000169855	NA
3	78916160	78916376	MACS_peak_13644	682.16	0	1	0	NA	ENSG00000169855	NA
3	78988309	78988606	MACS_peak_13645	565.98	0	1	0	NA	ENSG00000169855	NA
3	79213306	79213760	MACS_peak_13646	866.8	0	1	0	NA	ENSG00000169855	NA
3	79497567	79497893	MACS_peak_13647	1130.66	0	1	0	NA	ENSG00000169855	NA
3	79531895	79532188	MACS_peak_13648	965.74	0	1	0	NA	ENSG00000169855	NA
3	79575283	79575647	MACS_peak_13649	380.3	0	1	0	NA	ENSG00000169855	NA
3	79612589	79612920	MACS_peak_13650	52.99	0	1	0	NA	ENSG00000169855	NA
3	79735722	79736008	MACS_peak_13651	277.16	0	1	0	NA	ENSG00000169855	NA
3	79864443	79864723	MACS_peak_13652	406.81	0	0	0	NA	NA	NA
3	80013103	80013617	MACS_peak_13653	1037.4	0	0	0	NA	NA	NA
3	80021232	80021426	MACS_peak_13654	678.9	0	0	0	NA	NA	NA
3	80461544	80462021	MACS_peak_13655	695.04	0	0	0	NA	NA	NA
3	80588561	80588913	MACS_peak_13656	69	0	0	0	NA	NA	NA
3	80688958	80689214	MACS_peak_13657	729.14	0	0	0	NA	NA	NA
3	80785460	80785771	MACS_peak_13658	380.66	0	0	2	NA	NA	ENSG00000242828
3	80837425	80837825	MACS_peak_13659	78.9	0	0	0	NA	NA	NA
3	80861472	80861850	MACS_peak_13660	96.97	0	0	0	NA	NA	NA
3	80876398	80876800	MACS_peak_13661	91.15	0	0	0	NA	NA	NA
3	80891832	80892147	MACS_peak_13662	76.3	0	0	0	NA	NA	NA
3	80895797	80896361	MACS_peak_13663	103.51	0	0	0	NA	NA	NA
3	80965302	80965701	MACS_peak_13664	135.16	0	0	0	NA	NA	NA
3	81006092	81006324	MACS_peak_13665	688.92	0	0	1	NA	NA	ENSG00000243694
3	81010491	81010762	MACS_peak_13666	142.05	0	0	1	NA	NA	ENSG00000243694
3	81302040	81302376	MACS_peak_13667	759.11	0	0	0	NA	NA	NA
3	81339078	81339334	MACS_peak_13668	580.75	0	0	0	NA	NA	NA
3	81419208	81419498	MACS_peak_13669	570.92	0	0	0	NA	NA	NA
3	81490471	81490887	MACS_peak_13670	867.3	1	0	0	ENSG00000114480	NA	NA
3	81611437	81611684	MACS_peak_13671	1180.64	0	1	0	NA	ENSG00000114480	NA
3	81643841	81644016	MACS_peak_13672	780.06	0	1	0	NA	ENSG00000114480	NA
3	81666540	81666794	MACS_peak_13673	1171.45	0	1	0	NA	ENSG00000114480	NA
3	81737234	81737477	MACS_peak_13674	429.06	0	1	0	NA	ENSG00000114480	NA
3	81882883	81883172	MACS_peak_13675	85.49	0	0	1	NA	NA	ENSG00000242009
3	81910111	81910493	MACS_peak_13676	401.26	0	0	1	NA	NA	ENSG00000242009
3	82109447	82109746	MACS_peak_13677	125.27	0	0	1	NA	NA	ENSG00000239440
3	82133050	82133327	MACS_peak_13678	580.42	0	0	1	NA	NA	ENSG00000239440
3	82153517	82153983	MACS_peak_13679	52.04	0	0	1	NA	NA	ENSG00000239440
3	82297944	82298231	MACS_peak_13680	211.5	0	0	1	NA	NA	ENSG00000239440
3	82300978	82301524	MACS_peak_13681	62.98	0	0	1	NA	NA	ENSG00000239440
3	82329376	82329656	MACS_peak_13682	408.96	0	0	1	NA	NA	ENSG00000239440
3	82336038	82336722	MACS_peak_13683	129.59	0	0	1	NA	NA	ENSG00000239440
3	82400973	82401316	MACS_peak_13684	55.36	0	0	1	NA	NA	ENSG00000239440
3	82423114	82423395	MACS_peak_13685	453.96	0	0	1	NA	NA	ENSG00000239440
3	82464534	82464980	MACS_peak_13686	595.47	0	0	0	NA	NA	NA
3	82497212	82497657	MACS_peak_13687	596.01	0	0	0	NA	NA	NA
3	82915231	82915549	MACS_peak_13688	498.48	0	0	0	NA	NA	NA
3	82971087	82971430	MACS_peak_13689	164.26	0	0	0	NA	NA	NA
3	83007962	83008181	MACS_peak_13690	729.14	0	0	0	NA	NA	NA
3	83102970	83103220	MACS_peak_13691	647.94	0	0	0	NA	NA	NA
3	83270666	83270941	MACS_peak_13692	834.03	0	0	0	NA	NA	NA
3	83591804	83592141	MACS_peak_13693	380.3	0	0	0	NA	NA	NA
3	83658408	83658934	MACS_peak_13694	1155.47	0	0	0	NA	NA	NA
3	83747717	83748040	MACS_peak_13695	150.64	0	0	0	NA	NA	NA
3	83928440	83928691	MACS_peak_13696	485.56	0	0	0	NA	NA	NA
3	84114582	84114854	MACS_peak_13697	459.58	0	0	0	NA	NA	NA
3	84420844	84421215	MACS_peak_13698	79.7	0	0	0	NA	NA	NA
3	84686376	84686729	MACS_peak_13699	89.02	0	0	1	NA	NA	ENSG00000242641
3	84825934	84826158	MACS_peak_13700	564.54	0	0	1	NA	NA	ENSG00000242641
3	84865830	84866048	MACS_peak_13701	827.31	0	0	1	NA	NA	ENSG00000242641
3	84889731	84890045	MACS_peak_13702	50.92	0	0	1	NA	NA	ENSG00000242339
3	85215259	85215492	MACS_peak_13703	416.25	0	1	0	NA	ENSG00000175161	NA
3	85294983	85295381	MACS_peak_13704	104.01	0	1	0	NA	ENSG00000175161	NA
3	85360804	85361298	MACS_peak_13705	926.52	0	1	0	NA	ENSG00000175161	NA
3	85868540	85868790	MACS_peak_13706	746.04	0	1	0	NA	ENSG00000175161	NA
3	85916645	85917014	MACS_peak_13707	62.37	0	1	0	NA	ENSG00000175161	NA
3	86468139	86468353	MACS_peak_13708	452.38	0	0	0	NA	NA	NA
3	86563454	86563703	MACS_peak_13709	485.56	0	0	0	NA	NA	NA
3	86702384	86702695	MACS_peak_13710	560.1	0	0	0	NA	NA	NA
3	86819498	86819949	MACS_peak_13711	732.22	0	0	0	NA	NA	NA
3	86820110	86820626	MACS_peak_13712	558.36	0	0	0	NA	NA	NA
3	87006906	87007156	MACS_peak_13713	1189.9	0	0	0	NA	NA	NA
3	87095945	87096360	MACS_peak_13714	129.02	0	0	1	NA	NA	ENSG00000281392
3	87206746	87207061	MACS_peak_13715	1236.43	0	0	0	NA	NA	NA
3	87298217	87298465	MACS_peak_13716	485.56	0	0	0	NA	NA	NA
3	87333349	87333590	MACS_peak_13717	1569.18	0	0	0	NA	NA	NA
3	87343155	87343366	MACS_peak_13718	104.5	0	0	0	NA	NA	NA
3	87350666	87350903	MACS_peak_13719	745.98	0	0	0	NA	NA	NA
3	87403216	87403492	MACS_peak_13720	136.23	0	0	0	NA	NA	NA
3	87407858	87408107	MACS_peak_13721	414.39	0	0	0	NA	NA	NA
3	87450845	87451225	MACS_peak_13722	757.3	0	0	0	NA	NA	NA
3	87503793	87504230	MACS_peak_13723	376.36	0	0	0	NA	NA	NA
3	87751834	87752042	MACS_peak_13724	432	0	0	1	NA	NA	ENSG00000239572
3	87849195	87849579	MACS_peak_13725	65.9	0	0	0	NA	NA	NA
3	88003170	88003448	MACS_peak_13726	843.51	0	0	0	NA	NA	NA
3	88005158	88005470	MACS_peak_13727	555.79	0	0	0	NA	NA	NA
3	88203261	88203686	MACS_peak_13728	843.52	0	0	0	NA	NA	NA
3	88261610	88262109	MACS_peak_13729	2077.05	0	0	0	NA	NA	NA
3	88304225	88304463	MACS_peak_13730	177.91	0	0	0	NA	NA	NA
3	88550964	88551230	MACS_peak_13731	54.39	0	0	0	NA	NA	NA
3	88552693	88553067	MACS_peak_13732	66.97	0	0	0	NA	NA	NA
3	88558896	88559184	MACS_peak_13733	84.4	0	0	0	NA	NA	NA
3	88678572	88678875	MACS_peak_13734	688.35	0	0	0	NA	NA	NA
3	88778835	88779097	MACS_peak_13735	265.34	0	0	0	NA	NA	NA
3	88873911	88874477	MACS_peak_13736	67.92	0	0	0	NA	NA	NA
3	89245890	89246169	MACS_peak_13737	353.52	0	1	0	NA	ENSG00000044524	NA
3	89346145	89346749	MACS_peak_13738	87.91	0	1	0	NA	ENSG00000044524	NA
3	89348851	89349296	MACS_peak_13739	72.56	0	1	0	NA	ENSG00000044524	NA
3	89369274	89369779	MACS_peak_13740	132.86	0	1	0	NA	ENSG00000044524	NA
3	89749147	89749465	MACS_peak_13741	74.3	0	0	0	NA	NA	NA
3	89872962	89873191	MACS_peak_13742	65.12	0	0	0	NA	NA	NA
3	90093102	90093397	MACS_peak_13743	528.04	0	0	0	NA	NA	NA
3	90156753	90157160	MACS_peak_13744	121.95	0	0	0	NA	NA	NA
3	90182587	90182869	MACS_peak_13745	1413.23	0	0	0	NA	NA	NA
3	90258184	90258318	MACS_peak_13746	583.66	0	0	0	NA	NA	NA
3	90264169	90264612	MACS_peak_13747	186.49	0	0	0	NA	NA	NA
3	90289374	90289597	MACS_peak_13748	141.49	0	0	0	NA	NA	NA
3	90307437	90307800	MACS_peak_13749	80.07	0	0	0	NA	NA	NA
3	90352397	90352613	MACS_peak_13750	130.72	0	0	0	NA	NA	NA
3	90367343	90367767	MACS_peak_13751	64.12	0	0	0	NA	NA	NA
3	90384928	90385260	MACS_peak_13752	50.92	0	0	0	NA	NA	NA
3	90388800	90389045	MACS_peak_13753	98.02	0	0	0	NA	NA	NA
3	90398827	90399398	MACS_peak_13754	84.73	0	0	0	NA	NA	NA
3	90399692	90399915	MACS_peak_13755	152.5	0	0	0	NA	NA	NA
3	90403318	90403574	MACS_peak_13756	69	0	0	0	NA	NA	NA
3	90403978	90404210	MACS_peak_13757	396.99	0	0	0	NA	NA	NA
3	90405220	90405547	MACS_peak_13758	132.22	0	0	0	NA	NA	NA
3	90406216	90406490	MACS_peak_13759	57.47	0	0	0	NA	NA	NA
3	90408777	90409022	MACS_peak_13760	61.51	0	0	0	NA	NA	NA
3	90415190	90415563	MACS_peak_13761	107.03	0	0	0	NA	NA	NA
3	90415777	90416087	MACS_peak_13762	80.2	0	0	0	NA	NA	NA
3	90416208	90416665	MACS_peak_13763	336.98	0	0	0	NA	NA	NA
3	90418184	90418753	MACS_peak_13764	105.27	0	0	0	NA	NA	NA
3	90421614	90421905	MACS_peak_13765	194.77	0	0	0	NA	NA	NA
3	90424706	90425210	MACS_peak_13766	206.2	0	0	0	NA	NA	NA
3	90428428	90428926	MACS_peak_13767	266.04	0	0	0	NA	NA	NA
3	90437131	90437344	MACS_peak_13768	72.28	0	0	0	NA	NA	NA
3	90440252	90440591	MACS_peak_13769	82.39	0	0	0	NA	NA	NA
3	90441728	90441973	MACS_peak_13770	246.87	0	0	0	NA	NA	NA
3	90443922	90444302	MACS_peak_13771	98.68	0	0	0	NA	NA	NA
3	90445446	90445715	MACS_peak_13772	290.03	0	0	0	NA	NA	NA
3	90449666	90449923	MACS_peak_13773	100.89	0	0	0	NA	NA	NA
3	93796117	93796362	MACS_peak_13774	149.09	0	0	0	NA	NA	NA
3	93837263	93837526	MACS_peak_13775	62.38	0	0	0	NA	NA	NA
3	93841790	93841996	MACS_peak_13776	887.94	0	0	0	NA	NA	NA
3	94004376	94004597	MACS_peak_13777	549.18	0	1	0	NA	ENSG00000169379	NA
3	94069334	94069779	MACS_peak_13778	737.12	0	1	0	NA	ENSG00000178694	NA
3	94101974	94102225	MACS_peak_13779	1189.9	0	1	0	NA	ENSG00000178694	NA
3	94188187	94188465	MACS_peak_13780	2551.86	0	0	0	NA	NA	NA
3	94336373	94336666	MACS_peak_13781	965.74	0	0	0	NA	NA	NA
3	94525138	94525393	MACS_peak_13782	470.06	0	0	0	NA	NA	NA
3	94750361	94751000	MACS_peak_13783	91.88	0	0	0	NA	NA	NA
3	94785761	94786003	MACS_peak_13784	487.14	0	0	0	NA	NA	NA
3	94862732	94862986	MACS_peak_13785	425.33	0	0	0	NA	NA	NA
3	94929740	94930066	MACS_peak_13786	932.56	0	0	0	NA	NA	NA
3	95108303	95108503	MACS_peak_13787	1189.9	0	0	1	NA	NA	ENSG00000239589
3	95285685	95286217	MACS_peak_13788	66.17	0	0	0	NA	NA	NA
3	95521414	95521868	MACS_peak_13789	2473.16	0	0	0	NA	NA	NA
3	95686985	95687210	MACS_peak_13790	277.81	0	0	0	NA	NA	NA
3	95783835	95784263	MACS_peak_13791	314.21	0	0	0	NA	NA	NA
3	95805634	95806028	MACS_peak_13792	75.01	0	0	0	NA	NA	NA
3	96129677	96129867	MACS_peak_13793	695.57	0	0	0	NA	NA	NA
3	96595774	96595985	MACS_peak_13794	743.63	0	0	0	NA	NA	NA
3	96604572	96604849	MACS_peak_13795	186.07	0	0	0	NA	NA	NA
3	96620198	96621578	MACS_peak_13796	3100	1	0	0	ENSG00000269028	NA	NA
3	96710433	96711056	MACS_peak_13797	58.04	0	0	0	NA	NA	NA
3	96863125	96863437	MACS_peak_13798	323.3	0	1	0	NA	ENSG00000080224	NA
3	96937203	96937438	MACS_peak_13799	100.83	0	1	0	NA	ENSG00000080224	NA
3	97195957	97196201	MACS_peak_13800	463.37	0	1	0	NA	ENSG00000080224	NA
3	97371315	97371534	MACS_peak_13801	184.61	0	1	0	NA	ENSG00000080224	NA
3	97418099	97418511	MACS_peak_13802	1120.88	0	1	0	NA	ENSG00000080224	NA
3	97507223	97507454	MACS_peak_13803	482.83	0	1	0	NA	ENSG00000080224	NA
3	97544052	97544386	MACS_peak_13804	101.68	0	1	0	NA	ENSG00000080224	NA
3	97549037	97549286	MACS_peak_13805	436.29	0	1	0	NA	ENSG00000080224	NA
3	97669132	97669366	MACS_peak_13806	470	0	1	0	NA	ENSG00000080224	NA
3	97719268	97719543	MACS_peak_13807	1128.24	0	1	0	NA	ENSG00000080224	NA
3	97906231	97906983	MACS_peak_13808	117.12	0	1	0	NA	ENSG00000080200	NA
3	98039375	98039599	MACS_peak_13809	866.35	0	0	0	NA	NA	NA
3	98360120	98360550	MACS_peak_13810	489.85	0	0	1	NA	NA	ENSG00000251088
3	98688667	98689417	MACS_peak_13811	1771.65	0	0	0	NA	NA	NA
3	98766394	98766533	MACS_peak_13812	1523.54	0	1	0	NA	ENSG00000064225	NA
3	98800849	98801002	MACS_peak_13813	800.14	0	1	0	NA	ENSG00000064225	NA
3	98817503	98817730	MACS_peak_13814	695.57	0	2	0	NA	ENSG00000064225	NA
3	98994265	98994466	MACS_peak_13815	645.81	0	0	1	NA	NA	ENSG00000239462
3	99039702	99040071	MACS_peak_13816	97.82	0	0	0	NA	NA	NA
3	99060597	99061012	MACS_peak_13817	67.86	0	0	0	NA	NA	NA
3	99155142	99155430	MACS_peak_13818	380.3	0	0	0	NA	NA	NA
3	99244507	99244857	MACS_peak_13819	68.83	0	0	0	NA	NA	NA
3	99284850	99284990	MACS_peak_13820	551.66	0	0	0	NA	NA	NA
3	99499158	99499459	MACS_peak_13821	1386.14	0	0	0	NA	NA	NA
3	99551649	99551889	MACS_peak_13822	645.81	0	0	0	NA	NA	NA
3	99680477	99680806	MACS_peak_13823	89.02	0	1	0	NA	ENSG00000144810	NA
3	99687104	99687304	MACS_peak_13824	1189.9	0	1	0	NA	ENSG00000144810	NA
3	99753496	99753856	MACS_peak_13825	488.85	0	1	0	NA	ENSG00000144810	NA
3	99843294	99843587	MACS_peak_13826	965.74	0	2	0	NA	ENSG00000168386	NA
3	100068818	100069138	MACS_peak_13827	550.56	0	2	0	NA	ENSG00000168386	NA
3	100069773	100070050	MACS_peak_13828	312.33	0	2	0	NA	ENSG00000168386	NA
3	100186028	100186162	MACS_peak_13829	1666.76	0	0	1	NA	NA	ENSG00000235156
3	100283226	100283387	MACS_peak_13830	866.35	0	1	0	NA	ENSG00000036054	NA
3	100462934	100463215	MACS_peak_13831	561.46	0	0	0	NA	NA	NA
3	100513900	100514372	MACS_peak_13832	60.31	0	1	0	NA	ENSG00000181458	NA
3	100546448	100546694	MACS_peak_13833	436.8	0	1	0	NA	ENSG00000181458	NA
3	100618116	100618408	MACS_peak_13834	84.4	0	1	0	NA	ENSG00000144820	NA
3	101113863	101114295	MACS_peak_13835	137.06	0	0	0	NA	NA	NA
3	101234101	101234422	MACS_peak_13836	380.3	0	1	0	NA	ENSG00000081148	NA
3	101537486	101537702	MACS_peak_13837	133.76	0	0	0	NA	NA	NA
3	101573598	101573960	MACS_peak_13838	770.64	1	0	0	ENSG00000081154	NA	NA
3	101578776	101579120	MACS_peak_13839	722.05	0	0	0	NA	NA	NA
3	101699554	101699805	MACS_peak_13840	540.72	0	0	0	NA	NA	NA
3	101707380	101707654	MACS_peak_13841	1871.42	0	0	0	NA	NA	NA
3	101723029	101723660	MACS_peak_13842	729.23	1	0	0	ENSG00000182504	NA	NA
3	101907261	101907650	MACS_peak_13843	219.35	0	0	0	NA	NA	NA
3	102033744	102034049	MACS_peak_13844	439.84	0	0	0	NA	NA	NA
3	102215943	102216716	MACS_peak_13845	161.12	0	1	0	NA	ENSG00000170044	NA
3	102375712	102376042	MACS_peak_13846	528.29	0	1	0	NA	ENSG00000170044	NA
3	102467083	102467332	MACS_peak_13847	485.56	0	1	0	NA	ENSG00000170044	NA
3	102562574	102562713	MACS_peak_13848	1298.51	0	0	0	NA	NA	NA
3	102673542	102673851	MACS_peak_13849	814.28	0	0	1	NA	NA	ENSG00000241754
3	102718590	102718746	MACS_peak_13850	808.51	0	0	0	NA	NA	NA
3	102770307	102770555	MACS_peak_13851	596.67	0	0	0	NA	NA	NA
3	102776698	102777062	MACS_peak_13852	56.38	0	0	0	NA	NA	NA
3	102820927	102821159	MACS_peak_13853	323.97	0	0	0	NA	NA	NA
3	103556784	103557039	MACS_peak_13854	92.87	0	0	0	NA	NA	NA
3	103557118	103557344	MACS_peak_13855	62.14	0	0	0	NA	NA	NA
3	103710924	103711297	MACS_peak_13856	54.81	0	0	0	NA	NA	NA
3	103875896	103876137	MACS_peak_13857	517.94	0	0	0	NA	NA	NA
3	103991536	103991753	MACS_peak_13858	1245.57	0	0	0	NA	NA	NA
3	104091294	104091614	MACS_peak_13859	737.12	0	0	0	NA	NA	NA
3	104240168	104240395	MACS_peak_13860	442.89	0	0	0	NA	NA	NA
3	104318578	104318757	MACS_peak_13861	699.69	0	0	0	NA	NA	NA
3	104539955	104540203	MACS_peak_13862	485.56	0	0	0	NA	NA	NA
3	104564102	104564371	MACS_peak_13863	461.5	0	0	0	NA	NA	NA
3	104679133	104679375	MACS_peak_13864	501.16	0	0	0	NA	NA	NA
3	104892794	104893040	MACS_peak_13865	386.6	0	0	0	NA	NA	NA
3	105113847	105113979	MACS_peak_13866	857.98	0	0	0	NA	NA	NA
3	105369778	105370013	MACS_peak_13867	662.31	1	0	0	ENSG00000170017	NA	NA
3	105462741	105463031	MACS_peak_13868	760.25	0	1	0	NA	ENSG00000170017	NA
3	105625438	105625634	MACS_peak_13869	224.32	0	0	0	NA	NA	NA
3	105686398	105686692	MACS_peak_13870	722.05	0	1	0	NA	ENSG00000114423	NA
3	106072822	106073182	MACS_peak_13871	50.92	0	0	0	NA	NA	NA
3	106301978	106302203	MACS_peak_13872	548.55	0	0	0	NA	NA	NA
3	106357118	106357385	MACS_peak_13873	1285.66	0	0	0	NA	NA	NA
3	106463304	106463473	MACS_peak_13874	1025.76	0	0	0	NA	NA	NA
3	106489677	106489910	MACS_peak_13875	647.86	0	0	0	NA	NA	NA
3	106609801	106610141	MACS_peak_13876	660.56	0	0	0	NA	NA	NA
3	106665818	106666232	MACS_peak_13877	78.58	0	0	0	NA	NA	NA
3	106824868	106825044	MACS_peak_13878	711.62	0	0	0	NA	NA	NA
3	106876790	106876994	MACS_peak_13879	616.96	0	0	1	NA	NA	ENSG00000242759
3	107091094	107091381	MACS_peak_13880	834.69	0	0	1	NA	NA	ENSG00000242759
3	107145810	107146114	MACS_peak_13881	160.84	0	0	1	NA	NA	ENSG00000242759
3	107146897	107147456	MACS_peak_13882	74.54	0	0	1	NA	NA	ENSG00000242759
3	107206120	107206497	MACS_peak_13883	738.27	0	0	1	NA	NA	ENSG00000242759
3	107272953	107273180	MACS_peak_13884	548.55	0	0	2	NA	NA	ENSG00000243701
3	107583843	107584219	MACS_peak_13885	553.12	0	1	0	NA	ENSG00000114439	NA
3	107660448	107660777	MACS_peak_13886	1737.05	0	1	0	NA	ENSG00000114439	NA
3	107663507	107663723	MACS_peak_13887	901.33	0	1	0	NA	ENSG00000114439	NA
3	107690566	107690919	MACS_peak_13888	117.14	0	1	0	NA	ENSG00000114439	NA
3	107695548	107695913	MACS_peak_13889	56.07	0	1	0	NA	ENSG00000114439	NA
3	107741335	107741583	MACS_peak_13890	388.01	0	1	0	NA	ENSG00000114439	NA
3	107753549	107753769	MACS_peak_13891	564.54	0	1	0	NA	ENSG00000114439	NA
3	107794616	107794924	MACS_peak_13892	438.15	0	1	0	NA	ENSG00000114439	NA
3	107887542	107888230	MACS_peak_13893	97.16	0	0	1	NA	NA	ENSG00000240423
3	107927519	107927822	MACS_peak_13894	561.84	0	0	1	NA	NA	ENSG00000240423
3	107932683	107932923	MACS_peak_13895	936.57	0	0	0	NA	NA	NA
3	108205618	108206067	MACS_peak_13896	959.23	0	1	0	NA	ENSG00000114446	NA
3	108261481	108262070	MACS_peak_13897	79.63	0	0	0	NA	NA	NA
3	108321640	108321912	MACS_peak_13898	459.58	0	1	0	NA	ENSG00000114455	NA
3	108372259	108373085	MACS_peak_13899	68.33	0	1	0	NA	ENSG00000114455	NA
3	108477685	108477907	MACS_peak_13900	549.18	0	1	0	NA	ENSG00000144821	NA
3	108659438	108659970	MACS_peak_13901	89.73	0	1	0	NA	ENSG00000198919	NA
3	108674538	108674770	MACS_peak_13902	537.4	0	1	0	NA	ENSG00000198919	NA
3	108686062	108686276	MACS_peak_13903	596.79	0	1	0	NA	ENSG00000198919	NA
3	108753151	108753354	MACS_peak_13904	53.16	0	1	0	NA	ENSG00000163515	NA
3	108915037	108915533	MACS_peak_13905	570.15	0	1	0	NA	ENSG00000138472	NA
3	109082138	109082357	MACS_peak_13906	879.27	0	1	0	NA	ENSG00000114487	NA
3	109164443	109164675	MACS_peak_13907	113.93	0	0	0	NA	NA	NA
3	109200439	109200889	MACS_peak_13908	75.96	0	0	1	NA	NA	ENSG00000214381
3	109275706	109275919	MACS_peak_13909	580.75	0	0	0	NA	NA	NA
3	109330201	109330438	MACS_peak_13910	177.15	1	0	0	ENSG00000121570	NA	NA
3	109410275	109410631	MACS_peak_13911	265.34	0	0	1	NA	NA	ENSG00000228980
3	109543205	109543546	MACS_peak_13912	181.92	0	0	0	NA	NA	NA
3	109731902	109732158	MACS_peak_13913	670.44	0	0	1	NA	NA	ENSG00000242029
3	109999287	109999637	MACS_peak_13914	389.76	0	0	0	NA	NA	NA
3	110117950	110118287	MACS_peak_13915	82.62	0	0	0	NA	NA	NA
3	110632244	110632618	MACS_peak_13916	88.84	0	0	0	NA	NA	NA
3	110634876	110635180	MACS_peak_13917	55.83	0	0	0	NA	NA	NA
3	110823498	110823852	MACS_peak_13918	401.08	0	0	0	NA	NA	NA
3	110889147	110889511	MACS_peak_13919	76.89	0	0	1	NA	NA	ENSG00000206532
3	110911908	110912326	MACS_peak_13920	84.28	0	0	1	NA	NA	ENSG00000242242
3	110990680	110990935	MACS_peak_13921	719.86	0	0	1	NA	NA	ENSG00000242242
3	111017503	111018079	MACS_peak_13922	128.52	0	0	1	NA	NA	ENSG00000242242
3	111020642	111021059	MACS_peak_13923	133.13	0	0	1	NA	NA	ENSG00000242242
3	111021227	111021540	MACS_peak_13924	52.08	0	0	1	NA	NA	ENSG00000242242
3	111080432	111080651	MACS_peak_13925	580.62	0	1	0	NA	ENSG00000177707	NA
