chr	start	end	id	score
2	210198126	210198401	MACS_peak_11497	132.73
2	210199182	210199572	MACS_peak_11498	360.79
2	210290203	210290413	MACS_peak_11499	936.57
2	210458383	210458751	MACS_peak_11500	894.97
2	210487195	210487537	MACS_peak_11501	786.29
2	210525083	210525617	MACS_peak_11502	374.15
2	210615846	210616247	MACS_peak_11503	88.68
2	210934436	210934573	MACS_peak_11504	567.81
2	211060106	211060564	MACS_peak_11505	1180.63
2	211264263	211264570	MACS_peak_11506	547.35
2	211372255	211372670	MACS_peak_11507	65.47
2	211373924	211374403	MACS_peak_11508	87.62
2	211442283	211442717	MACS_peak_11509	601.99
2	211626418	211626803	MACS_peak_11510	103.28
2	211916887	211917242	MACS_peak_11511	776.01
2	211999344	211999784	MACS_peak_11512	598.7
2	212000064	212000341	MACS_peak_11513	456.44
2	212119421	212119663	MACS_peak_11514	227.44
2	212228475	212228770	MACS_peak_11515	445.58
2	212319882	212320202	MACS_peak_11516	550.56
2	212742086	212742307	MACS_peak_11517	729.14
2	212922184	212922429	MACS_peak_11518	236.5
2	213011590	213011916	MACS_peak_11519	564
2	213385197	213385385	MACS_peak_11520	883.81
2	213432332	213432647	MACS_peak_11521	1836.46
2	213448804	213449135	MACS_peak_11522	128.46
2	213551059	213551326	MACS_peak_11523	994.68
2	213566910	213567120	MACS_peak_11524	342.2
2	213757021	213757235	MACS_peak_11525	644.42
2	213883948	213884248	MACS_peak_11526	1098.12
2	214111389	214111688	MACS_peak_11527	1242.54
2	214121282	214121551	MACS_peak_11528	201.59
2	214458469	214458620	MACS_peak_11529	742.08
2	214542942	214543301	MACS_peak_11530	52.67
2	214698207	214698379	MACS_peak_11531	738.06
2	214751942	214752191	MACS_peak_11532	613.04
2	214799366	214799757	MACS_peak_11533	425.22
2	215497636	215498107	MACS_peak_11534	100.83
2	215500231	215500595	MACS_peak_11535	68.17
2	215549306	215549583	MACS_peak_11536	84.4
2	215550888	215551610	MACS_peak_11537	114.52
2	215825494	215825797	MACS_peak_11538	561.84
2	215908552	215908750	MACS_peak_11539	642.68
2	216060634	216060971	MACS_peak_11540	113.53
2	216118813	216119260	MACS_peak_11541	172.39
2	216134555	216134905	MACS_peak_11542	653.58
2	216319225	216319487	MACS_peak_11543	591.97
2	216400417	216400660	MACS_peak_11544	554.96
2	216898653	216899011	MACS_peak_11545	648.14
2	217268806	217269027	MACS_peak_11546	549.18
2	217561509	217561719	MACS_peak_11547	772.8
2	217642507	217642840	MACS_peak_11548	542.34
2	217985657	217986296	MACS_peak_11549	1324.07
2	218080251	218080406	MACS_peak_11550	463.36
2	218175959	218176358	MACS_peak_11551	118
2	218378397	218378529	MACS_peak_11552	1116.4
2	218539527	218539862	MACS_peak_11553	83.8
2	218540710	218541242	MACS_peak_11554	83.74
2	218578229	218578524	MACS_peak_11555	567.38
2	218653993	218654222	MACS_peak_11556	848.95
2	219050994	219051295	MACS_peak_11557	689.95
2	219166044	219166290	MACS_peak_11558	458.27
2	219552216	219552475	MACS_peak_11559	830.88
2	219712430	219712676	MACS_peak_11560	439.71
2	219741372	219741697	MACS_peak_11561	603.02
2	219844721	219845050	MACS_peak_11562	668.48
2	219991342	219991567	MACS_peak_11563	3056.71
2	220035936	220036212	MACS_peak_11564	984.35
2	220459345	220459701	MACS_peak_11565	284.23
2	220507229	220507497	MACS_peak_11566	462.14
2	220797373	220798160	MACS_peak_11567	87.68
2	220799038	220799384	MACS_peak_11568	51.97
2	220801641	220802187	MACS_peak_11569	68.89
2	221097885	221098258	MACS_peak_11570	473.28
2	221412522	221412741	MACS_peak_11571	580.62
2	222046237	222046500	MACS_peak_11572	722.6
2	222852986	222853269	MACS_peak_11573	69.18
2	222854212	222854694	MACS_peak_11574	59.36
2	222866785	222867143	MACS_peak_11575	50.92
2	223014552	223015411	MACS_peak_11576	191.27
2	223016905	223017211	MACS_peak_11577	52.18
2	223019624	223019889	MACS_peak_11578	106.55
2	223555389	223555682	MACS_peak_11579	446.75
2	223609224	223609370	MACS_peak_11580	556.14
2	223665752	223665915	MACS_peak_11581	586.33
2	223763712	223764149	MACS_peak_11582	3100
2	224263997	224264189	MACS_peak_11583	678.9
2	224282340	224282695	MACS_peak_11584	114.74
2	224556091	224556342	MACS_peak_11585	389.4
2	224557056	224557370	MACS_peak_11586	434.84
2	224794486	224794679	MACS_peak_11587	678.9
2	224835096	224835290	MACS_peak_11588	848.95
2	225096737	225096982	MACS_peak_11589	450.38
2	225351928	225352436	MACS_peak_11590	476.21
2	225993523	225993791	MACS_peak_11591	76.3
2	226384501	226384791	MACS_peak_11592	166.98
2	226384939	226385376	MACS_peak_11593	97.37
2	226386612	226386978	MACS_peak_11594	75.01
2	226509072	226509538	MACS_peak_11595	62.5
2	226530381	226530640	MACS_peak_11596	468.05
2	226851797	226853173	MACS_peak_11597	3100
2	226975624	226976051	MACS_peak_11598	139.98
2	227334237	227335225	MACS_peak_11599	3173.14
2	227372624	227372766	MACS_peak_11600	1067.21
2	227677891	227678134	MACS_peak_11601	501.16
2	227842288	227842477	MACS_peak_11602	695.57
2	227971902	227972093	MACS_peak_11603	866.35
2	228244158	228244411	MACS_peak_11604	425.33
2	228755191	228755437	MACS_peak_11605	485.56
2	228901037	228901415	MACS_peak_11606	53.46
2	229065368	229065846	MACS_peak_11607	56.91
2	229068240	229068608	MACS_peak_11608	63.13
2	229128590	229129766	MACS_peak_11609	3100
2	229286889	229287467	MACS_peak_11610	84.04
2	229346676	229347092	MACS_peak_11611	139.27
2	229437652	229438037	MACS_peak_11612	65.58
2	230323575	230323771	MACS_peak_11613	662.31
2	230608577	230608909	MACS_peak_11614	149.97
2	230983703	230984042	MACS_peak_11615	974.11
2	231095259	231095580	MACS_peak_11616	431.05
2	231156400	231156712	MACS_peak_11617	435.94
2	231476159	231476370	MACS_peak_11618	1023.29
2	231766945	231767216	MACS_peak_11619	584.96
2	231853659	231853987	MACS_peak_11620	142.05
2	231955871	231956151	MACS_peak_11621	3100
2	232108864	232109100	MACS_peak_11622	662.31
2	232270506	232270787	MACS_peak_11623	1120.76
2	232354773	232355053	MACS_peak_11624	578.19
2	232466433	232466611	MACS_peak_11625	763.02
2	232506308	232506462	MACS_peak_11626	498.32
2	232544350	232544505	MACS_peak_11627	1904.96
2	232765222	232765523	MACS_peak_11628	563.21
2	233006829	233007104	MACS_peak_11629	457.69
2	233043646	233043831	MACS_peak_11630	51.74
2	233222019	233222363	MACS_peak_11631	80.67
2	233553083	233553215	MACS_peak_11632	1028.85
2	234095253	234095454	MACS_peak_11633	68.85
2	234289187	234289432	MACS_peak_11634	629.38
2	234470071	234470443	MACS_peak_11635	52.99
2	234486260	234486445	MACS_peak_11636	281.97
2	234696291	234696784	MACS_peak_11637	927.22
2	235197484	235197890	MACS_peak_11638	722.05
2	235797478	235797740	MACS_peak_11639	124.58
2	235799167	235799588	MACS_peak_11640	63
2	236216030	236216392	MACS_peak_11641	62.29
2	236993635	236993989	MACS_peak_11642	159.56
2	237043814	237044113	MACS_peak_11643	479.57
2	237089606	237089816	MACS_peak_11644	760.34
2	237292916	237293193	MACS_peak_11645	64.82
2	237294868	237295666	MACS_peak_11646	93.49
2	237776908	237777167	MACS_peak_11647	127.5
2	237980981	237981279	MACS_peak_11648	443.84
2	238252154	238252297	MACS_peak_11649	546.58
2	238318808	238318971	MACS_peak_11650	1892.57
2	238973758	238973954	MACS_peak_11651	644.94
2	239165284	239165512	MACS_peak_11652	848.95
2	239626368	239626642	MACS_peak_11653	71.7
2	239666695	239667216	MACS_peak_11654	95.23
2	239693722	239693969	MACS_peak_11655	763.02
2	240279477	240279802	MACS_peak_11656	603.02
2	240759687	240759974	MACS_peak_11657	107.62
2	240849294	240849549	MACS_peak_11658	1853.13
2	241172419	241172591	MACS_peak_11659	1007.8
2	241434431	241434624	MACS_peak_11660	835.09
2	241485379	241485909	MACS_peak_11661	111.76
2	241486072	241486406	MACS_peak_11662	58.11
2	241486676	241487320	MACS_peak_11663	178.52
2	241614930	241615120	MACS_peak_11664	695.57
2	241638614	241638804	MACS_peak_11665	695.57
2	242277995	242278471	MACS_peak_11666	939.22
2	242335562	242335968	MACS_peak_11667	59.93
2	242672083	242672314	MACS_peak_11668	1090.36
2	242818082	242818375	MACS_peak_11669	398.43
2	243088635	243088904	MACS_peak_11670	360.28
2	243102069	243102475	MACS_peak_11671	1382.49
2	243153696	243153999	MACS_peak_11672	540.43
2	243175675	243176063	MACS_peak_11673	556.13
3	177372	177567	MACS_peak_12964	472.76
3	402286	402692	MACS_peak_12965	120.88
3	424460	424675	MACS_peak_12966	828.25
3	451908	452180	MACS_peak_12967	988.9
3	515660	515892	MACS_peak_12968	799.8
3	561543	562112	MACS_peak_12969	1662.75
3	653112	653614	MACS_peak_12970	87.75
3	654359	654694	MACS_peak_12971	89.68
3	674294	674578	MACS_peak_12972	704
3	768854	769085	MACS_peak_12973	762.11
3	931532	931814	MACS_peak_12974	937.94
3	943927	944259	MACS_peak_12975	642.94
3	1075398	1075681	MACS_peak_12976	603.02
3	1125628	1125871	MACS_peak_12977	645.81
3	1224764	1224972	MACS_peak_12978	613.04
3	1249423	1249681	MACS_peak_12979	1604.58
3	1431091	1431359	MACS_peak_12980	89.68
3	1524135	1524452	MACS_peak_12981	54.21
3	1707420	1707641	MACS_peak_12982	869.22
3	1749349	1749647	MACS_peak_12983	692.37
3	2029786	2029959	MACS_peak_12984	1128.59
3	2048613	2048889	MACS_peak_12985	86.12
3	2049698	2050041	MACS_peak_12986	57.32
3	2368183	2368319	MACS_peak_12987	1061.85
3	2591737	2592110	MACS_peak_12988	480.61
3	2617382	2617515	MACS_peak_12989	1072.4
3	2642131	2642515	MACS_peak_12990	105.65
3	2747097	2747680	MACS_peak_12991	1120.94
3	3173455	3173828	MACS_peak_12992	74.1
3	3242166	3242624	MACS_peak_12993	1483.9
3	3412302	3412749	MACS_peak_12994	1192.27
3	3429041	3429232	MACS_peak_12995	691.98
3	3765345	3765688	MACS_peak_12996	52.95
3	3907301	3907604	MACS_peak_12997	142.05
3	3909758	3910097	MACS_peak_12998	151.81
3	3940115	3940452	MACS_peak_12999	61.21
3	3954789	3955180	MACS_peak_13000	77.96
3	3955288	3955538	MACS_peak_13001	108.58
3	4005944	4006150	MACS_peak_13002	114.49
3	4007761	4008019	MACS_peak_13003	50.65
3	4039927	4040283	MACS_peak_13004	1859.03
3	4067164	4067525	MACS_peak_13005	97.24
3	4332053	4332297	MACS_peak_13006	501.16
3	4356439	4356687	MACS_peak_13007	1043.77
3	4405394	4405684	MACS_peak_13008	111.09
3	4489034	4489256	MACS_peak_13009	433.36
3	4675000	4675366	MACS_peak_13010	522.88
3	4753149	4753423	MACS_peak_13011	488.85
3	4882113	4882374	MACS_peak_13012	1445.42
3	5009171	5009467	MACS_peak_13013	198.49
3	5017920	5018215	MACS_peak_13014	551.41
3	5022079	5022368	MACS_peak_13015	699.78
3	5206982	5207169	MACS_peak_13016	712.32
3	5268374	5268808	MACS_peak_13017	843.98
3	5275629	5275924	MACS_peak_13018	142.05
3	5468084	5468304	MACS_peak_13019	431.6
3	5567851	5568222	MACS_peak_13020	55.51
3	5847920	5848181	MACS_peak_13021	403.26
3	6181706	6182037	MACS_peak_13022	611.86
3	6312115	6312412	MACS_peak_13023	118.5
3	6361717	6362005	MACS_peak_13024	57.21
3	6527990	6528320	MACS_peak_13025	198.42
3	6529533	6529718	MACS_peak_13026	86.68
3	6578676	6579032	MACS_peak_13027	51.61
3	6799983	6800209	MACS_peak_13028	816.83
3	6977190	6977403	MACS_peak_13029	763.02
3	7117584	7117922	MACS_peak_13030	422.19
3	7204319	7204467	MACS_peak_13031	522.42
3	7490955	7491245	MACS_peak_13032	1395.23
3	7937478	7937833	MACS_peak_13033	198.49
3	8152962	8153221	MACS_peak_13034	726.32
3	8184106	8184402	MACS_peak_13035	648.05
3	8459045	8459478	MACS_peak_13036	540.82
3	8522972	8523336	MACS_peak_13037	386.41
3	8543876	8544158	MACS_peak_13038	972.38
3	8649278	8649467	MACS_peak_13039	801.73
3	8724673	8725026	MACS_peak_13040	530.32
3	8755623	8755844	MACS_peak_13041	458.84
3	8762615	8763413	MACS_peak_13042	68.15
3	8811030	8811323	MACS_peak_13043	568.79
3	9012700	9012977	MACS_peak_13044	972.38
3	9109065	9109524	MACS_peak_13045	1482.85
3	9344351	9344717	MACS_peak_13046	435.67
3	9466553	9466761	MACS_peak_13047	931.22
3	9544992	9545252	MACS_peak_13048	593.56
3	9862720	9862932	MACS_peak_13049	919.78
3	10266700	10266871	MACS_peak_13050	932.24
3	10363958	10364340	MACS_peak_13051	357.27
3	10385885	10386150	MACS_peak_13052	720.77
3	10780659	10780951	MACS_peak_13053	437.52
3	10786999	10787193	MACS_peak_13054	678.9
3	10825099	10825383	MACS_peak_13055	559.26
3	11197193	11197386	MACS_peak_13056	619.53
3	11278284	11278631	MACS_peak_13057	2690.04
3	11298744	11299074	MACS_peak_13058	528.29
3	11327920	11328151	MACS_peak_13059	619.53
3	11467638	11467956	MACS_peak_13060	845.32
3	11636705	11637075	MACS_peak_13061	103.45
3	11693395	11693908	MACS_peak_13062	792.53
3	11703900	11704225	MACS_peak_13063	909.54
3	11758856	11758989	MACS_peak_13064	1011.74
3	11888326	11888589	MACS_peak_13065	722.6
3	12069647	12069919	MACS_peak_13066	96.27
3	12080232	12080467	MACS_peak_13067	502.51
3	12088004	12088241	MACS_peak_13068	516.86
3	12176447	12176801	MACS_peak_13069	401.08
3	12179619	12179808	MACS_peak_13070	504.54
3	12236166	12236431	MACS_peak_13071	621.04
3	12748025	12748246	MACS_peak_13072	1226.97
3	12812185	12812468	MACS_peak_13073	506.92
3	12883124	12883479	MACS_peak_13074	529.16
3	12909420	12909737	MACS_peak_13075	677.44
3	12944065	12944288	MACS_peak_13076	1043.77
3	13220731	13220952	MACS_peak_13077	629.32
3	13503105	13503418	MACS_peak_13078	555.13
3	13537845	13538137	MACS_peak_13079	447.34
3	13689818	13690034	MACS_peak_13080	1264.23
3	13699351	13699546	MACS_peak_13081	662.31
3	13714755	13715033	MACS_peak_13082	312.33
3	13783768	13784009	MACS_peak_13083	913.84
3	14075933	14076189	MACS_peak_13084	425.33
3	14114160	14114501	MACS_peak_13085	84.56
3	14116519	14116894	MACS_peak_13086	115.17
3	14245058	14245363	MACS_peak_13087	560.48
3	14302677	14302910	MACS_peak_13088	1301.7
3	14477938	14478093	MACS_peak_13089	501.14
3	14550310	14550694	MACS_peak_13090	881.79
3	14715305	14715621	MACS_peak_13091	553.16
3	14753261	14753458	MACS_peak_13092	754.53
3	14899088	14899284	MACS_peak_13093	1191.52
3	14967179	14967488	MACS_peak_13094	814.28
3	15096811	15097034	MACS_peak_13095	650.69
3	15149675	15149868	MACS_peak_13096	678.9
3	15169962	15170298	MACS_peak_13097	1722.91
3	15244158	15244506	MACS_peak_13098	647.33
3	15261842	15262110	MACS_peak_13099	450.74
3	15309506	15309707	MACS_peak_13100	645.81
3	15346810	15347058	MACS_peak_13101	471.88
3	15442935	15443067	MACS_peak_13102	977.06
3	15446972	15447295	MACS_peak_13103	548.63
3	15773348	15773487	MACS_peak_13104	701.67
3	15853825	15854138	MACS_peak_13105	1667.82
3	15857234	15857521	MACS_peak_13106	1258.14
3	15909131	15909346	MACS_peak_13107	315.94
3	16036701	16036910	MACS_peak_13108	554.69
3	16159377	16159587	MACS_peak_13109	451.61
3	16200904	16201220	MACS_peak_13110	191.91
3	16219952	16220178	MACS_peak_13111	848.95
3	16309643	16309849	MACS_peak_13112	1477.15
3	16445102	16446084	MACS_peak_13113	2534.02
3	16558782	16558954	MACS_peak_13114	1226.97
3	16579318	16579848	MACS_peak_13115	2416.7
3	16592249	16592561	MACS_peak_13116	811.61
3	16642824	16643213	MACS_peak_13117	510.37
3	16720750	16721167	MACS_peak_13118	191.29
3	16819409	16819774	MACS_peak_13119	127.5
3	16996000	16996369	MACS_peak_13120	113.2
3	17073991	17074238	MACS_peak_13121	743.63
3	17143669	17143946	MACS_peak_13122	169.15
3	17274975	17275283	MACS_peak_13123	424.89
3	17300404	17300785	MACS_peak_13124	401.71
3	17349011	17349256	MACS_peak_13125	501.16
3	17366118	17366528	MACS_peak_13126	972.38
3	17385824	17386179	MACS_peak_13127	107.63
3	17386593	17386901	MACS_peak_13128	62.76
3	17573781	17574309	MACS_peak_13129	112.17
3	17686491	17686868	MACS_peak_13130	1159.16
3	17745337	17745692	MACS_peak_13131	76.3
3	17852490	17852666	MACS_peak_13132	763.02
3	17882810	17883059	MACS_peak_13133	901.33
3	17901489	17901912	MACS_peak_13134	95.99
3	17902004	17902352	MACS_peak_13135	82.14
3	18240798	18240997	MACS_peak_13136	645.81
3	18367812	18368412	MACS_peak_13137	64.49
3	18430700	18430972	MACS_peak_13138	446.26
3	18482391	18482585	MACS_peak_13139	654.22
3	18734450	18734936	MACS_peak_13140	53.87
3	18799690	18799906	MACS_peak_13141	580.62
3	18829341	18830338	MACS_peak_13142	3100
3	18867713	18868857	MACS_peak_13143	3100
3	18964101	18964433	MACS_peak_13144	1062.71
3	19000164	19000663	MACS_peak_13145	61.52
3	19002165	19002813	MACS_peak_13146	223.87
3	19022666	19023023	MACS_peak_13147	101.89
3	19030252	19030468	MACS_peak_13148	564.92
3	19082538	19082792	MACS_peak_13149	434.14
3	19192379	19192693	MACS_peak_13150	488.85
3	19332941	19333382	MACS_peak_13151	118.32
3	19390409	19390818	MACS_peak_13152	691.91
3	19412391	19412754	MACS_peak_13153	53.51
3	19584711	19585094	MACS_peak_13154	631.92
3	19612370	19612686	MACS_peak_13155	380.3
3	19632504	19632826	MACS_peak_13156	79.51
3	19633209	19633419	MACS_peak_13157	84.54
3	19646827	19647158	MACS_peak_13158	439.59
3	19666048	19666448	MACS_peak_13159	59.94
3	19676319	19676484	MACS_peak_13160	579.03
3	19894607	19894993	MACS_peak_13161	167.19
3	19908273	19908727	MACS_peak_13162	915.58
3	20072762	20072944	MACS_peak_13163	919.78
3	20103210	20104029	MACS_peak_13164	2642.44
3	20130748	20130913	MACS_peak_13165	1127.44
3	20267325	20267533	MACS_peak_13166	931.22
3	20395720	20396315	MACS_peak_13167	93.11
3	20804171	20804578	MACS_peak_13168	567.67
3	20915673	20916027	MACS_peak_13169	88.61
3	21171885	21172260	MACS_peak_13170	84.4
3	21185123	21185630	MACS_peak_13171	608.12
3	21222804	21223161	MACS_peak_13172	53.24
3	21224380	21224755	MACS_peak_13173	68.13
3	21332079	21332448	MACS_peak_13174	1102.85
3	21409748	21410133	MACS_peak_13175	190.92
3	21497337	21497684	MACS_peak_13176	76.91
3	21509767	21510059	MACS_peak_13177	312.33
3	21701444	21701752	MACS_peak_13178	438.15
3	21773421	21773788	MACS_peak_13179	219.32
3	21935992	21936412	MACS_peak_13180	388.99
3	21982158	21982421	MACS_peak_13181	351.85
3	22025606	22026117	MACS_peak_13182	66.4
3	22026240	22026476	MACS_peak_13183	79.65
3	22092518	22092819	MACS_peak_13184	72.06
3	22151679	22151982	MACS_peak_13185	115.17
3	22180278	22180641	MACS_peak_13186	68.83
3	22324623	22324937	MACS_peak_13187	554.47
3	22354168	22354498	MACS_peak_13188	97.88
3	22524677	22525037	MACS_peak_13189	97.63
3	22739125	22739276	MACS_peak_13190	2231.22
3	22753197	22753458	MACS_peak_13191	194.77
3	22771509	22771808	MACS_peak_13192	691.56
3	22844523	22844951	MACS_peak_13193	92.61
3	22929182	22929611	MACS_peak_13194	724.03
3	22996295	22996566	MACS_peak_13195	154.75
3	23001856	23002275	MACS_peak_13196	1249.15
3	23394575	23394841	MACS_peak_13197	101.28
3	23440989	23441283	MACS_peak_13198	695.63
3	23764207	23764491	MACS_peak_13199	158.81
3	23802976	23803229	MACS_peak_13200	467.41
3	23930154	23930540	MACS_peak_13201	880.18
3	24040486	24040786	MACS_peak_13202	406.81
3	24130321	24130671	MACS_peak_13203	136.5
3	24306139	24306506	MACS_peak_13204	1671.3
3	24322988	24323264	MACS_peak_13205	134.2
3	24325836	24326183	MACS_peak_13206	69.91
3	24410977	24411241	MACS_peak_13207	1317.25
3	24514885	24515237	MACS_peak_13208	127.5
3	24574008	24574295	MACS_peak_13209	450.32
3	24725321	24725594	MACS_peak_13210	583.44
3	25063360	25063784	MACS_peak_13211	492.72
3	25375373	25375704	MACS_peak_13212	63.13
3	25689534	25689942	MACS_peak_13213	518.48
3	25802350	25802489	MACS_peak_13214	652.22
3	25898376	25898721	MACS_peak_13215	657.04
3	26166916	26167320	MACS_peak_13216	89.02
3	26338519	26338899	MACS_peak_13217	96.81
3	26426450	26426798	MACS_peak_13218	58.04
3	26536197	26536566	MACS_peak_13219	66.48
3	26581054	26581406	MACS_peak_13220	265.34
3	26614566	26614892	MACS_peak_13221	62.21
3	26787096	26787352	MACS_peak_13222	90.48
3	26800323	26800617	MACS_peak_13223	180.31
3	26959617	26959849	MACS_peak_13224	128.7
3	27034509	27034927	MACS_peak_13225	75.01
3	27035259	27035590	MACS_peak_13226	109.76
3	27246531	27246968	MACS_peak_13227	123
3	27320815	27321003	MACS_peak_13228	883.81
3	27353640	27353869	MACS_peak_13229	548.55
3	27414862	27415113	MACS_peak_13230	883.81
3	27481057	27481281	MACS_peak_13231	549.18
3	27700748	27701037	MACS_peak_13232	699.78
3	27701164	27701529	MACS_peak_13233	768.37
3	27722806	27722972	MACS_peak_13234	831.63
3	27858952	27859237	MACS_peak_13235	56.02
3	27861507	27861731	MACS_peak_13236	58.71
3	28103509	28103866	MACS_peak_13237	55.08
3	28310436	28310935	MACS_peak_13238	536.61
3	28358929	28359197	MACS_peak_13239	853.65
3	28369987	28370378	MACS_peak_13240	406.81
3	28457174	28457534	MACS_peak_13241	68.83
3	28490272	28490405	MACS_peak_13242	710.42
3	28534801	28535211	MACS_peak_13243	52.99
3	28709223	28709434	MACS_peak_13244	763.02
3	29063723	29063975	MACS_peak_13245	613.04
3	29194084	29194441	MACS_peak_13246	528
3	29500745	29500971	MACS_peak_13247	548.55
3	29664446	29664725	MACS_peak_13248	466.48
3	29805187	29805451	MACS_peak_13249	536.7
3	29861676	29861819	MACS_peak_13250	856.68
3	30054452	30054668	MACS_peak_13251	901.33
3	30081725	30081957	MACS_peak_13252	340.89
3	30093340	30093725	MACS_peak_13253	72.45
3	30095970	30096263	MACS_peak_13254	97.29
3	30104668	30105004	MACS_peak_13255	791.16
3	30286167	30286565	MACS_peak_13256	127.94
3	30474449	30474810	MACS_peak_13257	93.43
3	30810172	30810492	MACS_peak_13258	550.56
3	31532786	31532933	MACS_peak_13259	1001.32
3	31686168	31686556	MACS_peak_13260	337.18
3	31766228	31766481	MACS_peak_13261	470.06
3	32006893	32007426	MACS_peak_13262	3100
3	32185596	32186098	MACS_peak_13263	567.3
3	32218835	32219034	MACS_peak_13264	645.81
3	32321007	32321370	MACS_peak_13265	64.31
3	32551695	32551899	MACS_peak_13266	629.38
3	32579463	32579663	MACS_peak_13267	983.72
3	32614747	32614879	MACS_peak_13268	977.06
3	32775026	32775439	MACS_peak_13269	613.85
3	33326802	33327075	MACS_peak_13270	103.45
3	33350543	33350828	MACS_peak_13271	451.52
3	33497685	33497817	MACS_peak_13272	1046.12
3	33553138	33553518	MACS_peak_13273	61.75
3	33818038	33818391	MACS_peak_13274	530.32
3	33828897	33829263	MACS_peak_13275	408.57
3	33908504	33908801	MACS_peak_13276	693.18
3	34058967	34059107	MACS_peak_13277	889.07
3	34471161	34471471	MACS_peak_13278	112.84
3	34602404	34602714	MACS_peak_13279	219.86
3	34694373	34694749	MACS_peak_13280	56.1
3	34745334	34745634	MACS_peak_13281	563.9
3	34745777	34746080	MACS_peak_13282	819.69
3	34746132	34746581	MACS_peak_13283	833.5
3	34797136	34797447	MACS_peak_13284	201.59
3	34924274	34924444	MACS_peak_13285	1245.57
3	34961153	34961412	MACS_peak_13286	722.6
3	35056020	35056481	MACS_peak_13287	67.62
3	35056974	35057362	MACS_peak_13288	87.75
3	35143270	35143648	MACS_peak_13289	76.3
3	35148158	35148497	MACS_peak_13290	79.62
3	35565138	35565420	MACS_peak_13291	576.71
3	35605886	35606214	MACS_peak_13292	797.81
3	35942090	35942463	MACS_peak_13293	69
3	36091192	36091484	MACS_peak_13294	54.15
3	36268134	36268512	MACS_peak_13295	56.38
3	36268543	36268979	MACS_peak_13296	83.5
3	36363889	36364260	MACS_peak_13297	80.49
3	36582476	36582694	MACS_peak_13298	1747.35
3	36665639	36666005	MACS_peak_13299	124.32
3	36771044	36771220	MACS_peak_13300	972.07
3	36839665	36840033	MACS_peak_13301	114.26
3	37572106	37572416	MACS_peak_13302	127.5
3	37678007	37678508	MACS_peak_13303	83.21
3	38008820	38009152	MACS_peak_13304	425.26
3	38383450	38383773	MACS_peak_13305	75.01
3	38452004	38452336	MACS_peak_13306	79.95
3	38692727	38693013	MACS_peak_13307	450.92
3	38976366	38976663	MACS_peak_13308	85.92
3	38978965	38979235	MACS_peak_13309	90.4
3	39333324	39333722	MACS_peak_13310	1000.63
3	39411647	39411974	MACS_peak_13311	54.62
3	39419582	39419917	MACS_peak_13312	791.99
3	39458779	39459142	MACS_peak_13313	730.17
3	39489297	39489691	MACS_peak_13314	507.75
3	39583277	39583610	MACS_peak_13315	424.75
3	39692436	39692761	MACS_peak_13316	114.74
3	39761268	39762132	MACS_peak_13317	2361.03
3	39919295	39919604	MACS_peak_13318	137
3	39928469	39928841	MACS_peak_13319	76.86
3	40027190	40027451	MACS_peak_13320	116.4
3	40126191	40126558	MACS_peak_13321	306.6
3	40178744	40179031	MACS_peak_13322	91.5
3	40245126	40245725	MACS_peak_13323	1321.37
3	40358609	40358949	MACS_peak_13324	919.5
3	40369110	40369406	MACS_peak_13325	1940.72
3	40621945	40622289	MACS_peak_13326	419.18
3	40901275	40901521	MACS_peak_13327	386.6
3	40911581	40911813	MACS_peak_13328	532.66
3	40937794	40938141	MACS_peak_13329	417.69
3	40946218	40946681	MACS_peak_13330	50.94
3	41244524	41244743	MACS_peak_13331	1061.85
3	41419761	41420087	MACS_peak_13332	243.49
3	41737263	41737582	MACS_peak_13333	389.76
3	41758129	41758321	MACS_peak_13334	678.9
3	41777462	41777704	MACS_peak_13335	144.13
3	41787758	41787931	MACS_peak_13336	1128.59
3	41922836	41923052	MACS_peak_13337	644.42
3	41976593	41976815	MACS_peak_13338	831.64
3	42829606	42829796	MACS_peak_13339	695.57
3	42889601	42889822	MACS_peak_13340	227.89
3	42953773	42954322	MACS_peak_13341	915.55
3	42963491	42963870	MACS_peak_13342	66.96
3	43111220	43111702	MACS_peak_13343	88.78
3	43530368	43530673	MACS_peak_13344	104.57
3	43544534	43544950	MACS_peak_13345	732.46
3	43680081	43680314	MACS_peak_13346	532.66
3	43722502	43722753	MACS_peak_13347	234.8
3	43771879	43772011	MACS_peak_13348	1116.4
3	44364866	44365165	MACS_peak_13349	1242.54
3	45079273	45079643	MACS_peak_13350	482.49
3	45082314	45082588	MACS_peak_13351	847.52
3	45746883	45747137	MACS_peak_13352	883.81
3	45970605	45970825	MACS_peak_13353	564.54
3	46190342	46190915	MACS_peak_13354	74.84
3	46414086	46414328	MACS_peak_13355	645.81
3	46824745	46825118	MACS_peak_13356	81.56
3	46908318	46908562	MACS_peak_13357	501.16
3	46965056	46965230	MACS_peak_13358	780.06
3	47462651	47462850	MACS_peak_13359	645.81
3	47509895	47510226	MACS_peak_13360	67.49
3	48031577	48031754	MACS_peak_13361	763.02
3	48280914	48281050	MACS_peak_13362	783.1
3	48477410	48477707	MACS_peak_13363	1101.6
3	48990069	48990329	MACS_peak_13364	593.56
3	49047693	49047873	MACS_peak_13365	583.31
3	49502026	49502371	MACS_peak_13366	312.33
3	49642685	49643504	MACS_peak_13367	2045.46
3	49876733	49876926	MACS_peak_13368	866.35
