id	chr	start	end	gene_sum	genes	distance
MACS_peak_14756	4	1546947	1548230	7	2	422234
MACS_peak_14758	4	1708775	1709106	7	0	159999
MACS_peak_14759	4	2232116	2232436	13	6	523010
MACS_peak_14760	4	2355967	2356225	13	0	123531
MACS_peak_14761	4	3138087	3138450	18	5	781862
MACS_peak_14767	4	4162971	4163443	18	0	70230
MACS_peak_14768	4	4432430	4432627	21	3	268987
MACS_peak_14779	4	5525046	5525444	21	0	1231
MACS_peak_14780	4	5728983	5729213	22	1	203539
MACS_peak_14781	4	6252461	6252720	23	1	523248
MACS_peak_14782	4	6627659	6627894	23	0	374939
MACS_peak_14783	4	6656676	6656995	24	1	28782
MACS_peak_14784	4	7846069	7846298	30	6	1189074
MACS_peak_14787	4	8408731	8409038	30	0	164534
MACS_peak_14788	4	8626656	8627106	33	3	217618
MACS_peak_14855	4	12908765	12909139	33	0	155474
MACS_peak_14856	4	13663006	13663351	34	1	753867
MACS_peak_14879	4	15283857	15284107	34	0	9582
MACS_peak_14880	4	15651526	15651910	35	1	367419
MACS_peak_14888	4	17170564	17170730	35	0	131882
MACS_peak_14889	4	17633569	17633812	37	2	462839
MACS_peak_14890	4	17794272	17794576	37	0	160460
MACS_peak_14891	4	17850473	17850833	39	2	55897
MACS_peak_14931	4	24421149	24421374	39	0	509042
MACS_peak_14932	4	24689071	24689313	40	1	267697
MACS_peak_14987	4	36978142	36978555	40	0	69628
MACS_peak_14988	4	37941724	37942016	42	2	963169
MACS_peak_14994	4	38677203	38677513	42	0	294753
MACS_peak_14995	4	38862570	38862785	44	2	185057
MACS_peak_14996	4	39620942	39621166	51	7	758157
MACS_peak_14997	4	39931831	39931971	53	2	310665
MACS_peak_15006	4	41890143	41890537	53	0	194210
MACS_peak_15007	4	41960606	41960989	54	1	70069
MACS_peak_15008	4	42277070	42277415	55	1	316081
MACS_peak_15033	4	47299015	47299563	55	0	13591
MACS_peak_15034	4	47566466	47566731	57	2	266903
MACS_peak_15035	4	47670845	47671118	57	0	104114
MACS_peak_15036	4	48005535	48005886	59	2	334417
MACS_peak_15039	4	48651026	48651277	59	0	233086
MACS_peak_15040	4	48945847	48946127	60	1	294570
MACS_peak_15069	4	49658208	49660142	60	0	114
MACS_peak_15070	4	52660482	52661121	62	2	3000340
MACS_peak_15084	4	53315498	53315866	62	0	54831
MACS_peak_15085	4	53406385	53406747	63	1	90519
MACS_peak_15090	4	54197643	54198042	63	0	17655
MACS_peak_15091	4	54274000	54274376	64	1	75958
MACS_peak_15098	4	54929246	54929449	64	0	165853
MACS_peak_15099	4	55100503	55100762	65	1	171054
MACS_peak_15100	4	55514018	55514163	68	3	413256
MACS_peak_15101	4	55837514	55838048	68	0	323351
MACS_peak_15102	4	55912566	55912788	69	1	74518
MACS_peak_15104	4	56266283	56266722	69	0	56961
MACS_peak_15105	4	56376802	56376935	70	1	110080
MACS_peak_15106	4	56489426	56489950	73	3	112491
MACS_peak_15108	4	56711453	56711738	73	0	134369
MACS_peak_15109	4	57169352	57169534	74	1	457614
MACS_peak_15173	4	67361242	67361509	74	0	54784
MACS_peak_15174	4	67522876	67523033	75	1	161367
MACS_peak_15193	4	70555290	70555536	75	0	369518
MACS_peak_15194	4	70883989	70884304	77	2	328453
MACS_peak_15195	4	71049391	71049821	79	2	165087
MACS_peak_15219	4	73752461	73752687	79	0	355899
MACS_peak_15220	4	74047681	74047913	80	1	294994
MACS_peak_15221	4	74419419	74419836	81	1	371506
MACS_peak_15229	4	75426525	75427456	81	0	183488
MACS_peak_15230	4	75518697	75518949	82	1	91241
MACS_peak_15231	4	75647934	75648473	83	1	128985
MACS_peak_15232	4	76090892	76091247	85	2	442419
MACS_peak_15233	4	76112344	76112627	85	0	21097
MACS_peak_15234	4	76164814	76165194	86	1	52187
MACS_peak_15279	4	82388388	82388779	86	0	169440
MACS_peak_15280	4	82515300	82515549	87	1	126521
MACS_peak_15281	4	82558360	82558988	87	0	42811
MACS_peak_15282	4	82930047	82930310	89	2	371059
MACS_peak_15283	4	83035087	83035543	90	1	104777
MACS_peak_15284	4	83221580	83222014	90	0	186037
MACS_peak_15285	4	83660498	83660800	91	1	438484
MACS_peak_15295	4	84561089	84561413	91	0	238518
MACS_peak_15296	4	84726800	84727069	92	1	165387
MACS_peak_15321	4	88229513	88229787	92	0	2954
MACS_peak_15322	4	88268944	88269271	93	1	39157
MACS_peak_15323	4	88631941	88632275	95	2	362670
MACS_peak_15359	4	94079018	94079430	95	0	203944
MACS_peak_15360	4	94512161	94512388	96	1	432731
MACS_peak_15393	4	98829686	98830052	96	0	3648
MACS_peak_15394	4	98908267	98908518	97	1	78215
MACS_peak_15400	4	99684247	99684739	97	0	37066
MACS_peak_15401	4	100037320	100037633	98	1	352581
MACS_peak_15403	4	100384086	100384432	98	0	57079
MACS_peak_15404	4	101014556	101014818	99	1	630124
MACS_peak_15419	4	102779763	102780174	99	0	18546
MACS_peak_15420	4	102829586	102829851	100	1	49412
MACS_peak_15422	4	102976996	102977308	100	0	9846
MACS_peak_15423	4	103405857	103406193	101	1	428549
MACS_peak_15434	4	105613183	105613535	101	0	57515
MACS_peak_15435	4	105781744	105782006	103	2	168209
MACS_peak_15448	4	107819849	107820107	103	0	28466
MACS_peak_15449	4	107859118	107859637	104	1	39011
MACS_peak_15450	4	107859762	107860197	104	0	125
MACS_peak_15451	4	108128671	108129497	105	1	268474
MACS_peak_15453	4	108477359	108477667	105	0	200161
MACS_peak_15454	4	108931122	108931259	106	1	453455
MACS_peak_15457	4	109359239	109359513	106	0	397100
MACS_peak_15458	4	109731420	109731628	107	1	371907
MACS_peak_15459	4	110674006	110674839	110	3	942378
MACS_peak_15471	4	112116792	112117024	110	0	44496
MACS_peak_15472	4	112204239	112204578	111	1	87215
MACS_peak_15473	4	112263495	112263836	112	1	58917
MACS_peak_15509	4	118603455	118603844	112	0	22664
MACS_peak_15510	4	118866631	118867023	113	1	262787
MACS_peak_15519	4	119999969	120000274	113	0	11123
MACS_peak_15520	4	120207615	120207845	114	1	207341
MACS_peak_15530	4	121600749	121600974	114	0	32018
MACS_peak_15531	4	122033744	122034019	116	2	432770
MACS_peak_15534	4	122291860	122292181	116	0	67560
MACS_peak_15535	4	123032137	123032515	118	2	739956
MACS_peak_15537	4	123368888	123369124	118	0	137291
MACS_peak_15538	4	123492984	123493382	119	1	123860
MACS_peak_15561	4	127853557	127853937	119	0	66895
MACS_peak_15562	4	127988076	127988532	120	1	134139
MACS_peak_15609	4	139103986	139104486	120	0	146798
MACS_peak_15610	4	139278601	139278890	121	1	174115
MACS_peak_15611	4	139280767	139281278	121	0	1877
MACS_peak_15612	4	139364021	139364264	122	1	82743
MACS_peak_15613	4	139781551	139781934	122	0	417287
MACS_peak_15614	4	140540863	140541070	124	2	758929
MACS_peak_15625	4	143176922	143177192	124	0	552012
MACS_peak_15626	4	143614628	143614784	125	1	437436
MACS_peak_15638	4	144815682	144816329	125	0	83677
MACS_peak_15639	4	144942832	144943110	126	1	126503
MACS_peak_15640	4	145064176	145064430	126	0	121066
MACS_peak_15641	4	145160852	145161100	128	2	96422
MACS_peak_15642	4	145605280	145605426	129	1	444180
MACS_peak_15647	4	146530965	146531361	129	0	231337
MACS_peak_15648	4	146816776	146817028	130	1	285415
MACS_peak_15654	4	147589861	147590274	130	0	315054
MACS_peak_15655	4	147735856	147736009	131	1	145582
MACS_peak_15685	4	151096103	151096369	131	0	254480
MACS_peak_15686	4	151116316	151116671	132	1	19947
MACS_peak_15690	4	152512826	152513173	132	0	356806
MACS_peak_15691	4	153060630	153061053	133	1	547457
MACS_peak_15692	4	153552844	153553092	133	0	491791
MACS_peak_15693	4	153843273	153843540	135	2	290181
MACS_peak_15698	4	155543784	155544181	135	0	450077
MACS_peak_15699	4	155728240	155728508	136	1	184059
MACS_peak_15700	4	155849929	155850195	137	1	121421
MACS_peak_15702	4	156459235	156460103	137	0	506251
MACS_peak_15703	4	156782740	156782947	138	1	322637
MACS_peak_15704	4	157210625	157210962	139	1	427678
MACS_peak_15709	4	157904499	157904853	139	0	14474
MACS_peak_15710	4	158276962	158277331	141	2	372109
MACS_peak_15738	4	163052475	163052773	141	0	298682
MACS_peak_15739	4	163617021	163617470	143	2	564248
MACS_peak_15767	4	168199433	168199765	143	0	1792
MACS_peak_15768	4	168235490	168235746	144	1	35725
MACS_peak_15769	4	168419466	168419712	145	1	183720
MACS_peak_15772	4	168629092	168629471	145	0	76172
MACS_peak_15773	4	169076473	169077634	146	1	447002
MACS_peak_15774	4	169366951	169367238	147	1	289317
MACS_peak_15790	4	173217671	173218017	147	0	510852
MACS_peak_15791	4	173363620	173363856	148	1	145603
MACS_peak_15796	4	174189485	174189704	148	0	254509
MACS_peak_15797	4	174404251	174404513	150	2	214547
MACS_peak_15823	4	177139440	177140439	150	0	405944
MACS_peak_15824	4	177614472	177614888	151	1	474033
MACS_peak_15837	4	182498213	182498580	151	0	257984
MACS_peak_15838	4	183856561	183856908	155	4	1357981
MACS_peak_15839	4	185680684	185681001	156	1	1823776
MACS_peak_15840	4	186965734	186966048	158	2	1284733
MACS_peak_15850	4	191025973	191026321	158	0	56897
MACS_peak_15858	5	21682	21940	0	0	21682
MACS_peak_15860	5	188587	188915	0	0	127471
MACS_peak_15861	5	650152	650504	4	4	461237
MACS_peak_15862	5	903286	903548	7	3	252782
MACS_peak_15865	5	1307794	1308038	7	0	298885
MACS_peak_15866	5	1641768	1642058	8	1	333730
MACS_peak_15871	5	1714909	1715616	8	0	225
MACS_peak_15872	5	2145548	2146133	9	1	429932
MACS_peak_15874	5	2225803	2226572	9	0	79146
MACS_peak_15875	5	3057124	3057341	11	2	830552
MACS_peak_15881	5	4862736	4863031	11	0	295597
MACS_peak_15882	5	5467548	5467807	12	1	604517
MACS_peak_15883	5	5681017	5681234	12	0	213210
MACS_peak_15884	5	6647340	6647625	13	1	966106
MACS_peak_15885	5	6765853	6766193	14	1	118228
MACS_peak_15892	5	7839966	7840146	14	0	23312
MACS_peak_15893	5	7868226	7868494	16	2	28080
MACS_peak_15904	5	10060177	10060391	16	0	161307
MACS_peak_15905	5	10249908	10250139	17	1	189517
MACS_peak_15907	5	10347505	10347891	17	0	1766
MACS_peak_15908	5	10452884	10453088	18	1	104993
MACS_peak_15935	5	16023082	16023262	18	0	147058
MACS_peak_15936	5	16456401	16456626	19	1	433139
MACS_peak_16038	5	31232484	31232672	19	0	830556
MACS_peak_16039	5	31929399	31929686	21	2	696727
MACS_peak_16040	5	32418135	32418471	23	2	488449
MACS_peak_16059	5	34780193	34780555	23	0	136625
MACS_peak_16060	5	35003561	35003788	26	3	223006
MACS_peak_16072	5	35914377	35914932	26	0	200234
MACS_peak_16073	5	36475036	36475385	27	1	560104
MACS_peak_16077	5	36870639	36871025	27	0	57609
MACS_peak_16078	5	36917644	36917953	28	1	46619
MACS_peak_16082	5	37098486	37098733	28	0	92038
MACS_peak_16083	5	37332162	37332298	29	1	233429
MACS_peak_16084	5	37413070	37413381	30	1	80772
MACS_peak_16101	5	40736514	40736749	30	0	27727
MACS_peak_16102	5	40856587	40857066	31	1	119838
MACS_peak_16111	5	41843656	41843957	31	0	243640
MACS_peak_16112	5	42005672	42006167	33	2	161715
MACS_peak_16118	5	42662600	42662897	33	0	730
MACS_peak_16119	5	42865324	42865838	35	2	202427
MACS_peak_16127	5	43056372	43056711	35	0	12081
MACS_peak_16128	5	43105814	43106139	36	1	49103
MACS_peak_16131	5	43389841	43390177	36	0	127915
MACS_peak_16132	5	43670441	43670653	37	1	280264
MACS_peak_16213	5	50258871	50259118	37	0	316840
MACS_peak_16214	5	50553800	50554114	38	1	294682
MACS_peak_16215	5	50937310	50937617	39	1	383196
MACS_peak_16228	5	52983075	52983677	39	0	24834
MACS_peak_16229	5	53530445	53530816	42	3	546768
MACS_peak_16245	5	55060325	55060643	42	0	9520
MACS_peak_16246	5	55231985	55232294	44	2	171342
MACS_peak_16247	5	55303420	55303903	45	1	71126
MACS_peak_16248	5	55499809	55500213	46	1	195906
MACS_peak_16252	5	56673594	56673916	46	0	181653
MACS_peak_16253	5	57165268	57165584	48	2	491352
MACS_peak_16254	5	57185554	57185786	49	1	19970
MACS_peak_16262	5	58470000	58470354	49	0	1706
MACS_peak_16263	5	58552648	58552887	50	1	82294
MACS_peak_16278	5	60577762	60579014	50	0	320909
MACS_peak_16279	5	61064586	61064798	52	2	485572
MACS_peak_16280	5	61187637	61188237	53	1	122839
MACS_peak_16288	5	62163081	62163460	53	0	47837
MACS_peak_16289	5	62321698	62321976	54	1	158238
MACS_peak_16290	5	62526118	62526512	56	2	204142
MACS_peak_16304	5	64464430	64464985	56	0	2467
MACS_peak_16305	5	64992437	64992669	57	1	527452
MACS_peak_16309	5	65356608	65356987	57	0	9867
MACS_peak_16310	5	65682423	65682634	60	3	325436
MACS_peak_16312	5	65818087	65818542	60	0	74454
MACS_peak_16313	5	66048008	66048532	61	1	229466
MACS_peak_16315	5	66110321	66110517	61	0	60993
MACS_peak_16316	5	66160408	66160702	62	1	49891
MACS_peak_16342	5	69047211	69047414	62	0	40266
MACS_peak_16343	5	69099503	69099706	63	1	52089
MACS_peak_16344	5	69139995	69140257	63	0	40289
MACS_peak_16345	5	69200482	69200699	64	1	60225
MACS_peak_16347	5	69204938	69205299	64	0	3378
MACS_peak_16348	5	69504491	69504852	71	7	299192
MACS_peak_16384	5	70771517	70772058	71	0	28060
MACS_peak_16385	5	71124966	71125300	72	1	352908
MACS_peak_16391	5	72202000	72202145	72	0	175486
MACS_peak_16392	5	72267986	72268289	73	1	65841
MACS_peak_16393	5	72270353	72270697	73	0	2064
MACS_peak_16394	5	72323324	72323662	74	1	52627
MACS_peak_16395	5	72497819	72498079	75	1	174157
MACS_peak_16399	5	73302819	73303069	75	0	213970
MACS_peak_16400	5	73645257	73645612	77	2	342188
MACS_peak_16406	5	74561572	74561867	77	0	128877
MACS_peak_16407	5	74977169	74977413	78	1	415302
MACS_peak_16414	5	75193356	75193764	78	0	14151
MACS_peak_16415	5	75510387	75510741	80	2	316623
MACS_peak_16422	5	76773480	76774011	80	0	370203
MACS_peak_16423	5	77047987	77048213	81	1	273976
MACS_peak_16428	5	77616360	77616598	81	0	41803
MACS_peak_16429	5	77752598	77752930	82	1	136000
MACS_peak_16462	5	81182386	81182538	82	0	265447
MACS_peak_16463	5	81406169	81406532	83	1	223631
MACS_peak_16480	5	83428018	83428415	83	0	76184
MACS_peak_16481	5	83714960	83715244	84	1	286545
MACS_peak_16502	5	86553473	86553858	84	0	100131
MACS_peak_16503	5	86696164	86696493	85	1	142306
MACS_peak_16551	5	94073666	94073875	85	0	511033
MACS_peak_16552	5	94186112	94186516	86	1	112237
MACS_peak_16559	5	94537083	94537231	86	0	33142
MACS_peak_16560	5	95182820	95183113	87	1	645589
MACS_peak_16561	5	95672094	95672453	89	2	488981
MACS_peak_16562	5	95896309	95896588	90	1	223856
MACS_peak_16576	5	97148446	97148848	90	0	45601
MACS_peak_16577	5	97185849	97186103	91	1	37001
MACS_peak_16634	5	102592006	102592200	91	0	190276
MACS_peak_16635	5	103189752	103189886	92	1	597552
MACS_peak_16667	5	109179916	109180228	92	0	241333
MACS_peak_16668	5	109479897	109480230	93	1	299669
MACS_peak_16693	5	112869134	112869479	93	0	22245
MACS_peak_16694	5	112922635	112923265	94	1	53156
MACS_peak_16695	5	113046809	113047019	95	1	123544
MACS_peak_16709	5	115174777	115175044	95	0	7554
MACS_peak_16710	5	115223819	115224055	96	1	48775
MACS_peak_16712	5	115473542	115473943	96	0	69456
MACS_peak_16713	5	115761628	115761809	97	1	287685
MACS_peak_16714	5	116353842	116354116	99	2	592033
MACS_peak_16736	5	118937044	118937306	99	0	50634
MACS_peak_16737	5	119646049	119646341	100	1	708743
MACS_peak_16756	5	122039898	122040287	100	0	70434
MACS_peak_16757	5	122250146	122250365	101	1	209859
MACS_peak_16761	5	123006722	123006912	101	0	59435
MACS_peak_16762	5	123763063	123763354	105	4	756151
MACS_peak_16785	5	126603680	126603983	105	0	528109
MACS_peak_16786	5	126828661	126828962	106	1	224678
MACS_peak_16791	5	127244860	127245100	106	0	27221
MACS_peak_16792	5	127605319	127605603	107	1	360219
MACS_peak_16819	5	131229655	131229955	107	0	17362
MACS_peak_16820	5	131399170	131399437	108	1	169215
MACS_peak_16821	5	131400370	131400591	108	0	933
MACS_peak_16822	5	131511374	131512040	109	1	110783
MACS_peak_16823	5	131619157	131619419	109	0	107117
MACS_peak_16824	5	132318183	132318483	111	2	698764
MACS_peak_16825	5	132361056	132361413	111	0	42573
MACS_peak_16826	5	132441685	132441937	112	1	80272
MACS_peak_16827	5	132471604	132471989	112	0	29667
MACS_peak_16828	5	132919269	132919548	119	7	447280
MACS_peak_16829	5	132961677	132962056	119	0	42129
MACS_peak_16830	5	133090248	133090508	121	2	128192
MACS_peak_16838	5	133816239	133816514	121	0	159414
MACS_peak_16839	5	134527115	134527301	124	3	710601
MACS_peak_16840	5	134889651	134889855	129	5	362350
MACS_peak_16842	5	135165874	135166093	129	0	263678
MACS_peak_16843	5	135509899	135510097	130	1	343806
MACS_peak_16848	5	136117229	136117448	130	0	11070
MACS_peak_16849	5	136159754	136159959	131	1	42306
MACS_peak_16866	5	138018288	138018552	131	0	10962
MACS_peak_16867	5	138258657	138258975	134	3	240105
MACS_peak_16868	5	138598434	138598633	139	5	339459
MACS_peak_16878	5	139452823	139453111	139	0	228550
MACS_peak_16879	5	139737313	139737548	140	1	284202
MACS_peak_16880	5	140138810	140139358	142	2	401262
MACS_peak_16881	5	140376816	140377029	144	2	237458
MACS_peak_16883	5	140479710	140480020	144	0	58552
MACS_peak_16884	5	140578474	140578685	145	1	98454
MACS_peak_16885	5	140705573	140705934	152	7	126888
MACS_peak_16887	5	140729372	140729684	152	0	19304
MACS_peak_16888	5	140891981	140892198	159	7	162297
MACS_peak_16889	5	140904365	140904598	159	0	12167
MACS_peak_16890	5	140940561	140940805	160	1	35963
MACS_peak_16892	5	140947094	140947591	160	0	3016
MACS_peak_16893	5	141531450	141531712	182	22	583859
MACS_peak_16895	5	141731270	141731614	182	0	75131
MACS_peak_16896	5	142246537	142246917	184	2	514923
MACS_peak_16900	5	142396491	142396647	184	0	13585
MACS_peak_16901	5	142824162	142824639	185	1	427515
MACS_peak_16905	5	143888961	143889398	185	0	165548
MACS_peak_16906	5	144204734	144205160	186	1	315336
MACS_peak_16924	5	146002089	146002301	186	0	7159
MACS_peak_16925	5	146277989	146278381	188	2	275688
MACS_peak_16943	5	148323713	148324100	188	0	202589
MACS_peak_16944	5	148414949	148415310	189	1	90849
MACS_peak_16951	5	149232666	149232893	189	0	22832
MACS_peak_16952	5	149370340	149370654	190	1	137447
MACS_peak_16954	5	149940651	149940854	190	0	76707
MACS_peak_16955	5	150116865	150117055	191	1	176011
MACS_peak_16961	5	150347715	150348027	191	0	242
MACS_peak_16962	5	150495021	150495218	194	3	146994
MACS_peak_16963	5	150544374	150544708	194	0	49156
MACS_peak_16964	5	150695500	150696002	195	1	150792
MACS_peak_16965	5	150764224	150764621	196	1	68222
MACS_peak_16990	5	153962852	153963196	196	0	402874
MACS_peak_16991	5	154019853	154020144	197	1	56657
MACS_peak_16993	5	154029790	154030242	197	0	7463
MACS_peak_16994	5	154175412	154175766	198	1	145170
MACS_peak_17005	5	154879449	154879709	198	0	325854
MACS_peak_17006	5	154996439	154996657	200	2	116730
MACS_peak_17020	5	156904049	156904213	200	0	223201
MACS_peak_17021	5	157243736	157244040	201	1	339523
MACS_peak_17024	5	157656369	157656849	201	0	310975
MACS_peak_17025	5	157835179	157835535	202	1	178330
MACS_peak_17033	5	159865370	159865650	202	0	357100
MACS_peak_17034	5	160024318	160024736	203	1	158668
MACS_peak_17041	5	160371107	160371452	203	0	126938
MACS_peak_17042	5	160980502	160980736	205	2	609050
MACS_peak_17059	5	163206781	163207003	205	0	323072
MACS_peak_17060	5	163483479	163483735	206	1	276476
MACS_peak_17081	5	168133608	168133867	206	0	26729
MACS_peak_17082	5	169008697	169008960	207	1	874830
MACS_peak_17084	5	169251060	169251390	207	0	2492
MACS_peak_17085	5	169643324	169643682	208	1	391934
MACS_peak_17092	5	170360765	170361068	208	0	300334
MACS_peak_17093	5	170485739	170486012	209	1	124671
MACS_peak_17102	5	171634818	171635071	209	0	18702
MACS_peak_17103	5	171878268	171878512	210	1	243197
MACS_peak_17105	5	171905961	171906235	210	0	16524
MACS_peak_17106	5	172281221	172281402	211	1	374986
MACS_peak_17111	5	172759069	172759446	211	0	37775
MACS_peak_17112	5	173445878	173446286	213	2	686432
MACS_peak_17133	5	176239891	176240156	213	0	154568
MACS_peak_17134	5	176498814	176499112	215	2	258658
MACS_peak_17139	5	176883387	176883630	215	0	586
MACS_peak_17140	5	177184645	177184934	216	1	301015
MACS_peak_17141	5	177185385	177185723	216	0	451
MACS_peak_17142	5	177318849	177319101	217	1	133126
MACS_peak_17143	5	177361322	177361510	218	1	42221
MACS_peak_17144	5	177489078	177489329	219	1	127568
MACS_peak_17145	5	177502973	177503350	219	0	13644
MACS_peak_17146	5	177557279	177557562	220	1	53929
MACS_peak_17147	5	177978138	177978377	221	1	420576
MACS_peak_17148	5	178533628	178534045	225	4	555251
MACS_peak_17149	5	179061447	179061696	232	7	527402
MACS_peak_17150	5	179084851	179085100	232	0	23155
MACS_peak_17151	5	179190154	179190518	233	1	105054
MACS_peak_17152	5	179420717	179421011	233	0	230199
MACS_peak_17153	5	179742791	179743015	234	1	321780
MACS_peak_17154	5	179799539	179799902	235	1	56524
MACS_peak_17155	5	179898009	179898272	237	2	98107
MACS_peak_17166	5	180751442	180751803	237	0	883
MACS_peak_17167	5	180796038	180796438	238	1	44235
MACS_peak_17170	5	180843090	180843375	238	0	27366
MACS_peak_17171	5	180864114	180864824	239	1	20739
MACS_peak_17174	5	180889770	180890176	239	0	12386
MACS_peak_17175	6	86122	86385	0	0	86122
MACS_peak_17180	6	188743	189073	0	0	40168
MACS_peak_17181	6	460676	460948	1	1	271603
MACS_peak_17182	6	482770	483106	1	0	21822
MACS_peak_17183	6	494938	495141	2	1	11832
MACS_peak_17187	6	624902	625195	2	0	7175
MACS_peak_17188	6	797580	797786	3	1	172385
MACS_peak_17206	6	2738691	2738956	3	0	314916
MACS_peak_17207	6	2952855	2953213	5	2	213899
MACS_peak_17211	6	3864223	3864619	5	0	11965
MACS_peak_17212	6	4211010	4211324	7	2	346391
MACS_peak_17216	6	4864313	4864699	7	0	31475
MACS_peak_17217	6	5143959	5144237	8	1	279260
MACS_peak_17218	6	5269287	5269580	9	1	125050
MACS_peak_17235	6	7243763	7244175	9	0	124601
MACS_peak_17236	6	7276209	7276422	10	1	32034
MACS_peak_17237	6	7718533	7718706	11	1	442111
MACS_peak_17238	6	7947328	7947683	13	2	228622
MACS_peak_17239	6	8006510	8007010	13	0	58827
MACS_peak_17240	6	8254136	8254461	14	1	247126
MACS_peak_17254	6	10582344	10582735	14	0	103415
MACS_peak_17255	6	10813273	10813561	17	3	230538
MACS_peak_17259	6	11044725	11044910	17	0	12125
MACS_peak_17260	6	11455253	11455625	18	1	410343
MACS_peak_17261	6	11456805	11457186	18	0	1180
MACS_peak_17262	6	11575779	11576109	19	1	118593
MACS_peak_17273	6	12911569	12911880	19	0	17057
MACS_peak_17274	6	13867671	13867999	21	2	955791
MACS_peak_17295	6	17585939	17586310	21	0	950
MACS_peak_17296	6	18324505	18324720	26	5	738195
MACS_peak_17316	6	21364406	21364764	26	0	125483
MACS_peak_17317	6	21999847	22000100	27	1	635083
MACS_peak_17328	6	24389512	24389737	27	0	29621
MACS_peak_17329	6	24942989	24943282	29	2	553252
MACS_peak_17333	6	25658154	25658355	29	0	101221
MACS_peak_17334	6	26205350	26205536	31	2	546995
MACS_peak_17335	6	26249068	26249205	31	0	43532
MACS_peak_17336	6	26572877	26573134	34	3	323672
MACS_peak_17343	6	27129687	27130059	34	0	61300
MACS_peak_17344	6	27156695	27156947	36	2	26636
MACS_peak_17350	6	27759951	27760331	36	0	19461
MACS_peak_17351	6	28023196	28023561	38	2	262865
MACS_peak_17352	6	28458878	28459148	44	6	435317
MACS_peak_17354	6	28821785	28822070	44	0	229510
MACS_peak_17355	6	29081124	29081365	45	1	259054
MACS_peak_17361	6	29720798	29721183	45	0	99255
MACS_peak_17362	6	29749524	29749851	46	1	28341
MACS_peak_17363	6	29802703	29802921	46	0	52852
MACS_peak_17364	6	29981210	29981428	47	1	178289
MACS_peak_17365	6	30005038	30005348	47	0	23610
MACS_peak_17366	6	30084593	30084726	49	2	79245
MACS_peak_17367	6	30098825	30099115	49	0	14099
MACS_peak_17368	6	30512510	30512732	51	2	413395
MACS_peak_17369	6	30646640	30647013	53	2	133908
MACS_peak_17370	6	30690462	30690820	55	2	43449
MACS_peak_17371	6	30836576	30836887	56	1	145756
MACS_peak_17378	6	31151896	31152379	56	0	46409
MACS_peak_17379	6	31364778	31365041	57	1	212399
MACS_peak_17381	6	31461482	31461812	57	0	65477
MACS_peak_17382	6	31740691	31740911	69	12	278879
MACS_peak_17383	6	31763690	31763917	69	0	22779
MACS_peak_17384	6	31957227	31957456	77	8	193310
MACS_peak_17385	6	31989965	31990194	79	2	32509
MACS_peak_17386	6	32055456	32055658	81	2	65262
MACS_peak_17387	6	32227540	32227893	83	2	171882
MACS_peak_17390	6	32383116	32383500	83	0	1633
MACS_peak_17391	6	32659824	32660261	88	5	276324
MACS_peak_17392	6	33358950	33359324	108	20	698689
MACS_peak_17393	6	33452335	33452701	111	3	93011
MACS_peak_17394	6	34226182	34226541	112	1	773481
MACS_peak_17395	6	34577413	34577661	113	1	350872
MACS_peak_17396	6	34811215	34811594	115	2	233554
MACS_peak_17397	6	35114258	35114432	117	2	302664
MACS_peak_17398	6	35247184	35247354	117	0	132752
MACS_peak_17399	6	35272911	35273101	118	1	25557
MACS_peak_17400	6	35310085	35310275	118	0	36984
MACS_peak_17401	6	35383081	35383451	119	1	72806
MACS_peak_17402	6	35528135	35528336	121	2	144684
MACS_peak_17407	6	36091681	36091897	121	0	28455
MACS_peak_17408	6	36328309	36328574	123	2	236412
MACS_peak_17409	6	36396813	36397191	123	0	68239
MACS_peak_17410	6	36591268	36591527	124	1	194077
MACS_peak_17411	6	36727005	36727192	126	2	135478
MACS_peak_17412	6	37012266	37012493	129	3	285074
MACS_peak_17418	6	37350749	37350987	129	0	35241
MACS_peak_17419	6	37828055	37828337	131	2	477068
MACS_peak_17423	6	38839816	38840078	131	0	260761
MACS_peak_17424	6	39545994	39546128	132	1	705916
MACS_peak_17433	6	41034610	41034885	132	0	429773
MACS_peak_17434	6	41336494	41336965	133	1	301609
MACS_peak_17436	6	41889075	41889319	133	0	237435
MACS_peak_17437	6	42548630	42548762	137	4	659311
MACS_peak_17438	6	42694380	42694649	138	1	145618
MACS_peak_17439	6	42812813	42812983	140	2	118164
MACS_peak_17440	6	42866552	42867059	140	0	53569
MACS_peak_17441	6	43097638	43097800	148	8	230579
MACS_peak_17442	6	43438609	43438885	150	2	340809
MACS_peak_17443	6	44119701	44120008	159	9	680816
MACS_peak_17444	6	44281060	44281234	162	3	161052
MACS_peak_17445	6	44386644	44386972	163	1	105410
MACS_peak_17446	6	44424109	44424438	164	1	37137
MACS_peak_17454	6	46109994	46110213	164	0	51789
MACS_peak_17455	6	46189003	46189334	166	2	78790
MACS_peak_17456	6	46482314	46482718	166	0	292980
MACS_peak_17457	6	46749258	46749512	169	3	266540
MACS_peak_17504	6	52128637	52128821	169	0	29334
MACS_peak_17505	6	52704421	52704708	170	1	575600
MACS_peak_17506	6	52958726	52959032	170	0	254018
MACS_peak_17507	6	53036663	53037056	171	1	77631
MACS_peak_17508	6	53056881	53057026	172	1	19825
