gene_symbol	i_am_tf	gene_description	chromosome_name	upstream	upstream_source	downstream	organism	p_value
TCEAL6	0	"transcription elongation factor A (SII)-like 6"	chrX	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KAL1	0	"Kallmann syndrome 1 sequence"	chrX	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PTPLAD1	0	"protein tyrosine phosphatase-like A domain containing 1"	chr15	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GRHPR	0	"glyoxylate reductase/hydroxypyruvate reductase"	chr9	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC30A3	0	"solute carrier family 30 (zinc transporter), member 3"	chr2	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SMAP2	0	"small ArfGAP2"	chr1	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ID1	0	"inhibitor of DNA binding 1, dominant negative helix-loop-helix protein"	chr20	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
WDR81	0	"WD repeat domain 81"	chr17	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PMEPA1	0	"prostate transmembrane protein, androgen induced 1"	chr20	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SCN1B	0	"sodium channel, voltage gated, type I beta subunit"	chr19	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CBX4	0	"chromobox homolog 4"	chr17	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SEMA4F	0	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
APOPT1	0	"apoptogenic 1, mitochondrial"	chr14	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
EDN3	0	"endothelin 3"	chr20	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GLT8D1	0	"glycosyltransferase 8 domain containing 1"	chr3	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ITPRIPL1	0	"inositol 1,4,5-trisphosphate receptor interacting protein-like 1"	chr2	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CDS2	0	"CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2"	chr20	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DMXL1	0	"Dmx-like 1"	chr5	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAM86C1	0	"family with sequence similarity 86, member C1"	chr11	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF32	0	"zinc finger protein 32"	chr10	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FRMD4B	0	"FERM domain containing 4B"	chr3	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KIAA0753	0	KIAA0753	chr17	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RNPS1	0	"RNA binding protein S1, serine-rich domain"	chr16	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FTSJ1	0	"FtsJ RNA methyltransferase homolog 1 (E. coli)"	chrX	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CPXM2	0	"carboxypeptidase X (M14 family), member 2"	chr10	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
STX4	0	"syntaxin 4"	chr16	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
UBE2A	0	"ubiquitin-conjugating enzyme E2A"	chrX	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TFEB	1	"transcription factor EB"	chr6	7	"Kulakovskiy 2013"	71	"Homo sapiens"	0.00001
PLAC8	0	"placenta-specific 8"	chr4	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TTLL12	0	"tubulin tyrosine ligase-like family member 12"	chr22	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BCL6B	0	"B-cell CLL/lymphoma 6, member B"	chr17	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BZW1	0	"basic leucine zipper and W2 domains 1"	chr2	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
INPP5B	0	"inositol polyphosphate-5-phosphatase B"	chr1	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PRR3	0	"proline rich 3"	chr6	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CTTN	0	cortactin	chr11	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ING1	0	"inhibitor of growth family, member 1"	chr13	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C6orf201	0	"chromosome 6 open reading frame 201"	chr6	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC1A2	0	"solute carrier family 1 (glial high affinity glutamate transporter), member 2"	chr11	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CLSTN3	0	"calsyntenin 3"	chr12	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NR2E1	0	"nuclear receptor subfamily 2, group E, member 1"	chr6	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TP53BP1	0	"tumor protein p53 binding protein 1"	chr15	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RC3H2	0	"ring finger and CCCH-type domains 2"	chr9	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PLCB1	0	"phospholipase C, beta 1 (phosphoinositide-specific)"	chr20	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC3A2	0	"solute carrier family 3 (amino acid transporter heavy chain), member 2"	chr11	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
UHRF1BP1	0	"UHRF1 binding protein 1"	chr6	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KLF5	0	"Kruppel-like factor 5 (intestinal)"	chr13	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GPC1	0	"glypican 1"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KDF1	0	"keratinocyte differentiation factor 1"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TCFL5	0	"transcription factor-like 5 (basic helix-loop-helix)"	chr20	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PTPRS	0	"protein tyrosine phosphatase, receptor type, S"	chr19	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CCDC38	0	"coiled-coil domain containing 38"	chr12	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GPI	0	"glucose-6-phosphate isomerase"	chr19	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BCAP29	0	"B-cell receptor-associated protein 29"	chr7	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LRRC59	0	"leucine rich repeat containing 59"	chr17	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MARVELD2	0	"MARVEL domain containing 2"	chr5	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NAV1	0	"neuron navigator 1"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ATF3	1	"activating transcription factor 3"	chr1	4	"Kulakovskiy 2013"	56	"Homo sapiens"	0.00001
RAB43	0	"RAB43, member RAS oncogene family"	chr3	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
AKT1	0	"v-akt murine thymoma viral oncogene homolog 1"	chr14	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
WNT5A	0	"wingless-type MMTV integration site family, member 5A"	chr3	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CACNB1	0	"calcium channel, voltage-dependent, beta 1 subunit"	chr17	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FBXO47	0	"F-box protein 47"	chr17	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TRAP1	0	"TNF receptor-associated protein 1"	chr16	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MPPED1	0	"metallophosphoesterase domain containing 1"	chr22	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ADCY2	0	"adenylate cyclase 2 (brain)"	chr5	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CCDC82	0	"coiled-coil domain containing 82"	chr11	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
COLEC12	0	"collectin sub-family member 12"	chr18	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
COCH	0	cochlin	chr14	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C6orf106	0	"chromosome 6 open reading frame 106"	chr6	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TIMM50	0	"translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)"	chr19	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DPF1	0	"D4, zinc and double PHD fingers family 1"	chr19	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GLA	0	"galactosidase, alpha"	chrX	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ATP1B1	0	"ATPase, Na+/K+ transporting, beta 1 polypeptide"	chr1	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CASP9	0	"caspase 9, apoptosis-related cysteine peptidase"	chr1	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GFOD1	0	"glucose-fructose oxidoreductase domain containing 1"	chr6	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PTPRN2	0	"protein tyrosine phosphatase, receptor type, N polypeptide 2"	chr7	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SOCS6	0	"suppressor of cytokine signaling 6"	chr18	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TACR1	0	"tachykinin receptor 1"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SERPINB9	0	"serpin peptidase inhibitor, clade B (ovalbumin), member 9"	chr6	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FKBP8	0	"FK506 binding protein 8, 38kDa"	chr19	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BPHL	0	"biphenyl hydrolase-like (serine hydrolase)"	chr6	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PRSS27	0	"protease, serine 27"	chr16	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CA8	0	"carbonic anhydrase VIII"	chr8	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LEPREL4	0	"leprecan-like 4"	chr17	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GREB1L	0	"growth regulation by estrogen in breast cancer-like"	chr18	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PPFIA1	0	"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1"	chr11	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PTPLA	0	"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A"	chr10	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NCAPD3	0	"non-SMC condensin II complex, subunit D3"	chr11	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DCAF7	0	"DDB1 and CUL4 associated factor 7"	chr17	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC25A22	0	"solute carrier family 25 (mitochondrial carrier: glutamate), member 22"	chr11	13	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GAS2L3	0	"growth arrest-specific 2 like 3"	chr12	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FGF22	0	"fibroblast growth factor 22"	chr19	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ELAVL2	0	"ELAV like neuron-specific RNA binding protein 2"	chr9	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LARP4B	0	"La ribonucleoprotein domain family, member 4B"	chr10	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ADCY9	0	"adenylate cyclase 9"	chr16	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DLL1	0	"delta-like 1 (Drosophila)"	chr6	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SPATA22	0	"spermatogenesis associated 22"	chr17	14	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MAD2L2	0	"MAD2 mitotic arrest deficient-like 2 (yeast)"	chr1	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HDGFRP2	0	"hepatoma-derived growth factor-related protein 2"	chr19	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NAB1	0	"NGFI-A binding protein 1 (EGR1 binding protein 1)"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
EFNA3	0	ephrin-A3	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CDH8	0	"cadherin 8, type 2"	chr16	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SSTR5	0	"somatostatin receptor 5"	chr16	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KBTBD2	0	"kelch repeat and BTB (POZ) domain containing 2"	chr7	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C17orf64	0	"chromosome 17 open reading frame 64"	chr17	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
JAKMIP1	0	"janus kinase and microtubule interacting protein 1"	chr4	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ERI1	0	"exoribonuclease 1"	chr8	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FOXL1	0	"forkhead box L1"	chr16	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SHC2	0	"SHC (Src homology 2 domain containing) transforming protein 2"	chr19	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CMC2	0	"C-x(9)-C motif containing 2"	chr16	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
STXBP1	0	"syntaxin binding protein 1"	chr9	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FOXQ1	1	"forkhead box Q1"	chr6	3	"Kulakovskiy 2013"	54	"Homo sapiens"	0.00001
SHISA2	0	"shisa family member 2"	chr13	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MAFG	0	"v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G"	chr17	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PHKA2	0	"phosphorylase kinase, alpha 2 (liver)"	chrX	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAM72B	0	"family with sequence similarity 72, member B"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BCL3	0	"B-cell CLL/lymphoma 3"	chr19	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HSBP1L1	0	"heat shock factor binding protein 1-like 1"	chr18	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ADAMTSL2	0	"ADAMTS-like 2"	chr9	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CCDC102A	0	"coiled-coil domain containing 102A"	chr16	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
AGRN	0	agrin	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OPA3	0	"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)"	chr19	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TBC1D2B	0	"TBC1 domain family, member 2B"	chr15	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RIC8A	0	"RIC8 guanine nucleotide exchange factor A"	chr11	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MGST3	0	"microsomal glutathione S-transferase 3"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DET1	0	"de-etiolated homolog 1 (Arabidopsis)"	chr15	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
EPAS1	1	"endothelial PAS domain protein 1"	chr2	3	"Kulakovskiy 2013"	54	"Homo sapiens"	0.00001
EPHB3	0	"EPH receptor B3"	chr3	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LKAAEAR1	0	"LKAAEAR motif containing 1"	chr20	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZBTB46	0	"zinc finger and BTB domain containing 46"	chr20	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC44A4	0	"solute carrier family 44, member 4"	chr6	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
S100A10	0	"S100 calcium binding protein A10"	chr1	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TIMP1	0	"TIMP metallopeptidase inhibitor 1"	chrX	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZDHHC20	0	"zinc finger, DHHC-type containing 20"	chr13	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MYO6	0	"myosin VI"	chr6	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FCHSD2	0	"FCH and double SH3 domains 2"	chr11	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LARP6	0	"La ribonucleoprotein domain family, member 6"	chr15	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ST8SIA6	0	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"	chr10	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CCDC146	0	"coiled-coil domain containing 146"	chr7	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MSL2	0	"male-specific lethal 2 homolog (Drosophila)"	chr3	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SDHA	0	"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)"	chr5	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ACTN1	0	"actinin, alpha 1"	chr14	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
WDR5	0	"WD repeat domain 5"	chr9	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
AGPAT6	0	"1-acylglycerol-3-phosphate O-acyltransferase 6"	chr8	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CLIP4	0	"CAP-GLY domain containing linker protein family, member 4"	chr2	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CERS4	0	"ceramide synthase 4"	chr19	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MYO9A	0	"myosin IXA"	chr15	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MAPRE1	0	"microtubule-associated protein, RP/EB family, member 1"	chr20	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CHSY1	0	"chondroitin sulfate synthase 1"	chr15	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ARHGEF4	0	"Rho guanine nucleotide exchange factor (GEF) 4"	chr2	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TIGD1	0	"tigger transposable element derived 1"	chr2	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LIMD2	0	"LIM domain containing 2"	chr17	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RCOR1	0	"REST corepressor 1"	chr14	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RAB15	0	"RAB15, member RAS oncogene family"	chr14	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RFTN1	0	"raftlin, lipid raft linker 1"	chr3	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DENND2C	0	"DENN/MADD domain containing 2C"	chr1	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C12orf56	0	"chromosome 12 open reading frame 56"	chr12	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OAZ1	0	"ornithine decarboxylase antizyme 1"	chr19	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MTG1	0	"mitochondrial ribosome-associated GTPase 1"	chr10	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GLIS2	0	"GLIS family zinc finger 2"	chr16	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CNOT10	0	"CCR4-NOT transcription complex, subunit 10"	chr3	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
THEM6	0	"thioesterase superfamily member 6"	chr8	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SNX27	0	"sorting nexin family member 27"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
AGRP	0	"agouti related neuropeptide"	chr16	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MLLT11	0	"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11"	chr1	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RAC3	0	"ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)"	chr17	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OLIG2	0	"oligodendrocyte lineage transcription factor 2"	chr21	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NAGS	0	"N-acetylglutamate synthase"	chr17	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SRPK2	0	"SRSF protein kinase 2"	chr7	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
EGR2	1	"early growth response 2"	chr10	1	"Kulakovskiy 2013"	713	"Homo sapiens"	0.00001
C14orf39	0	"chromosome 14 open reading frame 39"	chr14	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C8G	0	"complement component 8, gamma polypeptide"	chr9	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
EP400	0	"E1A binding protein p400"	chr12	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CLIP2	0	"CAP-GLY domain containing linker protein 2"	chr7	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SMKR1	0	"small lysine-rich protein 1"	chr7	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DCHS1	0	"dachsous cadherin-related 1"	chr11	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GPR75-ASB3	0	"GPR75-ASB3 readthrough"	chr2	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LY6E	0	"lymphocyte antigen 6 complex, locus E"	chr8	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PRDX6	0	"peroxiredoxin 6"	chr1	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
VAMP4	0	"vesicle-associated membrane protein 4"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KCNK5	0	"potassium channel, two pore domain subfamily K, member 5"	chr6	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MAP3K14	0	"mitogen-activated protein kinase kinase kinase 14"	chr17	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DEK	0	"DEK proto-oncogene"	chr6	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAM49A	0	"family with sequence similarity 49, member A"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
IRX1	0	"iroquois homeobox 1"	chr5	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
INHBB	0	"inhibin, beta B"	chr2	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PPDPF	0	"pancreatic progenitor cell differentiation and proliferation factor"	chr20	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PBRM1	0	"polybromo 1"	chr3	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CILP2	0	"cartilage intermediate layer protein 2"	chr19	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MTA1	0	"metastasis associated 1"	chr14	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TMEM50B	0	"transmembrane protein 50B"	chr21	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
INSM2	0	"insulinoma-associated 2"	chr14	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HS6ST1	0	"heparan sulfate 6-O-sulfotransferase 1"	chr2	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RCC2	0	"regulator of chromosome condensation 2"	chr1	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
COG1	0	"component of oligomeric golgi complex 1"	chr17	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CPSF1	0	"cleavage and polyadenylation specific factor 1, 160kDa"	chr8	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ALG2	0	"ALG2, alpha-1,3/1,6-mannosyltransferase"	chr9	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MEGF11	0	"multiple EGF-like-domains 11"	chr15	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DMRTB1	0	"DMRT-like family B with proline-rich C-terminal, 1"	chr1	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PELI1	0	"pellino E3 ubiquitin protein ligase 1"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FBXW4	0	"F-box and WD repeat domain containing 4"	chr10	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MFAP1	0	"microfibrillar-associated protein 1"	chr15	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZBED4	0	"zinc finger, BED-type containing 4"	chr22	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TLCD2	0	"TLC domain containing 2"	chr17	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
YTHDF1	0	"YTH N(6)-methyladenosine RNA binding protein 1"	chr20	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
WBP1	0	"WW domain binding protein 1"	chr2	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BHLHE23	0	"basic helix-loop-helix family, member e23"	chr20	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RPL7A	0	"ribosomal protein L7a"	chr9	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PRAMEF6	0	"PRAME family member 6"	chr1	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LNX1	0	"ligand of numb-protein X 1, E3 ubiquitin protein ligase"	chr4	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HES5	0	"hes family bHLH transcription factor 5"	chr1	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KIAA2018	0	KIAA2018	chr3	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CAMK2N1	0	"calcium/calmodulin-dependent protein kinase II inhibitor 1"	chr1	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CANX	0	calnexin	chr5	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PPP1R14B	0	"protein phosphatase 1, regulatory (inhibitor) subunit 14B"	chr11	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLX4IP	0	"SLX4 interacting protein"	chr20	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
STARD5	0	"StAR-related lipid transfer (START) domain containing 5"	chr15	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LAPTM4A	0	"lysosomal protein transmembrane 4 alpha"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MAL2	0	"mal, T-cell differentiation protein 2 (gene/pseudogene)"	chr8	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
