gene_symbol	i_am_tf	gene_description	chromosome_name	upstream	upstream_source	downstream	organism	p_value
PRKAR1A	0	"protein kinase, cAMP-dependent, regulatory, type I, alpha"	chr17	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ELOVL1	0	"ELOVL fatty acid elongase 1"	chr1	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HDDC3	0	"HD domain containing 3"	chr15	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CCDC81	0	"coiled-coil domain containing 81"	chr11	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ANKRD42	0	"ankyrin repeat domain 42"	chr11	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GTPBP4	0	"GTP binding protein 4"	chr10	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TBC1D8B	0	"TBC1 domain family, member 8B (with GRAM domain)"	chrX	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
UGP2	0	"UDP-glucose pyrophosphorylase 2"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MARK1	0	"MAP/microtubule affinity-regulating kinase 1"	chr1	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TNFRSF21	0	"tumor necrosis factor receptor superfamily, member 21"	chr6	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SULT1A2	0	"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2"	chr16	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
STX10	0	"syntaxin 10"	chr19	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
EXOSC4	0	"exosome component 4"	chr8	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PHB	0	prohibitin	chr17	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZBTB38	0	"zinc finger and BTB domain containing 38"	chr3	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RBMS3	0	"RNA binding motif, single stranded interacting protein 3"	chr3	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NRTN	0	neurturin	chr19	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MCMDC2	0	"minichromosome maintenance domain containing 2"	chr8	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C21orf58	0	"chromosome 21 open reading frame 58"	chr21	8	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ADAP1	0	"ArfGAP with dual PH domains 1"	chr7	13	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KCNAB2	0	"potassium channel, voltage gated subfamily A regulatory beta subunit 2"	chr1	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NKX2-2	1	"NK2 homeobox 2"	chr20	2	"Kulakovskiy 2013"	29	"Homo sapiens"	0.00001
C7orf49	0	"chromosome 7 open reading frame 49"	chr7	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ATP6V0D1	0	"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1"	chr16	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PTGFR	0	"prostaglandin F receptor (FP)"	chr1	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PCDH20	0	"protocadherin 20"	chr13	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CRH	0	"corticotropin releasing hormone"	chr8	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FZD2	0	"frizzled class receptor 2"	chr17	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
IL1RN	0	"interleukin 1 receptor antagonist"	chr2	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MYD88	0	"myeloid differentiation primary response 88"	chr3	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ATF5	1	"activating transcription factor 5"	chr19	5	"Kulakovskiy 2013"	16	"Homo sapiens"	0.00001
PUS7L	0	"pseudouridylate synthase 7-like"	chr12	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NOS1AP	0	"nitric oxide synthase 1 (neuronal) adaptor protein"	chr1	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KMO	0	"kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ACIN1	0	"apoptotic chromatin condensation inducer 1"	chr14	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PRIM2	0	"primase, DNA, polypeptide 2 (58kDa)"	chr6	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C7orf50	0	"chromosome 7 open reading frame 50"	chr7	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GPR31	0	"G protein-coupled receptor 31"	chr6	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
IPCEF1	0	"interaction protein for cytohesin exchange factors 1"	chr6	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SMG7	0	"SMG7 nonsense mediated mRNA decay factor"	chr1	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TMBIM6	0	"transmembrane BAX inhibitor motif containing 6"	chr12	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
EHD1	0	"EH-domain containing 1"	chr11	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OR9A4	0	"olfactory receptor, family 9, subfamily A, member 4"	chr7	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LAPTM4B	0	"lysosomal protein transmembrane 4 beta"	chr8	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TMEM72	0	"transmembrane protein 72"	chr10	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DGKZ	0	"diacylglycerol kinase, zeta"	chr11	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
APOM	0	"apolipoprotein M"	chr6	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SYNPO	0	synaptopodin	chr5	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CD300LF	0	"CD300 molecule-like family member f"	chr17	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TTC23	0	"tetratricopeptide repeat domain 23"	chr15	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MPEG1	0	"macrophage expressed 1"	chr11	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MCCC1	0	"methylcrotonoyl-CoA carboxylase 1 (alpha)"	chr3	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SEPT8	0	"septin 8"	chr5	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KANSL1	0	"KAT8 regulatory NSL complex subunit 1"	chr17	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZBTB22	0	"zinc finger and BTB domain containing 22"	chr6	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
THUMPD2	0	"THUMP domain containing 2"	chr2	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KCNK15	0	"potassium channel, two pore domain subfamily K, member 15"	chr20	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GP1BA	0	"glycoprotein Ib (platelet), alpha polypeptide"	chr17	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DXO	0	"decapping exoribonuclease"	chr6	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TSC22D1	0	"TSC22 domain family, member 1"	chr13	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC22A17	0	"solute carrier family 22, member 17"	chr14	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MRPS18C	0	"mitochondrial ribosomal protein S18C"	chr4	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HTR1A	0	"5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled"	chr5	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RERE	0	"arginine-glutamic acid dipeptide (RE) repeats"	chr1	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FXYD2	0	"FXYD domain containing ion transport regulator 2"	chr11	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
EPS15	0	"epidermal growth factor receptor pathway substrate 15"	chr1	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ALDH2	0	"aldehyde dehydrogenase 2 family (mitochondrial)"	chr12	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GPRC5D	0	"G protein-coupled receptor, class C, group 5, member D"	chr12	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TJAP1	0	"tight junction associated protein 1 (peripheral)"	chr6	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SPRR2F	0	"small proline-rich protein 2F"	chr1	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LYG1	0	"lysozyme G-like 1"	chr2	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZCCHC7	0	"zinc finger, CCHC domain containing 7"	chr9	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NDP	0	"Norrie disease (pseudoglioma)"	chrX	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MGST1	0	"microsomal glutathione S-transferase 1"	chr12	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CACNA1A	0	"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"	chr19	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DUOX1	0	"dual oxidase 1"	chr15	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ADH6	0	"alcohol dehydrogenase 6 (class V)"	chr4	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GPR114	0	"G protein-coupled receptor 114"	chr16	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HOXC4	0	"homeobox C4"	chr12	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CASC3	0	"cancer susceptibility candidate 3"	chr17	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FOXI1	1	"forkhead box I1"	chr5	3	"Kulakovskiy 2013"	75	"Homo sapiens"	0.00001
RPS25	0	"ribosomal protein S25"	chr11	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TAOK2	0	"TAO kinase 2"	chr16	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
VDAC2	0	"voltage-dependent anion channel 2"	chr10	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NPBWR2	0	"neuropeptides B/W receptor 2"	chr20	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PTPN20B	0	"protein tyrosine phosphatase, non-receptor type 20B"	chr10	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CSTF1	0	"cleavage stimulation factor, 3' pre-RNA, subunit 1, 50kDa"	chr20	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RBFOX1	0	"RNA binding protein, fox-1 homolog (C. elegans) 1"	chr16	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GLIPR1L2	0	"GLI pathogenesis-related 1 like 2"	chr12	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PLS3	0	"plastin 3"	chrX	8	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GANC	0	"glucosidase, alpha; neutral C"	chr15	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CYP27C1	0	"cytochrome P450, family 27, subfamily C, polypeptide 1"	chr2	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC35F3	0	"solute carrier family 35, member F3"	chr1	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
UBAP1	0	"ubiquitin associated protein 1"	chr9	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NR1H3	0	"nuclear receptor subfamily 1, group H, member 3"	chr11	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
WIPI2	0	"WD repeat domain, phosphoinositide interacting 2"	chr7	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF790	0	"zinc finger protein 790"	chr19	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
WNT5B	0	"wingless-type MMTV integration site family, member 5B"	chr12	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RASGRP4	0	"RAS guanyl releasing protein 4"	chr19	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DOPEY2	0	"dopey family member 2"	chr21	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TVP23B	0	"trans-golgi network vesicle protein 23 homolog B (S. cerevisiae)"	chr17	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FBXW11	0	"F-box and WD repeat domain containing 11"	chr5	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PPP3R1	0	"protein phosphatase 3, regulatory subunit B, alpha"	chr2	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CCR2	0	"chemokine (C-C motif) receptor 2"	chr3	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
AXDND1	0	"axonemal dynein light chain domain containing 1"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NMRK1	0	"nicotinamide riboside kinase 1"	chr9	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TEX15	0	"testis expressed 15"	chr8	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ACSM1	0	"acyl-CoA synthetase medium-chain family member 1"	chr16	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ATG9B	0	"autophagy related 9B"	chr7	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
APOC1	0	"apolipoprotein C-I"	chr19	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GMDS	0	"GDP-mannose 4,6-dehydratase"	chr6	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SOCS5	0	"suppressor of cytokine signaling 5"	chr2	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DUSP22	0	"dual specificity phosphatase 22"	chr6	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LOC158434	0	"uncharacterized LOC158434"	chr9	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAM83B	0	"family with sequence similarity 83, member B"	chr6	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HGF	0	"hepatocyte growth factor (hepapoietin A; scatter factor)"	chr7	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GRIN2B	0	"glutamate receptor, ionotropic, N-methyl D-aspartate 2B"	chr12	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF780B	0	"zinc finger protein 780B"	chr19	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CEACAM3	0	"carcinoembryonic antigen-related cell adhesion molecule 3"	chr19	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CENPP	0	"centromere protein P"	chr9	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF281	0	"zinc finger protein 281"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GXYLT2	0	"glucoside xylosyltransferase 2"	chr3	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TRIM16L	0	"tripartite motif containing 16-like"	chr17	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PSMD7	0	"proteasome 26S subunit, non-ATPase 7"	chr16	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MARVELD1	0	"MARVEL domain containing 1"	chr10	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TSPYL1	0	"TSPY-like 1"	chr6	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HLCS	0	"holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase)"	chr21	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FBXO40	0	"F-box protein 40"	chr3	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MKKS	0	"McKusick-Kaufman syndrome"	chr20	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CDC42EP4	0	"CDC42 effector protein (Rho GTPase binding) 4"	chr17	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SUPT16H	0	"suppressor of Ty 16 homolog (S. cerevisiae)"	chr14	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF114	0	"zinc finger protein 114"	chr19	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CCDC70	0	"coiled-coil domain containing 70"	chr13	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HIST1H4E	0	"histone cluster 1, H4e"	chr6	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C3AR1	0	"complement component 3a receptor 1"	chr12	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HPDL	0	"4-hydroxyphenylpyruvate dioxygenase-like"	chr1	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CHGB	0	"chromogranin B"	chr20	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RPL41	0	"ribosomal protein L41"	chr12	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
IRF7	1	"interferon regulatory factor 7"	chr11	3	"Kulakovskiy 2013"	84	"Homo sapiens"	0.00001
KIAA0319L	0	KIAA0319-like	chr1	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC36A4	0	"solute carrier family 36 (proton/amino acid symporter), member 4"	chr11	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RAB43	0	"RAB43, member RAS oncogene family"	chr3	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NFYC	0	"nuclear transcription factor Y, gamma"	chr1	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DZIP3	0	"DAZ interacting zinc finger protein 3"	chr3	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MNX1	0	"motor neuron and pancreas homeobox 1"	chr7	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CST9L	0	"cystatin 9-like"	chr20	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OR1N2	0	"olfactory receptor, family 1, subfamily N, member 2"	chr9	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FBXO28	0	"F-box protein 28"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
STK3	0	"serine/threonine kinase 3"	chr8	8	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DCX	0	doublecortin	chrX	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CDCA5	0	"cell division cycle associated 5"	chr11	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HNRNPK	0	"heterogeneous nuclear ribonucleoprotein K"	chr9	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NIM1K	0	"NIM1 serine/threonine protein kinase"	chr5	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZC4H2	0	"zinc finger, C4H2 domain containing"	chrX	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PAN3	0	"PAN3 poly(A) specific ribonuclease subunit"	chr13	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAHD2B	0	"fumarylacetoacetate hydrolase domain containing 2B"	chr2	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SDCBP2	0	"syndecan binding protein (syntenin) 2"	chr20	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
IFI27L2	0	"interferon, alpha-inducible protein 27-like 2"	chr14	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
IBA57	0	"IBA57 homolog, iron-sulfur cluster assembly"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ST3GAL2	0	"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"	chr16	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
HMGN2	0	"high mobility group nucleosomal binding domain 2"	chr1	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MAB21L2	0	"mab-21-like 2 (C. elegans)"	chr4	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KLF8	1	"Kruppel-like factor 8"	chrX	8	"Kulakovskiy 2013"	73	"Homo sapiens"	0.00001
TRAPPC8	0	"trafficking protein particle complex 8"	chr18	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
BSN	0	"bassoon presynaptic cytomatrix protein"	chr3	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TAL2	0	"T-cell acute lymphocytic leukemia 2"	chr9	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
NCKAP1L	0	"NCK-associated protein 1-like"	chr12	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PSG5	0	"pregnancy specific beta-1-glycoprotein 5"	chr19	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LGALS4	0	"lectin, galactoside-binding, soluble, 4"	chr19	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SPATA5L1	0	"spermatogenesis associated 5-like 1"	chr15	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MKRN3	0	"makorin ring finger protein 3"	chr15	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ANKRD66	0	"ankyrin repeat domain 66"	chr6	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SMIM19	0	"small integral membrane protein 19"	chr8	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CD200	0	"CD200 molecule"	chr3	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CFLAR	0	"CASP8 and FADD-like apoptosis regulator"	chr2	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DIAPH1	0	"diaphanous-related formin 1"	chr5	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FNTA	0	"farnesyltransferase, CAAX box, alpha"	chr8	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GSDMB	0	"gasdermin B"	chr17	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OR4D10	0	"olfactory receptor, family 4, subfamily D, member 10"	chr11	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MFSD6	0	"major facilitator superfamily domain containing 6"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ERBB4	0	"erb-b2 receptor tyrosine kinase 4"	chr2	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SKA2	0	"spindle and kinetochore associated complex subunit 2"	chr17	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LOC388780	0	"uncharacterized LOC388780"	chr20	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OR1D5	0	"olfactory receptor, family 1, subfamily D, member 5"	chr17	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PSMC6	0	"proteasome 26S subunit, ATPase 6"	chr14	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DCD	0	dermcidin	chr12	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SNX5	0	"sorting nexin 5"	chr20	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C12orf76	0	"chromosome 12 open reading frame 76"	chr12	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
POU2F1	1	"POU class 2 homeobox 1"	chr1	3	"Kulakovskiy 2013"	67	"Homo sapiens"	0.00001
ACAA1	0	"acetyl-CoA acyltransferase 1"	chr3	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OSER1	0	"oxidative stress responsive serine-rich 1"	chr20	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SQRDL	0	"sulfide quinone reductase-like (yeast)"	chr15	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SLC2A4	0	"solute carrier family 2 (facilitated glucose transporter), member 4"	chr17	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
COL9A3	0	"collagen, type IX, alpha 3"	chr20	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
AP2A1	0	"adaptor-related protein complex 2, alpha 1 subunit"	chr19	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PRRG2	0	"proline rich Gla (G-carboxyglutamic acid) 2"	chr19	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PCK2	0	"phosphoenolpyruvate carboxykinase 2 (mitochondrial)"	chr14	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PXDN	0	peroxidasin	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GIP	0	"gastric inhibitory polypeptide"	chr17	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MOCS1	0	"molybdenum cofactor synthesis 1"	chr6	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CHMP1B	0	"charged multivesicular body protein 1B"	chr18	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MYBBP1A	0	"MYB binding protein (P160) 1a"	chr17	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OR6N1	0	"olfactory receptor, family 6, subfamily N, member 1"	chr1	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
OR51G1	0	"olfactory receptor, family 51, subfamily G, member 1 (gene/pseudogene)"	chr11	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ARL6IP5	0	"ADP-ribosylation factor-like 6 interacting protein 5"	chr3	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PCBP1	0	"poly(rC) binding protein 1"	chr2	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SNX33	0	"sorting nexin 33"	chr15	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TCP10	0	"t-complex 10"	chr6	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GOLT1A	0	"golgi transport 1A"	chr1	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GEN1	0	"GEN1 Holliday junction 5' flap endonuclease"	chr2	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZMYND12	0	"zinc finger, MYND-type containing 12"	chr1	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ABCC5	0	"ATP-binding cassette, sub-family C (CFTR/MRP), member 5"	chr3	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
STK4	0	"serine/threonine kinase 4"	chr20	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MTUS1	0	"microtubule associated tumor suppressor 1"	chr8	8	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF768	0	"zinc finger protein 768"	chr16	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
WDR26	0	"WD repeat domain 26"	chr1	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
IMP3	0	"IMP3, U3 small nucleolar ribonucleoprotein"	chr15	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RAP2C	0	"RAP2C, member of RAS oncogene family"	chrX	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SIGLEC15	0	"sialic acid binding Ig-like lectin 15"	chr18	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TET2	0	"tet methylcytosine dioxygenase 2"	chr4	8	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
